"Microrregião IBGE";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"Total"
"31059 BARBACENA";7;4;9;11;18;23;27;17;27;22;12;14;16;8;24;16;16;4;4;13;13;8;7;320
"31060 PONTE NOVA";3;8;7;5;14;12;1;15;9;24;20;24;21;21;19;26;12;13;5;7;12;7;4;289
"31061 MANHUACU";22;20;17;36;28;34;36;50;42;35;50;58;42;45;34;40;26;42;21;18;20;23;31;770
"31062 VICOSA";9;9;5;10;9;7;10;5;13;5;10;19;8;14;15;12;7;19;6;5;6;4;5;212
"31063 MURIAE";20;13;8;6;17;17;13;19;7;11;24;25;15;25;20;11;19;15;12;11;12;9;13;342
"31064 UBA";13;15;15;12;19;11;14;8;6;6;12;11;13;10;12;12;12;14;10;11;7;4;13;260
"31065 JUIZ DE FORA";14;13;21;25;33;41;43;38;44;49;32;44;29;37;47;42;31;25;31;19;32;43;30;763
"31066 CATAGUASES";7;11;8;15;18;4;9;5;4;2;6;10;9;7;14;22;22;15;12;14;8;9;13;244
"Ignorado - MG";3;-;2;-;1;1;8;7;7;1;2;-;3;5;5;4;3;-;3;-;-;1;-;56
"50001 BAIXO PANTANAL";1;-;4;4;3;3;2;6;1;7;3;7;6;2;3;2;6;3;5;5;7;4;8;92
"50002 AQUIDAUANA";-;1;2;1;3;7;2;2;4;9;3;2;3;3;1;2;5;4;7;10;4;5;1;81
"50003 ALTO TAQUARI";4;-;8;4;9;16;9;25;6;20;6;8;8;15;10;11;11;25;14;4;4;2;8;227
"50004 CAMPO GRANDE";5;24;26;22;29;51;54;60;55;50;69;63;50;52;59;51;32;56;39;39;36;44;48;1014
"50005 CASSILANDIA";8;7;6;6;11;3;6;6;3;3;2;15;6;14;10;14;8;10;7;8;11;7;5;176
"50006 PARANAIBA";2;2;4;6;2;4;3;11;11;10;11;14;12;7;15;7;13;3;6;4;5;6;4;162
"50007 TRES LAGOAS";-;-;5;3;3;6;5;2;9;6;15;13;25;13;12;11;13;8;7;6;9;11;12;194
"50008 NOVA ANDRADINA";-;-;6;2;11;6;7;8;11;10;6;10;11;19;22;15;6;3;7;10;4;3;7;184
"50009 BODOQUENA";1;1;4;4;5;2;6;3;10;10;7;4;7;4;7;8;9;4;6;4;1;8;10;125
"50010 DOURADOS";11;7;24;21;20;12;39;39;36;44;49;48;46;54;46;38;37;31;36;37;33;20;33;761
"50011 IGUATEMI";6;4;9;19;17;13;22;8;28;22;23;23;26;33;41;24;20;24;15;14;13;10;15;429
"Ignorado - MS";-;-;-;3;1;3;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;8
"51001 ARIPUANA";1;2;13;6;3;6;-;8;4;7;3;2;9;4;5;7;10;3;3;3;7;11;6;123
"51002 ALTA FLORESTA";1;11;16;10;12;6;2;2;3;6;5;-;6;4;9;5;5;8;3;3;6;9;5;137
"51003 COLIDER";2;8;12;17;20;13;10;13;7;7;7;7;9;19;6;4;17;7;6;4;5;8;6;214
"51004 PARECIS";3;11;12;7;15;11;19;9;13;13;14;12;16;21;8;5;9;5;18;10;10;11;17;269
"51005 ARINOS";3;4;7;4;3;1;-;1;2;3;3;4;4;4;1;5;4;9;2;3;4;2;2;75
"51006 ALTO TELES PIRES";11;17;22;20;20;14;18;18;21;13;16;17;30;25;30;21;18;26;11;18;27;24;27;464
"51007 SINOP";11;18;14;9;16;9;13;15;10;8;14;15;19;17;21;10;21;22;17;22;18;24;19;362
"51008 PARANATINGA";1;3;2;1;2;4;-;3;1;2;1;2;4;-;2;-;5;3;-;6;2;3;4;51
"51009 NORTE ARAGUAIA";2;10;14;8;13;5;5;3;9;4;6;3;9;6;8;11;8;6;1;5;10;8;4;158
"51010 CANARANA";8;6;6;10;12;6;4;5;11;9;17;11;10;2;4;12;11;10;12;12;7;24;11;220
"51011 MEDIO ARAGUAIA";4;5;13;6;6;3;1;6;2;5;7;6;4;10;8;4;12;6;9;6;3;9;5;140
"51012 ALTO GUAPORE";7;7;5;4;7;1;1;9;15;7;2;1;14;6;9;6;2;2;6;6;6;6;7;136
"51013 TANGARA DA SERRA";9;18;17;9;18;14;10;10;15;11;13;7;19;18;8;7;11;4;11;15;9;12;13;278
"51014 JAURU";10;15;11;6;10;8;3;3;11;6;8;12;14;12;9;15;7;14;14;5;5;17;8;223
"51015 ALTO PARAGUAI";1;3;-;4;1;-;2;-;1;1;5;5;1;1;1;6;3;1;4;2;6;-;1;49
"51016 ROSARIO OESTE";2;3;12;2;-;3;-;2;5;5;-;1;2;7;3;2;6;-;2;3;-;2;3;65
"51017 CUIABA";50;71;88;64;77;58;73;63;56;69;96;84;70;59;89;56;55;45;56;36;49;40;51;1455
"51018 ALTO PANTANAL";6;11;12;8;4;7;12;7;4;10;15;4;12;9;13;11;11;3;9;9;2;8;16;203
"51019 PRIMAVERA DO LESTE";4;12;20;12;9;11;3;5;6;9;11;8;7;8;8;14;7;2;7;5;4;4;6;182
"51020 TESOURO";3;5;9;8;5;5;1;3;5;3;3;5;9;6;3;3;3;2;4;7;4;5;9;110
"51021 RONDONOPOLIS";11;60;54;35;33;38;21;21;21;23;21;27;19;18;19;15;17;11;24;17;15;10;11;541
"51022 ALTO ARAGUAIA";-;4;7;5;2;5;3;4;2;3;4;6;2;1;2;1;6;2;2;8;2;4;3;78
"Ignorado - MT";-;1;-;-;2;2;-;-;-;1;1;-;-;-;-;-;2;-;-;-;1;1;-;11
"15001 OBIDOS";-;-;-;-;-;1;-;-;-;5;1;1;-;1;3;-;-;1;-;1;-;-;1;15
"15002 SANTAREM";1;2;-;3;4;1;1;-;1;3;3;2;1;4;1;3;4;15;1;4;-;15;4;73
"15003 ALMEIRIM";-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;3
"15005 FUROS DE BREVES";-;-;-;-;-;-;-;3;-;-;-;1;-;-;1;-;-;-;1;-;1;-;-;7
"15006 ARARI";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;2;-;6
"15007 BELEM";14;15;6;7;13;17;10;21;9;9;10;3;10;9;16;5;15;16;13;17;10;12;16;273
"15008 CASTANHAL";4;12;2;2;4;1;-;4;6;2;2;4;5;5;4;3;3;2;1;2;4;2;6;80
"15009 SALGADO";-;2;-;-;1;1;2;1;-;1;-;1;6;2;2;-;-;-;-;-;1;1;-;21
"15010 BRAGANTINA";-;3;2;2;5;2;2;4;7;4;3;7;10;1;8;8;5;4;8;1;2;8;-;96
"15011 CAMETA";2;1;2;3;3;1;1;2;-;-;-;1;1;-;3;2;3;1;-;1;1;-;5;33
"15012 TOME-ACU";-;-;3;2;4;4;1;5;-;-;3;1;2;2;2;2;6;3;1;1;1;-;3;46
"15013 GUAMA";1;1;-;6;2;4;3;4;4;4;4;6;5;4;3;4;10;6;9;2;3;2;1;88
"15014 ITAITUBA";4;3;4;1;5;1;5;5;-;9;3;6;12;7;5;4;2;9;8;7;9;4;8;121
"15015 ALTAMIRA";2;1;5;2;1;1;2;6;2;9;4;9;5;8;11;14;6;7;6;3;3;6;11;124
"15016 TUCURUI";6;7;15;7;19;22;10;5;7;9;11;8;17;11;10;4;3;7;2;5;2;-;5;192
"15017 PARAGOMINAS";5;15;14;13;17;13;25;14;10;16;12;16;29;19;12;18;7;8;13;6;3;2;12;299
"15018 SAO FELIX DO XINGU";1;4;2;1;2;3;3;2;4;5;6;2;3;2;-;1;1;6;-;1;1;-;2;52
"15019 PARAUAPEBAS";9;5;9;11;15;13;9;9;15;10;34;26;32;24;16;13;14;13;12;10;6;11;3;319
"15020 MARABA";3;7;9;6;9;9;8;11;18;16;21;16;26;10;16;8;15;9;23;26;6;5;7;284
"15021 REDENCAO";12;4;7;3;4;5;8;5;10;10;5;8;3;5;6;7;7;5;4;4;7;5;3;137
"15022 CONCEICAO DO ARAGUAIA";7;7;6;-;3;4;3;3;5;3;3;3;-;4;1;3;4;3;5;-;3;2;5;77
"Ignorado - PA";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"25001 CATOLE DO ROCHA";12;4;3;5;2;1;4;3;5;3;1;5;10;10;8;20;14;14;25;10;6;16;12;193
"25002 CAJAZEIRAS";-;3;1;6;2;6;4;5;2;4;4;11;9;17;23;25;18;21;23;8;5;8;5;210
"25003 SOUSA";2;2;7;8;3;6;13;3;6;3;7;9;17;26;24;42;41;22;36;26;19;14;15;351
"25004 PATOS";3;6;-;5;6;6;1;5;3;1;3;4;12;13;9;20;16;11;16;6;13;9;12;180
"25005 PIANCO";1;-;1;-;3;2;2;-;1;2;-;3;3;14;4;11;14;10;10;5;18;6;10;120
"25006 ITAPORANGA";1;1;-;-;1;1;2;1;3;-;2;2;9;4;9;15;9;12;13;7;5;18;15;130
"25007 SERRA DO TEIXEIRA";1;-;2;2;3;-;2;4;4;11;10;1;10;14;13;16;14;15;19;7;16;13;14;191
"25008 SERIDO OCIDENTAL PARAIBANO";1;-;2;-;1;-;1;-;-;9;2;3;2;1;3;2;7;-;2;6;5;2;8;57
"25009 SERIDO ORIENTAL PARAIBANO";-;1;1;-;1;1;1;-;-;1;1;1;-;-;1;8;-;1;2;-;-;-;3;23
"25010 CARIRI OCIDENTAL";3;-;1;-;3;2;-;2;-;1;2;1;1;1;2;1;-;-;1;-;2;2;4;29
"25011 CARIRI ORIENTAL";-;1;-;3;1;-;-;-;-;2;2;2;-;-;-;1;-;-;2;-;-;-;1;15
"25012 CURIMATAU OCIDENTAL";1;-;2;1;2;2;-;-;1;1;1;-;1;3;1;3;1;2;3;1;2;1;-;29
"25013 CURIMATAU ORIENTAL";5;1;-;-;3;2;2;2;1;4;5;-;12;3;6;3;4;7;6;2;8;-;8;84
"25014 ESPERANCA";1;2;1;-;2;1;-;-;-;-;-;-;-;-;-;4;-;-;-;-;3;1;-;15
"25015 BREJO PARAIBANO";2;4;1;1;1;3;-;1;1;1;-;2;4;-;2;3;2;2;4;4;4;-;4;46
"25016 GUARABIRA";10;5;-;6;5;3;2;7;2;5;2;2;7;3;7;3;5;7;7;7;19;5;9;128
"25017 CAMPINA GRANDE";5;4;3;6;4;2;-;3;4;1;4;3;1;4;7;1;3;8;5;3;3;2;6;82
"25018 ITABAIANA";6;-;3;7;1;3;-;-;2;3;4;-;3;2;3;7;5;7;5;4;6;3;6;80
"25019 UMBUZEIRO";1;-;-;1;1;2;-;-;-;-;-;-;-;-;1;1;-;1;-;-;1;-;2;11
"25020 LITORAL NORTE";2;1;-;4;4;-;4;4;1;2;2;2;8;3;4;4;4;5;6;-;2;3;17;82
"25021 SAPE";4;2;-;2;1;1;2;2;4;4;3;2;3;5;3;6;4;-;3;4;3;5;14;77
"25022 JOAO PESSOA";41;18;3;46;15;16;9;11;13;17;28;27;26;12;16;21;18;5;15;8;3;29;63;460
"25023 LITORAL SUL";-;2;1;3;-;2;4;1;2;2;1;3;-;-;-;4;4;1;2;-;-;6;9;47
"Ignorado - PB";1;-;-;1;1;-;-;-;-;-;2;-;1;1;-;-;1;-;1;-;-;1;1;11
"26001 ARARIPINA";9;14;21;16;17;17;16;18;35;16;28;36;33;9;18;30;14;15;13;12;8;7;14;416
"26002 SALGUEIRO";4;5;3;7;9;3;1;4;4;7;6;6;11;15;9;9;22;16;6;6;9;11;6;179
"26003 PAJEU";10;10;13;11;14;16;11;28;27;25;18;16;38;17;16;26;16;18;10;10;9;7;8;374
"26004 SERTAO DO MOXOTO";20;15;13;20;5;18;16;16;14;11;11;14;17;22;13;10;23;20;12;15;10;13;14;342
"26005 PETROLINA";23;31;24;14;11;14;21;10;15;11;23;31;30;37;41;24;43;23;27;23;32;26;28;562
"26006 ITAPARICA";2;4;5;6;4;1;5;5;10;7;7;5;7;11;9;4;14;6;3;2;9;9;9;144
"26007 VALE DO IPANEMA";9;9;11;15;4;3;8;10;12;4;11;30;15;9;7;8;3;7;7;12;11;4;7;216
"26008 VALE DO IPOJUCA";54;38;19;21;27;44;34;28;27;53;42;42;33;34;40;47;30;36;26;24;18;39;23;779
"26009 ALTO CAPIBARIBE";9;7;13;13;15;10;12;11;12;12;15;8;9;23;13;10;7;8;7;16;4;6;6;246
"26010 MEDIO CAPIBARIBE";12;10;16;12;9;7;9;11;14;7;16;14;14;5;18;4;8;8;4;7;4;6;8;223
"26011 GARANHUNS";5;29;31;9;23;14;15;15;21;9;18;21;33;26;15;33;16;24;23;15;17;18;28;458
"26012 BREJO PERNAMBUCANO";6;12;8;10;9;9;5;12;5;1;7;11;12;8;9;17;11;8;3;4;3;10;10;190
"26013 MATA SETENTRIONAL PERNAMBUCANA";21;9;26;28;26;32;16;17;20;15;24;22;26;20;32;42;24;18;9;13;12;12;11;475
"26014 VITORIA DE SANTO ANTAO";3;1;5;6;10;6;4;3;7;11;7;10;17;6;13;10;5;4;7;8;2;3;5;153
"26015 MATA MERIDIONAL PERNAMBUCANA";29;16;25;15;15;13;10;9;18;10;17;11;14;18;28;11;19;16;17;13;5;19;10;358
"26016 ITAMARACA";1;-;5;8;2;9;9;12;4;5;5;1;3;4;3;4;7;6;1;6;2;6;-;103
"26017 RECIFE";43;28;34;12;50;64;45;53;55;55;48;37;43;45;34;49;47;53;46;29;27;33;32;962
"26018 SUAPE";1;4;-;1;10;8;8;7;5;9;10;7;8;1;9;10;11;5;9;7;6;4;6;146
"26019 FERNANDO DE NORONHA";1;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"Ignorado - PE";3;2;1;3;1;1;-;-;1;1;1;7;7;1;3;3;2;-;-;1;1;-;-;39
"22001 BAIXO PARNAIBA PIAUIENSE";1;4;3;2;-;1;4;1;2;5;2;7;19;4;5;9;10;15;2;6;2;4;2;110
"22002 LITORAL PIAUIENSE";-;6;2;-;1;4;3;4;5;-;6;11;5;5;9;7;10;9;2;5;3;2;4;103
"22003 TERESINA";3;3;3;7;8;8;17;17;8;12;43;21;27;41;30;36;29;35;17;25;11;18;23;442
"22004 CAMPO MAIOR";-;-;5;-;-;2;-;4;1;4;4;9;11;5;8;6;5;1;4;2;6;4;5;86
"22005 MEDIO PARNAIBA PIAUIENSE";-;1;10;-;-;1;-;2;2;1;7;3;8;10;11;-;7;3;2;3;1;3;2;77
"22006 VALENCA DO PIAUI";-;2;-;-;-;-;2;3;-;2;2;6;4;6;4;5;3;8;4;3;7;5;3;69
"22007 ALTO PARNAIBA PIAUIENSE";-;-;-;-;-;1;1;1;-;1;6;3;4;3;3;4;3;1;3;-;2;6;6;48
"22008 BERTOLINIA";-;-;4;-;-;-;-;1;6;2;2;1;3;2;4;2;3;2;1;5;2;1;1;42
"22009 FLORIANO";-;2;3;2;2;-;-;2;2;6;7;10;12;8;6;14;3;4;13;4;2;2;10;114
"22010 ALTO MEDIO GURGUEIA";-;1;-;-;-;3;1;1;1;3;-;9;9;8;6;10;3;8;8;6;1;4;-;82
"22011 SAO RAIMUNDO NONATO";-;1;3;-;2;-;1;3;3;6;5;2;6;5;8;4;10;10;10;4;1;9;-;93
"22012 CHAPADAS DO EXTREMO SUL PIAUIENSE";1;2;-;-;-;-;-;1;-;3;4;3;6;5;2;-;-;3;2;4;1;2;4;43
"22013 PICOS";-;1;3;-;4;2;2;3;2;10;11;11;11;13;10;11;9;14;8;4;7;7;3;146
"22014 PIO IX";-;-;-;1;1;2;1;-;-;3;4;2;11;2;4;6;1;4;6;-;1;1;1;51
"22015 ALTO MEDIO CANINDE";-;2;1;2;4;-;5;-;5;8;6;16;11;16;15;16;17;14;14;7;5;4;8;176
"Ignorado - PI";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;3;-;-;-;-;2;7
"41001 PARANAVAI";10;24;18;20;14;14;24;19;27;27;30;20;35;33;36;20;24;23;26;25;25;30;23;547
"41002 UMUARAMA";22;20;15;25;35;20;24;30;36;24;27;29;30;37;31;31;31;30;31;45;27;19;25;644
"41003 CIANORTE";13;8;15;15;18;6;6;18;13;23;30;21;24;26;28;16;19;9;20;13;18;11;20;390
"41004 GOIOERE";9;5;10;7;19;14;12;12;16;10;12;9;17;18;27;17;14;22;13;10;17;12;16;318
"41005 CAMPO MOURAO";24;17;12;19;28;23;18;39;19;20;24;34;30;22;39;19;26;33;23;18;20;31;21;559
"41006 ASTORGA";13;11;12;13;18;12;19;18;30;24;31;22;22;31;33;10;30;22;22;22;29;27;39;510
"41007 PORECATU";20;7;8;6;6;9;12;12;1;15;4;17;19;11;13;12;15;7;10;6;13;12;10;245
"41008 FLORAI";12;1;1;3;4;-;2;-;2;2;1;1;4;8;4;6;5;5;1;2;5;2;4;75
"41009 MARINGA";25;16;32;24;29;30;32;37;28;49;72;38;34;45;43;26;33;35;24;30;33;32;29;776
"41010 APUCARANA";20;19;25;25;26;26;23;30;27;15;26;36;48;21;30;29;26;27;16;23;15;17;28;578
"41011 LONDRINA";38;41;43;46;49;45;45;54;54;59;54;74;59;51;61;45;37;42;38;37;51;38;49;1110
"41012 FAXINAL";7;7;-;6;4;3;6;7;10;8;5;4;10;11;5;5;2;6;7;3;4;4;6;130
"41013 IVAIPORA";14;8;15;13;23;21;8;12;9;9;18;17;26;14;11;18;15;16;15;9;11;20;27;349
"41014 ASSAI";7;4;3;2;6;8;8;2;11;6;2;4;4;6;3;5;1;3;9;5;4;16;4;123
"41015 CORNELIO PROCOPIO";10;17;14;12;23;14;15;18;18;21;24;23;13;12;17;21;28;11;13;13;8;16;20;381
"41016 JACAREZINHO";3;1;2;5;17;20;16;22;24;7;23;21;17;18;11;12;16;18;17;16;13;10;17;326
"41017 IBAITI";4;6;2;-;4;11;10;17;8;13;17;7;18;9;9;11;8;19;21;10;6;15;12;237
"41018 WENCESLAU BRAZ";6;-;4;5;6;22;20;17;20;8;30;24;20;24;19;23;28;13;26;14;21;14;6;370
"41019 TELEMACO BORBA";9;8;14;5;10;12;1;17;13;16;12;15;14;24;18;15;15;12;11;13;11;14;27;306
"41020 JAGUARIAIVA";2;3;7;6;1;7;8;5;10;6;10;6;15;12;12;9;4;9;9;10;3;5;8;167
"41021 PONTA GROSSA";21;35;37;36;39;31;32;45;39;34;21;18;35;24;24;26;30;23;18;18;12;23;34;655
"41022 TOLEDO";17;13;14;12;25;28;14;33;22;29;19;25;33;31;49;53;43;51;48;36;55;57;48;755
"41023 CASCAVEL";48;48;53;62;71;82;59;43;51;57;59;56;56;58;47;45;63;43;37;40;54;52;46;1230
"41024 FOZ DO IGUACU";36;36;32;41;33;33;27;28;23;32;26;32;45;38;37;41;32;40;24;29;31;28;21;745
"41025 CAPANEMA";4;13;11;10;10;7;11;7;6;18;11;17;10;8;13;3;13;7;9;19;17;13;23;260
"41026 FRANCISCO BELTRAO";12;16;22;25;43;44;33;27;37;31;36;35;36;34;29;21;20;23;36;31;39;50;36;716
"41027 PATO BRANCO";11;9;2;2;13;20;23;10;19;30;24;18;23;29;21;14;23;15;23;37;20;25;25;436
"41028 PITANGA";1;1;2;3;2;5;2;3;-;-;9;9;6;7;4;3;9;12;4;6;10;13;12;123
"41029 GUARAPUAVA";6;8;18;16;27;30;25;14;9;25;31;25;43;53;54;34;39;49;38;40;48;49;53;734
"41030 PALMAS";2;1;1;3;7;4;10;3;6;6;6;9;11;15;10;7;19;12;14;19;12;9;19;205
"41031 PRUDENTOPOLIS";2;7;17;17;17;12;8;9;8;13;14;11;21;11;9;13;18;9;19;17;9;14;15;290
"41032 IRATI";8;11;7;6;9;6;6;8;7;3;4;7;6;9;9;7;9;10;12;4;5;2;10;165
"41033 UNIAO DA VITORIA";5;11;10;9;9;8;5;6;8;11;12;13;12;10;10;17;7;11;5;5;7;10;14;215
"41034 SAO MATEUS DO SUL";3;1;1;6;3;6;9;4;6;3;2;8;14;11;7;10;10;7;2;3;6;6;8;136
"41035 CERRO AZUL";-;-;-;-;1;-;-;-;3;-;1;-;-;2;-;1;-;2;1;1;1;2;1;16
"41036 LAPA";1;1;2;-;4;2;4;2;3;3;2;2;-;2;1;3;-;2;4;5;1;4;6;54
"41037 CURITIBA";109;108;90;127;187;205;208;216;190;162;140;162;142;147;130;118;146;126;112;107;96;121;128;3277
"41038 PARANAGUA";2;5;7;7;9;11;6;2;6;14;8;10;17;9;10;9;9;16;9;15;13;8;5;207
"41039 RIO NEGRO";2;14;3;4;4;8;13;9;12;3;6;5;13;5;8;3;11;8;8;6;8;12;16;181
"Ignorado - PR";-;-;1;-;-;2;-;-;1;1;-;2;-;1;-;-;2;-;2;-;-;1;2;15
"33001 ITAPERUNA";10;9;11;11;10;13;12;16;13;6;23;13;31;26;24;15;12;16;7;19;8;6;3;314
"33002 SANTO ANTONIO DE PADUA";10;13;16;6;13;9;1;10;8;9;7;10;12;11;12;7;8;3;7;6;3;5;5;191
"33003 CAMPOS DOS GOYTACAZES";9;22;23;54;74;72;47;58;52;37;53;42;68;52;52;38;44;33;37;28;29;18;22;964
"33004 MACAE";4;11;12;16;21;17;16;27;16;9;3;13;30;14;23;18;5;12;7;3;4;8;4;293
"33005 TRES RIOS";4;2;3;4;6;10;13;3;2;7;2;6;5;3;6;9;6;9;6;2;7;3;2;120
"33006 CANTAGALO-CORDEIRO";1;3;3;7;2;1;2;3;2;1;4;4;6;2;1;5;5;2;-;3;2;2;2;63
"33007 NOVA FRIBURGO";8;9;5;14;12;10;19;20;7;12;13;12;22;13;15;12;6;11;8;6;4;5;4;247
"33008 SANTA MARIA MADALENA";1;2;4;1;3;2;1;-;-;2;-;1;1;1;1;3;1;4;1;2;-;-;-;31
"33009 BACIA DE SAO JOAO";1;8;11;3;9;9;16;8;5;8;3;9;8;4;9;6;8;4;6;-;-;-;-;135
"33010 LAGOS";2;15;10;20;50;42;33;17;22;18;18;22;8;16;30;17;17;11;3;7;2;9;8;397
"33011 VALE DO PARAIBA FLUMINENSE";6;11;31;35;35;45;48;39;34;31;35;52;34;50;21;28;30;15;21;22;20;15;13;671
"33012 BARRA DO PIRAI";8;11;6;9;9;15;9;11;5;11;5;12;15;14;14;10;5;5;9;11;2;1;5;202
"33013 BAIA DA ILHA GRANDE";7;11;7;15;12;7;8;21;15;8;14;18;8;16;8;7;6;4;4;1;1;3;4;205
"33014 VASSOURAS";7;4;10;6;5;5;4;10;11;7;8;8;8;3;6;5;3;4;8;1;5;3;2;133
"33015 SERRANA";24;26;20;15;21;19;35;17;19;9;21;19;37;34;26;26;20;22;16;17;10;14;15;482
"33016 MACACU-CACERIBU";-;5;4;7;6;2;4;7;5;3;4;5;3;4;2;2;2;4;1;4;1;4;2;81
"33017 ITAGUAI";-;2;7;7;4;4;5;13;14;13;5;10;12;8;4;9;6;2;1;1;3;2;2;134
"33018 RIO DE JANEIRO";78;135;179;225;253;318;289;263;240;174;168;208;205;172;163;147;141;134;122;75;82;77;74;3922
"Ignorado - RJ";10;4;2;9;5;1;3;-;1;1;4;5;1;2;2;4;1;5;-;-;1;3;1;65
"24001 MOSSORO";23;16;31;19;11;26;18;21;28;13;14;7;13;6;6;11;10;15;8;3;4;7;8;318
"24002 CHAPADA DO APODI";1;2;2;3;-;2;6;4;2;3;2;4;5;2;-;1;4;1;4;1;2;-;1;52
"24003 MEDIO OESTE";4;3;1;2;-;4;2;1;2;1;-;-;1;1;-;3;-;-;5;1;-;-;1;32
"24004 VALE DO ACU";14;11;4;9;17;5;9;12;5;6;13;12;12;12;6;7;4;5;2;3;5;6;1;180
"24005 SERRA DE SAO MIGUEL";13;1;6;5;1;4;3;4;4;-;1;-;2;-;2;2;1;-;1;1;2;2;1;56
"24006 PAU DOS FERROS";4;1;4;4;7;3;2;8;3;4;9;5;1;6;4;1;3;2;2;3;1;1;-;78
"24007 UMARIZAL";5;6;3;8;1;1;2;-;2;-;2;7;-;-;1;-;3;1;3;1;-;1;2;49
"24008 MACAU";3;4;2;4;7;10;7;-;1;4;9;2;7;4;7;3;3;4;-;2;-;5;-;88
"24009 ANGICOS";7;1;3;3;2;6;3;3;8;5;2;5;7;3;2;4;3;6;-;-;3;-;1;77
"24010 SERRA DE SANTANA";2;-;4;2;2;2;4;7;2;2;5;3;1;1;8;8;4;1;-;-;3;1;1;63
"24011 SERIDO OCIDENTAL";1;7;2;1;4;5;4;4;6;3;4;3;5;2;6;5;2;3;2;2;4;5;4;84
"24012 SERIDO ORIENTAL";1;8;9;3;4;1;6;9;7;1;4;8;7;3;3;9;2;2;2;1;5;5;2;102
"24013 BAIXA VERDE";1;2;4;5;9;7;5;4;7;4;4;6;4;3;9;1;1;3;1;-;2;-;2;84
"24014 BORBOREMA POTIGUAR";7;7;17;4;7;5;7;3;4;4;9;3;6;5;6;13;3;7;4;2;2;4;2;131
"24015 AGRESTE POTIGUAR";12;9;18;5;11;18;14;18;13;8;6;12;11;6;7;6;3;6;3;5;3;1;3;198
"24016 LITORAL NORDESTE";3;1;1;4;2;8;5;5;1;4;2;2;2;3;2;4;3;-;1;1;-;2;2;58
"24017 MACAIBA";20;9;5;12;8;8;17;8;9;5;10;6;4;12;9;6;8;7;2;2;2;2;2;173
"24018 NATAL";21;27;25;21;32;29;41;31;43;25;29;25;17;12;18;24;9;12;15;6;5;9;3;479
"24019 LITORAL SUL";6;8;3;7;7;9;8;6;10;3;5;4;8;3;2;2;1;2;3;2;1;1;2;103
"11001 PORTO VELHO";8;-;4;5;6;13;4;3;5;1;6;12;14;16;23;12;9;18;16;17;8;10;17;227
"11002 GUAJARA-MIRIM";1;2;1;1;2;3;6;-;-;2;4;3;6;4;2;4;1;5;-;2;3;3;-;55
"11003 ARIQUEMES";10;1;1;-;1;3;3;-;1;3;2;1;4;6;3;2;6;8;9;8;6;5;10;93
"11004 JI-PARANA";14;4;9;15;5;8;4;5;15;15;37;35;55;45;41;29;24;17;18;13;6;9;15;438
"11005 ALVORADA D'OESTE";5;-;-;3;1;4;4;3;1;1;3;3;4;5;4;2;2;2;1;3;1;3;1;56
"11006 CACOAL";11;19;11;13;9;9;6;5;3;5;14;5;7;14;10;10;14;7;6;11;15;9;8;221
"11007 VILHENA";6;8;15;6;12;10;6;13;14;9;13;9;16;8;9;9;8;8;23;11;4;7;9;233
"11008 COLORADO DO OESTE";5;-;-;1;2;1;4;1;4;2;2;5;5;10;1;3;3;2;3;3;4;1;2;64
"Ignorado - RO";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2
"14001 BOA VISTA";19;14;16;7;11;13;7;25;17;9;20;18;12;27;20;22;18;13;15;25;34;37;18;417
"14002 NORDESTE DE RORAIMA";-;1;-;-;1;2;3;1;-;-;2;-;2;1;1;4;3;4;1;3;1;3;2;35
"14003 CARACARAI";1;2;3;-;-;1;2;3;1;4;1;-;1;-;1;3;5;2;2;2;5;2;5;46
"14004 SUDESTE DE RORAIMA";1;1;-;1;2;1;1;-;-;1;5;1;2;1;-;5;1;5;-;1;5;2;-;36
"43001 SANTA ROSA";3;2;7;6;9;7;6;11;8;10;15;17;14;14;20;17;29;25;15;13;9;12;18;287
"43002 TRES PASSOS";2;2;-;3;2;7;5;7;3;11;6;8;16;12;12;18;18;9;19;10;13;21;13;217
"43003 FREDERICO WESTPHALEN";-;2;1;4;5;3;5;5;2;4;2;16;15;21;22;23;12;34;17;19;20;12;27;271
"43004 ERECHIM";1;10;23;10;16;19;21;8;12;18;22;28;18;25;25;17;18;19;12;13;14;11;28;388
"43005 SANANDUVA";1;3;1;1;2;2;2;2;9;3;3;2;8;2;-;3;8;9;3;4;6;6;5;85
"43006 CERRO LARGO";4;2;1;8;4;1;4;1;1;3;6;6;11;4;16;8;6;15;5;6;8;1;4;125
"43007 SANTO ANGELO";6;5;13;8;10;10;12;7;18;16;22;12;31;24;16;19;24;19;14;19;8;14;17;344
