"Microrregião IBGE";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"Total"
"51003 COLIDER";-;-;1;-;-;-;-;1;2;-;1;1;2;2;1;3;-;2;-;1;1;1;2;21
"51004 PARECIS";-;-;-;-;-;1;1;-;2;-;4;1;-;-;3;2;-;1;1;1;-;-;3;20
"51005 ARINOS";-;-;1;-;-;-;1;1;1;7;1;-;1;-;-;3;-;-;-;1;1;2;1;21
"51006 ALTO TELES PIRES";-;1;-;-;-;1;2;-;3;2;2;3;5;8;-;3;1;2;7;6;2;7;13;68
"51007 SINOP";2;-;1;-;2;5;3;2;1;2;2;1;3;3;2;4;1;2;-;1;4;9;7;57
"51008 PARANATINGA";-;-;-;-;1;-;1;-;-;-;2;-;1;-;1;-;-;-;-;-;-;1;1;8
"51009 NORTE ARAGUAIA";1;-;-;-;-;1;1;-;-;1;-;-;1;3;-;-;1;1;4;1;-;1;3;19
"51010 CANARANA";-;-;-;-;2;1;1;-;5;-;8;-;1;-;-;1;1;-;1;2;2;1;2;28
"51011 MEDIO ARAGUAIA";-;-;-;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;4
"51012 ALTO GUAPORE";-;-;-;-;-;1;-;2;-;-;-;1;-;-;-;-;-;1;1;1;-;-;1;8
"51013 TANGARA DA SERRA";1;-;1;-;-;2;1;-;1;1;-;3;1;1;-;-;-;-;2;3;-;-;1;18
"51014 JAURU";-;-;-;-;-;-;1;5;-;1;2;3;-;-;1;-;-;1;-;-;-;2;1;17
"51015 ALTO PARAGUAI";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;3
"51016 ROSARIO OESTE";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
"51017 CUIABA";1;-;-;4;-;-;2;4;6;-;1;7;9;2;2;-;1;7;4;3;-;-;1;54
"51018 ALTO PANTANAL";-;-;-;-;-;1;1;2;-;3;-;1;1;2;3;4;-;1;-;-;-;1;2;22
"51019 PRIMAVERA DO LESTE";-;-;-;1;-;-;1;-;-;-;-;-;1;3;-;1;2;3;-;2;-;-;1;15
"51020 TESOURO";1;-;-;-;-;1;-;-;1;1;4;3;-;-;-;-;1;-;-;-;-;-;-;12
"51021 RONDONOPOLIS";-;-;-;1;1;-;2;-;1;3;-;1;4;4;2;2;-;3;-;-;-;-;-;24
"51022 ALTO ARAGUAIA";1;-;-;5;-;-;2;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;11
"15001 OBIDOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;3
"15002 SANTAREM";-;-;-;2;-;-;-;-;-;1;-;-;-;1;-;1;1;-;-;-;-;-;1;7
"15003 ALMEIRIM";-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"15005 FUROS DE BREVES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"15006 ARARI";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;3
"15007 BELEM";-;1;-;-;-;1;-;-;1;-;1;-;-;1;3;-;1;-;-;-;-;1;1;11
"15008 CASTANHAL";-;-;-;-;-;1;-;3;-;1;-;-;1;-;3;-;-;-;-;-;1;-;-;10
"15009 SALGADO";-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;3
"15010 BRAGANTINA";-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;2;1;-;-;-;-;-;-;6
"15011 CAMETA";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"15012 TOME-ACU";-;3;-;-;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"15013 GUAMA";-;-;1;-;1;1;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;5
"15014 ITAITUBA";3;-;-;-;-;1;1;-;-;1;-;3;1;-;2;2;2;7;2;3;2;1;-;31
"15015 ALTAMIRA";2;-;-;1;1;-;-;-;1;2;5;-;1;2;-;-;2;-;1;1;2;-;-;21
"15016 TUCURUI";2;5;2;-;4;4;-;-;-;-;-;-;1;3;3;2;-;-;-;-;-;-;-;26
"15017 PARAGOMINAS";2;-;-;-;1;-;1;5;1;-;3;1;-;-;-;-;-;1;1;-;-;-;1;17
"15018 SAO FELIX DO XINGU";1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"15019 PARAUAPEBAS";1;-;-;2;2;1;2;-;2;-;-;-;4;-;-;-;-;-;-;4;-;-;1;19
"15020 MARABA";1;1;-;-;1;1;4;1;-;-;-;-;-;1;-;1;-;1;-;1;-;-;-;13
"15021 REDENCAO";1;-;-;1;1;-;-;-;1;1;-;1;1;-;-;-;-;-;-;4;-;-;1;12
"15022 CONCEICAO DO ARAGUAIA";-;-;-;2;-;1;-;-;1;-;-;2;-;-;1;2;-;-;-;3;-;-;1;13
"25001 CATOLE DO ROCHA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"25002 CAJAZEIRAS";-;-;-;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;5
"25003 SOUSA";-;-;-;-;-;-;-;1;-;1;-;-;1;-;-;-;4;-;-;1;-;-;-;8
"25004 PATOS";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2
"25005 PIANCO";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"25006 ITAPORANGA";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"25007 SERRA DO TEIXEIRA";-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"25010 CARIRI OCIDENTAL";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"25015 BREJO PARAIBANO";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"25016 GUARABIRA";-;-;-;-;-;1;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;4
"25017 CAMPINA GRANDE";-;-;4;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;6
"25018 ITABAIANA";-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"25019 UMBUZEIRO";-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"25021 SAPE";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"25022 JOAO PESSOA";1;2;-;1;-;-;-;-;-;2;-;-;-;-;-;-;-;2;-;-;2;-;1;11
"25023 LITORAL SUL";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"26001 ARARIPINA";1;-;-;1;2;1;-;3;2;2;2;1;2;-;1;-;-;-;2;-;-;-;-;20
"26002 SALGUEIRO";2;1;-;-;-;1;-;-;5;1;-;-;-;-;-;-;3;-;-;-;-;-;-;13
"26003 PAJEU";3;-;-;1;-;1;-;2;-;-;3;1;-;2;-;1;2;-;1;-;-;-;-;17
"26004 SERTAO DO MOXOTO";-;-;1;-;-;1;1;1;-;-;1;1;1;-;-;-;-;-;-;-;-;-;1;8
"26005 PETROLINA";-;-;-;-;-;3;1;-;1;1;1;-;-;1;-;1;-;2;4;1;-;-;-;16
"26006 ITAPARICA";-;1;-;1;1;-;-;-;-;-;2;-;3;-;2;5;-;-;-;1;-;-;-;16
"26007 VALE DO IPANEMA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;2
"26008 VALE DO IPOJUCA";11;3;4;1;1;4;1;3;1;2;4;3;3;2;-;-;2;1;1;1;-;-;-;48
"26009 ALTO CAPIBARIBE";-;3;-;2;-;-;-;2;-;3;5;1;-;1;1;1;-;-;1;-;-;-;-;20
"26010 MEDIO CAPIBARIBE";-;-;-;-;-;2;-;-;1;-;1;1;1;-;1;-;1;-;-;-;-;-;-;8
"26011 GARANHUNS";-;-;1;-;-;1;-;1;-;-;1;1;1;1;-;-;-;-;3;-;-;-;-;10
"26012 BREJO PERNAMBUCANO";-;-;-;-;-;-;1;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;4
"26013 MATA SETENTRIONAL PERNAMBUCANA";-;-;-;3;2;1;3;-;-;-;3;1;-;-;-;-;-;1;-;-;-;-;1;15
"26014 VITORIA DE SANTO ANTAO";-;-;2;1;-;-;-;-;-;2;-;1;-;-;-;1;-;-;-;-;-;-;-;7
"26015 MATA MERIDIONAL PERNAMBUCANA";1;2;-;4;3;1;4;-;-;4;2;6;-;3;1;-;-;-;2;1;-;-;-;34
"26016 ITAMARACA";-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3
"26017 RECIFE";1;-;-;-;1;1;2;1;-;-;-;3;1;4;5;-;-;1;-;-;-;1;-;21
"26018 SUAPE";-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;4
"Ignorado - PE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"22001 BAIXO PARNAIBA PIAUIENSE";-;1;1;1;1;-;-;-;-;1;-;-;1;1;-;1;1;1;-;-;-;-;1;11
"22002 LITORAL PIAUIENSE";-;-;1;-;-;-;1;-;-;-;-;1;8;-;-;-;-;5;-;1;-;-;-;17
"22003 TERESINA";-;2;1;-;1;-;1;1;-;1;4;8;2;1;2;1;-;3;1;-;-;-;-;29
"22004 CAMPO MAIOR";-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3
"22005 MEDIO PARNAIBA PIAUIENSE";-;-;-;-;-;-;-;-;-;-;1;-;1;1;1;-;-;-;1;-;-;-;1;6
"22006 VALENCA DO PIAUI";-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"22007 ALTO PARNAIBA PIAUIENSE";-;-;-;-;1;-;-;-;-;2;2;1;-;-;-;1;-;-;-;1;-;-;1;9
"22008 BERTOLINIA";-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"22009 FLORIANO";-;-;-;-;-;-;2;-;4;2;1;-;-;1;-;-;-;-;-;-;-;-;-;10
"22010 ALTO MEDIO GURGUEIA";-;-;-;-;1;-;-;-;-;-;-;-;-;6;2;2;-;-;-;-;1;-;-;12
"22011 SAO RAIMUNDO NONATO";-;-;-;-;-;-;-;-;4;7;1;-;3;2;2;-;3;-;1;1;-;-;-;24
"22012 CHAPADAS DO EXTREMO SUL PIAUIENSE";-;-;-;-;-;-;1;3;1;-;-;-;-;-;-;-;-;1;-;-;2;1;-;9
"22013 PICOS";-;1;-;1;4;-;-;1;-;1;1;1;3;2;-;1;-;-;-;-;-;-;1;17
"22014 PIO IX";-;-;-;-;-;-;-;-;1;1;1;-;-;2;-;3;-;-;-;-;-;-;-;8
"22015 ALTO MEDIO CANINDE";-;-;-;-;1;-;-;-;2;3;1;1;1;2;-;4;4;2;1;-;-;-;-;22
"41001 PARANAVAI";-;-;1;2;-;1;3;-;1;1;6;1;-;2;-;1;2;2;1;4;1;-;-;29
"41002 UMUARAMA";2;1;2;1;1;1;1;-;1;1;1;1;1;5;1;1;1;1;-;-;1;-;-;24
"41003 CIANORTE";-;-;1;-;1;2;-;-;-;-;1;1;2;2;-;1;7;5;1;1;-;-;1;26
"41004 GOIOERE";4;-;-;1;-;1;1;2;-;1;1;1;4;3;-;1;-;1;-;1;1;-;1;24
"41005 CAMPO MOURAO";1;-;1;-;4;2;-;-;1;4;1;-;2;-;-;-;2;-;2;-;-;-;6;26
"41006 ASTORGA";3;2;3;-;1;1;2;1;-;1;-;1;1;-;8;-;-;1;-;1;1;2;-;29
"41007 PORECATU";-;1;-;-;-;2;1;1;-;-;-;-;-;-;1;1;-;2;-;-;-;-;-;9
"41008 FLORAI";3;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;1;-;-;1;1;-;1;10
"41009 MARINGA";1;-;1;6;2;1;2;-;3;2;3;1;4;2;1;3;1;1;2;2;-;-;3;41
"41010 APUCARANA";-;-;-;-;1;2;1;1;-;3;1;2;3;1;4;-;-;2;-;1;-;-;-;22
"41011 LONDRINA";3;4;4;1;2;2;-;1;4;3;3;2;2;3;1;-;4;2;2;-;1;1;-;45
"41012 FAXINAL";-;-;-;1;-;-;-;-;-;-;3;-;1;-;-;-;-;-;-;-;1;-;-;6
"41013 IVAIPORA";1;1;-;-;-;-;-;3;-;2;1;3;4;-;-;-;2;-;-;1;3;1;2;24
"41014 ASSAI";-;-;-;3;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;5
"41015 CORNELIO PROCOPIO";3;2;4;-;-;1;-;3;3;1;-;-;1;1;-;1;-;1;-;-;-;1;-;22
"41016 JACAREZINHO";1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;4
"41017 IBAITI";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;2;3;-;9
"41018 WENCESLAU BRAZ";1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;4
"41019 TELEMACO BORBA";-;-;-;-;1;-;-;1;1;-;-;-;-;2;1;-;1;2;1;-;2;-;-;12
"41020 JAGUARIAIVA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;3
"41021 PONTA GROSSA";-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;2;3;2;1;-;2;1;14
"41022 TOLEDO";-;-;-;-;2;2;-;2;1;1;-;-;-;1;2;2;5;3;4;1;5;7;4;42
"41023 CASCAVEL";-;-;-;-;2;1;-;-;-;-;-;1;1;-;-;-;4;1;-;-;3;1;3;17
"41024 FOZ DO IGUACU";-;-;-;-;-;-;-;-;-;1;1;-;-;3;2;-;2;2;-;-;-;2;-;13
"41025 CAPANEMA";-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;1;3;2;2;-;1;12
"41026 FRANCISCO BELTRAO";1;-;-;-;-;1;2;-;-;-;-;4;4;-;-;2;-;1;2;2;3;-;-;22
"41027 PATO BRANCO";-;-;-;1;1;-;-;1;-;1;-;-;-;-;-;1;-;3;3;2;-;1;-;14
"41028 PITANGA";-;-;2;-;3;1;2;-;-;1;2;2;-;-;-;1;1;-;-;-;5;-;-;20
"41029 GUARAPUAVA";-;-;-;-;2;1;2;2;3;-;2;3;1;1;3;1;-;4;4;5;6;7;4;51
"41030 PALMAS";-;-;-;1;-;-;-;2;-;-;-;-;1;-;-;-;1;-;-;2;-;-;-;7
"41031 PRUDENTOPOLIS";1;-;-;1;-;-;-;-;-;-;1;2;-;-;-;-;-;3;-;-;-;4;-;12
"41032 IRATI";-;-;-;-;-;-;2;-;-;-;3;1;-;-;1;-;-;1;-;1;1;-;-;10
"41033 UNIAO DA VITORIA";-;-;-;-;1;-;-;-;1;1;1;3;-;-;-;-;-;1;-;-;-;1;-;9
"41034 SAO MATEUS DO SUL";1;-;-;-;1;-;2;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;6
"41035 CERRO AZUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;2
"41036 LAPA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"41037 CURITIBA";1;-;-;4;-;1;1;1;3;-;2;2;3;3;1;-;3;3;4;8;2;3;4;49
"41038 PARANAGUA";-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;2;-;-;-;6
"41039 RIO NEGRO";-;-;-;1;1;-;-;-;-;-;1;-;-;-;2;-;-;-;-;2;-;-;-;7
"Ignorado - PR";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"33001 ITAPERUNA";-;5;-;-;1;1;-;-;-;-;-;1;-;1;-;1;2;-;-;-;-;1;2;15
"33002 SANTO ANTONIO DE PADUA";-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;3
"33003 CAMPOS DOS GOYTACAZES";-;1;-;1;3;7;7;5;-;1;1;1;1;2;1;1;7;-;1;1;-;3;2;46
"33004 MACAE";1;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;5
"33005 TRES RIOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;2
"33007 NOVA FRIBURGO";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"33008 SANTA MARIA MADALENA";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"33009 BACIA DE SAO JOAO";-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;3
"33010 LAGOS";-;-;3;5;1;1;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18
"33011 VALE DO PARAIBA FLUMINENSE";-;-;-;4;1;2;2;-;1;2;1;1;1;1;-;-;-;1;-;1;-;-;5;23
"33012 BARRA DO PIRAI";-;-;-;-;-;-;-;-;-;-;1;-;-;3;-;-;-;-;1;2;-;-;-;7
"33013 BAIA DA ILHA GRANDE";-;2;-;1;-;1;-;3;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"33014 VASSOURAS";-;2;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;5
"33015 SERRANA";-;-;-;4;1;-;-;4;2;1;-;1;-;-;-;1;-;-;-;-;-;-;-;14
"33016 MACACU-CACERIBU";-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;5
"33017 ITAGUAI";-;1;1;-;-;1;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;5
"33018 RIO DE JANEIRO";1;2;1;17;7;17;8;21;5;3;3;2;5;1;-;3;5;4;2;2;-;-;-;109
"24001 MOSSORO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;2;-;-;4
"24002 CHAPADA DO APODI";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;2
"24004 VALE DO ACU";-;-;-;-;-;-;-;-;-;-;1;3;1;2;-;-;-;1;-;-;-;-;-;8
"24005 SERRA DE SAO MIGUEL";-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"24007 UMARIZAL";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2
"24009 ANGICOS";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"24010 SERRA DE SANTANA";-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;4
"24011 SERIDO OCIDENTAL";-;4;-;-;1;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;8
"24012 SERIDO ORIENTAL";-;-;5;-;-;1;-;-;-;-;-;3;-;3;-;1;-;-;-;-;-;-;-;13
"24013 BAIXA VERDE";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;2
"24014 BORBOREMA POTIGUAR";-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"24015 AGRESTE POTIGUAR";-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"24016 LITORAL NORDESTE";-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;3
"24017 MACAIBA";-;-;1;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;1;-;-;-;-;5
"24018 NATAL";-;-;2;-;-;-;1;1;1;-;2;3;-;1;1;-;1;1;-;-;-;1;-;15
"24019 LITORAL SUL";-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"11001 PORTO VELHO";-;-;1;1;-;-;-;-;-;2;1;-;1;-;-;6;3;-;2;1;-;-;2;20
"11002 GUAJARA-MIRIM";-;-;-;-;-;1;1;-;1;-;1;-;-;-;-;1;-;-;-;-;-;1;1;7
"11003 ARIQUEMES";-;-;1;-;-;-;1;-;-;1;-;1;-;-;-;3;-;-;1;-;-;2;3;13
"11004 JI-PARANA";-;-;-;-;-;1;-;-;1;1;4;1;1;-;-;-;1;2;1;2;2;-;-;17
"11005 ALVORADA D'OESTE";-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;4
"11006 CACOAL";-;-;-;-;-;1;-;-;1;4;1;1;1;2;1;1;2;-;-;1;3;2;-;21
"11007 VILHENA";-;-;-;-;-;-;-;-;-;3;5;-;-;1;-;1;1;2;1;2;1;-;-;17
"11008 COLORADO DO OESTE";-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;-;-;-;-;2;2;-;2;10
"14001 BOA VISTA";4;7;2;2;2;1;2;1;3;2;2;4;-;1;1;-;-;1;1;-;-;-;-;36
"14002 NORDESTE DE RORAIMA";1;2;4;-;-;-;-;-;1;-;1;-;-;-;1;1;-;-;-;-;1;-;1;13
"14003 CARACARAI";-;3;4;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;10
"14004 SUDESTE DE RORAIMA";-;-;-;-;-;2;-;-;-;1;-;1;-;-;-;1;-;2;-;-;-;-;-;7
"43001 SANTA ROSA";-;1;1;-;1;2;-;-;-;2;1;-;1;-;2;-;2;-;-;2;-;-;3;18
"43002 TRES PASSOS";-;-;4;1;1;-;-;1;-;-;-;-;3;-;1;-;-;1;1;2;1;-;2;18
"43003 FREDERICO WESTPHALEN";-;-;-;-;-;-;-;-;-;-;-;1;2;1;2;-;1;-;1;-;3;3;2;16
"43004 ERECHIM";-;3;-;1;1;2;-;-;-;-;-;1;-;-;-;-;-;-;1;2;1;-;3;15
"43005 SANANDUVA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;3;-;3;-;-;-;-;1;-;8
"43006 CERRO LARGO";-;-;1;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-;1;-;1;-;6
"43007 SANTO ANGELO";-;-;1;1;1;2;1;-;2;1;4;2;-;2;5;4;-;2;4;-;2;-;-;34
"43008 IJUI";-;-;1;2;-;1;-;1;1;-;-;-;1;-;-;-;4;1;3;1;-;3;1;20
"43009 CARAZINHO";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;4;-;2;-;-;5;14
"43010 PASSO FUNDO";2;1;-;-;-;2;-;-;2;4;1;-;3;-;1;1;9;3;7;1;3;4;5;49
"43011 CRUZ ALTA";1;-;1;-;-;-;-;2;-;-;-;-;-;-;1;1;-;2;4;2;-;-;2;16
"43012 NAO-ME-TOQUE";-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;4
"43013 SOLEDADE";-;-;-;-;4;-;-;-;-;-;-;1;-;-;-;1;1;3;1;1;1;1;2;16
"43014 GUAPORE";-;1;2;1;1;-;1;-;-;-;-;-;-;1;2;1;-;4;1;-;-;-;1;16
"43015 VACARIA";1;1;-;2;-;1;-;1;-;-;1;1;2;-;1;1;3;-;2;-;-;4;-;21
"43016 CAXIAS DO SUL";1;5;3;-;2;4;3;5;-;6;2;7;2;3;3;5;6;5;1;4;1;5;6;79
"43017 SANTIAGO";-;-;1;-;2;-;-;1;-;2;-;-;1;-;-;-;-;1;-;2;2;-;-;12
"43018 SANTA MARIA";-;-;-;-;-;-;-;-;-;-;1;2;-;-;1;2;1;1;2;4;-;-;1;15
"43019 RESTINGA SECA";-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;1;-;1;-;6
"43020 SANTA CRUZ DO SUL";-;3;4;-;1;1;-;-;2;1;-;-;-;2;-;-;1;-;2;1;-;-;2;20
"43021 LAJEADO-ESTRELA";1;1;3;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;1;1;-;1;10
"43022 CACHOEIRA DO SUL";-;1;-;-;-;-;-;1;2;1;-;-;2;2;1;2;3;1;1;2;1;-;-;20
"43023 MONTENEGRO";-;-;1;-;-;-;1;-;-;2;-;-;-;1;-;-;1;3;1;1;-;-;1;12
"43024 GRAMADO-CANELA";1;-;-;-;3;-;-;-;1;-;1;-;-;2;-;-;1;2;1;1;1;-;-;14
"43025 SAO JERONIMO";1;-;-;-;-;-;1;-;-;1;-;-;-;-;3;-;-;-;-;-;-;-;-;6
"43026 PORTO ALEGRE";-;1;2;4;5;4;2;1;1;3;3;5;5;3;3;3;2;5;8;12;-;3;3;78
"43027 OSORIO";-;-;-;-;1;-;1;-;1;1;-;-;1;1;1;2;-;1;2;-;2;-;-;14
"43028 CAMAQUA";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;2;-;5
"43029 CAMPANHA OCIDENTAL";-;1;1;2;1;2;1;-;-;1;2;1;1;-;2;1;1;4;-;-;1;1;-;23
"43030 CAMPANHA CENTRAL";-;-;-;-;-;-;1;1;1;2;-;-;1;-;1;1;1;1;-;2;-;-;-;12
"43031 CAMPANHA MERIDIONAL";-;1;1;-;-;-;-;-;-;2;-;-;-;1;3;-;-;1;-;1;-;1;1;12
"43032 SERRAS DE SUDESTE";-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;1;2;1;1;1;1;10
"43033 PELOTAS";1;-;-;-;-;-;-;-;-;-;-;-;-;2;-;3;-;5;-;-;1;3;1;16
"43034 JAGUARAO";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"43035 LITORAL LAGUNAR";-;-;-;3;-;-;-;-;1;-;-;2;-;-;1;-;1;-;-;-;-;-;-;8
"42001 SAO MIGUEL DO OESTE";-;-;2;1;-;-;-;2;-;-;-;-;-;1;-;-;1;-;4;2;1;-;-;14
"42002 CHAPECO";1;1;5;1;2;5;1;3;1;2;-;-;4;-;1;1;2;3;7;-;2;3;2;47
"42003 XANXERE";-;-;-;1;3;3;-;-;2;-;-;3;3;2;-;2;2;1;1;-;-;1;1;25
"42004 JOACABA";4;3;1;1;1;2;2;2;1;-;1;1;2;3;2;4;2;-;2;-;5;-;-;39
"42005 CONCORDIA";-;-;-;2;-;-;-;1;4;-;2;2;2;-;-;1;-;3;1;-;-;1;-;19
"42006 CANOINHAS";-;-;-;-;1;-;2;-;-;-;-;3;2;-;-;2;-;-;-;-;-;1;-;11
"42007 SAO BENTO DO SUL";-;-;-;-;-;-;-;-;-;-;1;-;-;1;2;-;-;-;-;-;-;-;-;4
"42008 JOINVILLE";2;5;-;1;2;-;2;2;1;2;1;4;7;1;1;-;1;-;1;1;-;1;-;35
"42009 CURITIBANOS";1;-;-;-;-;-;1;-;-;-;4;-;1;-;-;-;7;2;-;2;-;-;-;18
"42010 CAMPOS DE LAGES";-;-;-;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;4;-;8
"42011 RIO DO SUL";3;1;1;2;2;-;-;-;2;2;1;1;-;1;-;1;-;-;2;3;1;-;-;23
"42012 BLUMENAU";-;1;-;3;1;-;-;1;-;2;3;2;1;2;-;4;1;-;2;-;-;-;-;23
