"Microrregião IBGE";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"Total"
"31063 MURIAE";1;-;3;1;-;-;1;2;2;1;2;-;-;1;1;3;1;3;1;2;-;-;3;28
"31064 UBA";1;-;-;1;-;2;-;-;1;1;1;1;4;2;1;2;3;2;-;-;3;1;3;29
"31065 JUIZ DE FORA";2;-;2;1;-;8;2;1;1;2;5;3;3;2;4;3;3;3;-;3;-;2;1;51
"31066 CATAGUASES";2;-;1;2;2;1;3;1;-;-;1;2;2;-;-;-;-;1;2;1;-;3;2;26
"Ignorado - MG";-;-;-;-;-;-;-;1;1;-;1;-;-;1;-;1;-;-;-;-;-;-;-;5
"50001 BAIXO PANTANAL";-;1;-;1;1;2;1;-;-;1;-;-;2;-;-;1;1;-;-;-;-;-;1;12
"50002 AQUIDAUANA";-;-;-;-;-;2;-;1;1;-;1;-;3;-;-;2;3;1;-;1;-;-;-;15
"50003 ALTO TAQUARI";-;1;4;1;2;2;7;1;2;-;1;6;3;4;5;2;-;2;-;-;3;-;1;47
"50004 CAMPO GRANDE";2;3;6;3;5;17;6;15;7;7;7;11;8;2;11;6;10;7;7;3;5;8;4;160
"50005 CASSILANDIA";-;-;1;3;1;2;2;2;2;1;1;1;1;-;2;2;-;2;2;-;-;2;1;28
"50006 PARANAIBA";-;2;1;2;1;2;2;1;1;-;1;1;1;2;-;-;2;-;1;1;1;-;1;23
"50007 TRES LAGOAS";-;2;-;-;3;2;3;-;3;4;-;4;2;3;-;2;3;-;-;2;3;1;2;39
"50008 NOVA ANDRADINA";1;-;1;3;1;2;4;3;-;1;1;2;1;1;3;-;1;1;2;1;-;3;2;34
"50009 BODOQUENA";-;3;-;-;1;-;-;4;-;1;2;-;-;-;2;-;1;-;1;2;-;-;-;17
"50010 DOURADOS";4;1;4;7;3;4;2;4;2;11;5;4;4;6;8;-;2;3;9;5;10;6;7;111
"50011 IGUATEMI";1;1;-;1;2;8;2;2;1;3;-;6;7;4;2;4;-;-;4;2;2;3;8;63
"Ignorado - MS";-;1;2;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;5
"51001 ARIPUANA";-;1;1;1;2;2;2;-;1;-;4;-;4;-;1;3;1;1;2;1;-;-;2;29
"51002 ALTA FLORESTA";1;-;-;-;1;1;1;-;-;-;1;2;1;-;-;2;-;1;-;-;-;-;1;12
"51003 COLIDER";-;3;-;5;1;1;1;2;4;4;4;1;2;2;-;2;2;1;1;3;2;1;5;47
"51004 PARECIS";1;1;2;2;1;1;-;-;2;4;3;3;-;2;1;-;-;2;-;2;-;3;-;30
"51005 ARINOS";1;-;-;-;1;1;2;-;-;-;2;2;1;-;1;-;-;-;2;-;-;1;1;15
"51006 ALTO TELES PIRES";2;-;3;2;-;-;3;-;2;3;2;4;3;8;6;-;2;3;8;7;7;12;9;86
"51007 SINOP";4;2;1;2;1;3;-;-;-;2;4;2;8;3;2;3;4;4;9;5;5;3;4;71
"51008 PARANATINGA";-;1;-;-;1;-;-;-;-;-;-;-;2;1;-;-;1;-;-;-;1;1;-;8
"51009 NORTE ARAGUAIA";-;-;3;1;2;1;2;-;1;1;1;1;2;-;1;-;1;-;2;1;1;5;2;28
"51010 CANARANA";7;-;3;-;1;-;-;-;1;5;-;-;1;3;1;3;1;3;4;1;-;1;-;35
"51011 MEDIO ARAGUAIA";2;-;-;1;-;1;-;1;2;1;2;3;3;1;1;2;-;-;2;-;-;2;2;26
"51012 ALTO GUAPORE";-;1;-;1;1;1;4;-;-;-;2;1;2;-;1;-;-;3;-;3;-;-;-;20
"51013 TANGARA DA SERRA";3;-;2;-;-;1;-;2;2;3;7;3;-;1;1;3;1;1;2;4;1;3;2;42
"51014 JAURU";-;-;2;1;1;-;3;-;1;-;1;2;-;2;-;1;1;1;1;2;1;-;2;22
"51015 ALTO PARAGUAI";-;-;-;-;2;-;1;-;-;-;-;1;1;-;-;-;-;-;-;-;1;-;-;6
"51016 ROSARIO OESTE";-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;4
"51017 CUIABA";8;-;9;4;7;3;5;2;2;11;3;12;4;4;6;6;5;8;7;6;9;6;14;141
"51018 ALTO PANTANAL";-;-;1;1;-;1;-;-;-;1;-;1;1;1;-;1;1;1;2;2;-;-;-;14
"51019 PRIMAVERA DO LESTE";1;-;-;-;2;2;-;-;1;2;-;-;2;1;2;1;7;1;2;-;-;1;1;26
"51020 TESOURO";-;-;-;1;4;-;-;2;-;-;1;1;1;-;-;-;1;-;1;-;-;-;1;13
"51021 RONDONOPOLIS";-;2;2;4;1;5;2;2;3;4;4;3;5;7;2;4;4;3;4;8;7;7;9;92
"51022 ALTO ARAGUAIA";1;-;1;2;1;1;1;-;1;1;-;-;-;-;-;2;1;-;1;1;1;-;1;16
"Ignorado - MT";-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"15001 OBIDOS";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;3
"15002 SANTAREM";1;-;-;-;1;-;-;1;-;-;2;2;-;-;-;1;1;2;-;5;-;1;-;17
"15003 ALMEIRIM";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"15004 PORTEL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"15007 BELEM";-;-;-;1;-;3;2;-;2;1;2;-;4;1;1;1;-;-;1;1;2;5;-;27
"15008 CASTANHAL";-;3;-;-;-;2;1;2;1;-;2;-;-;1;1;1;2;2;-;3;-;-;-;21
"15009 SALGADO";-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"15010 BRAGANTINA";-;-;-;-;2;-;1;1;1;-;-;-;1;-;1;-;-;-;2;-;-;1;1;11
"15011 CAMETA";-;-;1;-;-;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;5
"15012 TOME-ACU";2;1;-;3;1;4;-;3;-;3;4;-;2;1;-;1;1;1;3;-;-;2;3;35
"15013 GUAMA";-;-;-;-;-;2;1;1;1;1;1;1;2;-;-;-;-;2;2;3;1;6;4;28
"15014 ITAITUBA";1;1;-;-;-;-;2;1;-;-;-;-;1;-;3;1;1;4;1;2;4;2;2;26
"15015 ALTAMIRA";-;3;2;-;2;1;10;3;-;1;1;4;3;3;3;-;3;1;2;-;1;1;1;45
"15016 TUCURUI";1;2;4;6;8;2;6;3;1;2;2;2;-;3;1;-;-;1;-;-;1;1;-;46
"15017 PARAGOMINAS";1;1;3;2;-;2;1;2;-;2;2;2;2;-;3;1;1;-;5;2;-;2;2;36
"15018 SAO FELIX DO XINGU";-;1;-;2;-;-;2;1;-;2;-;-;2;1;-;1;-;-;-;-;-;-;-;12
"15019 PARAUAPEBAS";1;3;1;5;-;1;2;6;3;1;-;1;1;-;3;2;2;1;-;-;-;2;-;35
"15020 MARABA";1;1;-;4;2;2;-;-;1;3;1;1;-;1;1;2;-;1;1;1;-;2;1;26
"15021 REDENCAO";2;1;-;1;-;2;-;1;3;1;2;2;1;2;4;2;2;2;2;2;-;2;1;35
"15022 CONCEICAO DO ARAGUAIA";3;-;7;2;2;3;-;-;-;-;-;-;4;-;1;2;2;1;2;-;-;3;2;34
"Ignorado - PA";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"25001 CATOLE DO ROCHA";1;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;6
"25002 CAJAZEIRAS";1;-;5;1;-;-;3;-;1;-;1;-;1;-;1;-;1;-;-;-;-;-;-;15
"25003 SOUSA";3;1;-;1;1;-;12;-;1;-;-;1;1;-;1;-;2;-;-;2;-;3;-;29
"25004 PATOS";-;-;1;-;-;1;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;5
"25005 PIANCO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;2
"25006 ITAPORANGA";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"25007 SERRA DO TEIXEIRA";-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;1;-;4
"25008 SERIDO OCIDENTAL PARAIBANO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2
"25009 SERIDO ORIENTAL PARAIBANO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"25010 CARIRI OCIDENTAL";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2
"25011 CARIRI ORIENTAL";-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"25012 CURIMATAU OCIDENTAL";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;1;-;-;-;3
"25013 CURIMATAU ORIENTAL";-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;5
"25014 ESPERANCA";-;-;-;-;-;-;-;1;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;4
"25015 BREJO PARAIBANO";-;-;-;-;-;-;-;1;-;1;-;-;-;2;-;-;-;-;1;-;-;1;-;6
"25016 GUARABIRA";-;-;-;1;-;-;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;4
"25017 CAMPINA GRANDE";-;-;-;-;-;-;2;1;-;2;1;2;2;2;-;-;1;-;-;-;1;1;1;16
"25018 ITABAIANA";1;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"25020 LITORAL NORTE";1;-;-;-;-;-;-;-;-;-;1;-;1;-;2;1;-;-;-;-;-;-;1;7
"25021 SAPE";-;-;-;1;-;2;-;-;1;-;1;-;-;-;1;-;-;-;-;-;1;-;-;7
"25022 JOAO PESSOA";5;-;1;-;-;1;1;3;1;3;1;1;4;3;-;1;5;2;1;1;1;-;2;37
"25023 LITORAL SUL";-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;3
"Ignorado - PB";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"26001 ARARIPINA";1;1;-;-;4;3;1;-;4;5;-;-;-;1;1;2;4;1;4;2;3;2;1;40
"26002 SALGUEIRO";2;1;-;-;1;-;-;-;-;-;-;1;-;1;-;-;-;2;-;-;1;2;-;11
"26003 PAJEU";1;1;1;2;2;1;1;-;3;1;-;1;-;3;-;1;-;2;1;-;2;1;1;25
"26004 SERTAO DO MOXOTO";1;1;2;1;-;2;-;4;1;4;4;1;-;-;2;1;-;2;-;-;-;1;1;28
"26005 PETROLINA";4;3;2;1;-;1;2;3;2;1;1;5;-;6;3;5;1;6;6;6;2;4;3;67
"26006 ITAPARICA";-;3;2;4;-;-;1;-;2;-;-;5;-;-;-;-;-;4;1;-;-;1;-;23
"26007 VALE DO IPANEMA";-;-;-;-;-;-;3;1;1;-;1;2;5;4;5;3;2;-;-;2;-;1;-;30
"26008 VALE DO IPOJUCA";8;4;13;3;6;7;8;4;2;3;7;4;3;4;5;4;4;3;4;3;3;8;6;116
"26009 ALTO CAPIBARIBE";1;-;-;2;2;-;1;-;1;2;6;-;-;2;2;-;2;-;3;-;-;2;1;27
"26010 MEDIO CAPIBARIBE";-;-;-;-;1;1;-;-;-;3;-;1;2;1;1;-;1;-;1;2;1;2;1;18
"26011 GARANHUNS";3;7;3;3;2;3;2;2;1;1;4;1;3;3;1;2;2;3;3;1;2;3;1;56
"26012 BREJO PERNAMBUCANO";4;-;4;2;-;1;2;1;2;-;-;-;-;-;1;-;-;3;2;-;1;1;1;25
"26013 MATA SETENTRIONAL PERNAMBUCANA";1;2;-;1;1;1;2;2;2;1;3;1;1;1;2;1;-;1;1;5;3;-;1;33
"26014 VITORIA DE SANTO ANTAO";1;-;-;-;1;-;-;2;1;3;2;-;1;-;1;1;1;-;3;-;3;4;3;27
"26015 MATA MERIDIONAL PERNAMBUCANA";9;10;2;4;3;4;8;1;4;2;3;1;-;-;4;2;1;2;1;-;5;3;3;72
"26016 ITAMARACA";1;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;5;-;-;2;2;-;13
"26017 RECIFE";3;4;5;5;3;4;3;6;1;4;4;4;7;5;2;6;3;8;2;7;4;4;7;101
"26018 SUAPE";-;-;-;-;-;-;1;1;-;2;2;1;1;-;2;-;-;2;-;1;-;-;1;14
"Ignorado - PE";-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"22001 BAIXO PARNAIBA PIAUIENSE";-;-;-;-;-;-;-;2;-;-;-;1;-;1;2;1;-;-;-;-;1;-;-;8
"22002 LITORAL PIAUIENSE";-;-;-;-;-;-;-;-;2;-;1;-;-;1;1;-;-;2;-;-;-;-;1;8
"22003 TERESINA";3;-;1;3;3;2;-;7;3;1;3;6;4;4;7;3;1;6;2;1;1;1;1;63
"22004 CAMPO MAIOR";-;-;1;2;-;-;-;1;-;1;-;1;3;-;-;1;-;2;2;1;-;4;-;19
"22005 MEDIO PARNAIBA PIAUIENSE";-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"22006 VALENCA DO PIAUI";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"22007 ALTO PARNAIBA PIAUIENSE";-;-;2;-;-;1;-;1;3;-;-;-;-;-;-;-;2;-;2;-;-;1;-;12
"22008 BERTOLINIA";-;-;-;-;-;-;-;-;-;1;-;1;-;4;-;-;1;-;-;-;-;-;1;8
"22009 FLORIANO";-;-;-;-;-;-;2;2;-;-;-;2;-;1;2;2;-;-;1;-;1;-;-;13
"22010 ALTO MEDIO GURGUEIA";-;-;-;2;-;1;-;-;1;-;-;-;-;-;1;-;-;3;-;-;-;-;3;11
"22011 SAO RAIMUNDO NONATO";-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;2;-;-;-;1;-;-;-;6
"22012 CHAPADAS DO EXTREMO SUL PIAUIENSE";-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;1;-;-;4
"22013 PICOS";-;-;1;1;1;-;-;-;1;2;4;-;1;3;2;1;-;2;1;1;-;-;1;22
"22014 PIO IX";-;-;-;-;-;1;-;-;2;-;-;1;-;1;-;1;2;-;-;-;-;-;-;8
"22015 ALTO MEDIO CANINDE";-;-;2;1;2;-;1;-;-;1;3;1;-;1;2;1;3;1;-;2;1;-;-;22
"Ignorado - PI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;3
"41001 PARANAVAI";1;1;2;2;5;5;-;1;4;4;-;5;7;6;4;-;5;4;1;-;3;2;5;67
"41002 UMUARAMA";2;3;1;5;1;2;3;2;8;2;3;5;3;1;3;-;2;4;1;7;4;3;2;67
"41003 CIANORTE";-;-;2;1;2;1;2;1;-;3;3;2;5;2;-;1;1;3;2;3;1;1;3;39
"41004 GOIOERE";1;-;-;2;-;-;-;-;5;-;1;-;-;1;-;-;1;2;1;-;2;1;-;17
"41005 CAMPO MOURAO";2;-;1;2;5;3;4;4;1;1;1;3;2;3;3;1;5;1;1;2;1;5;2;53
"41006 ASTORGA";2;1;1;5;2;3;4;2;1;5;2;2;5;7;1;1;-;5;5;3;2;2;3;64
"41007 PORECATU";1;-;-;1;-;-;-;1;1;1;-;1;-;1;1;-;-;-;1;-;-;2;-;11
"41008 FLORAI";1;-;-;1;-;1;-;-;1;-;-;1;1;2;-;-;-;1;-;-;-;-;-;9
"41009 MARINGA";9;4;2;2;2;10;4;2;-;7;7;7;9;5;3;2;3;9;3;7;5;3;4;109
"41010 APUCARANA";4;3;1;5;1;3;3;2;3;6;4;2;2;8;2;3;2;8;2;1;3;4;4;76
"41011 LONDRINA";6;3;1;3;9;3;3;5;7;2;4;5;6;5;3;9;2;6;4;1;5;6;7;105
"41012 FAXINAL";1;1;-;2;-;-;2;-;1;-;-;1;1;1;-;-;1;1;1;-;-;-;1;14
"41013 IVAIPORA";1;-;1;-;-;1;1;-;1;-;1;1;1;2;1;2;-;2;-;1;1;1;-;18
"41014 ASSAI";1;-;1;-;2;1;1;1;1;1;-;1;2;-;-;-;2;-;-;1;1;-;-;16
"41015 CORNELIO PROCOPIO";-;4;2;1;2;1;3;2;-;2;3;3;1;-;-;2;1;1;3;3;-;2;6;42
"41016 JACAREZINHO";2;3;1;1;-;-;2;-;-;-;-;1;-;-;1;1;1;-;-;1;-;-;2;16
"41017 IBAITI";2;2;-;1;1;-;-;-;-;-;-;-;-;2;-;-;-;3;4;1;-;3;-;19
"41018 WENCESLAU BRAZ";1;-;1;-;1;-;1;-;-;1;-;-;4;2;1;-;-;-;1;1;3;1;2;20
"41019 TELEMACO BORBA";1;1;-;4;5;-;2;1;1;2;5;2;2;1;2;3;2;2;2;1;2;1;4;46
"41020 JAGUARIAIVA";1;3;1;1;-;4;-;3;-;3;-;2;3;-;1;2;-;-;2;2;-;-;1;29
"41021 PONTA GROSSA";-;2;3;2;3;-;6;3;5;2;2;6;3;5;4;3;2;6;6;6;2;4;2;77
"41022 TOLEDO";1;-;1;3;1;1;4;4;6;4;5;7;2;7;5;5;1;4;1;5;8;4;3;82
"41023 CASCAVEL";2;1;2;-;1;2;8;-;2;-;4;4;6;3;4;11;6;6;5;5;6;7;12;97
"41024 FOZ DO IGUACU";2;1;3;1;2;1;3;4;2;6;3;3;4;4;6;3;2;3;2;3;5;4;4;71
"41025 CAPANEMA";-;1;1;2;-;2;1;3;1;2;1;-;1;3;1;2;-;-;-;3;1;1;2;28
"41026 FRANCISCO BELTRAO";-;1;5;2;9;4;2;2;4;3;3;4;5;2;3;-;2;4;3;3;1;3;2;67
"41027 PATO BRANCO";-;1;-;-;2;-;-;6;1;4;1;1;2;3;4;4;3;5;3;4;4;5;1;54
"41028 PITANGA";-;-;-;2;2;-;1;-;-;-;1;3;-;2;1;1;1;2;2;1;1;2;1;23
"41029 GUARAPUAVA";3;2;4;7;3;6;5;4;3;3;2;4;4;3;4;1;5;9;8;6;9;2;9;106
"41030 PALMAS";-;-;-;1;1;-;2;3;2;2;1;-;1;1;2;1;2;1;-;2;-;1;-;23
"41031 PRUDENTOPOLIS";-;2;6;1;1;1;-;2;1;-;-;4;2;2;-;1;1;1;3;-;-;2;2;32
"41032 IRATI";1;3;-;-;1;-;1;2;1;-;-;-;1;1;-;1;1;-;4;-;3;1;-;21
"41033 UNIAO DA VITORIA";2;2;1;3;1;3;4;4;2;-;2;2;4;2;2;3;-;1;5;1;2;1;3;50
"41034 SAO MATEUS DO SUL";-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;1;1;-;1;6
"41035 CERRO AZUL";1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;4;1;1;-;8
"41036 LAPA";-;-;-;-;1;-;-;-;1;4;-;-;2;-;-;-;-;-;-;-;1;-;1;10
"41037 CURITIBA";15;3;4;8;14;18;10;18;17;12;22;11;11;9;23;11;12;22;14;14;19;16;20;323
"41038 PARANAGUA";-;1;-;3;-;-;3;-;2;3;-;1;3;-;2;3;1;1;1;2;1;1;3;31
"41039 RIO NEGRO";-;-;-;-;2;1;3;2;-;1;-;2;-;3;3;1;-;3;1;-;-;1;-;23
"Ignorado - PR";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;1;5
"33001 ITAPERUNA";-;3;-;3;2;1;2;-;3;8;1;2;1;-;-;-;-;2;2;1;2;1;1;35
"33002 SANTO ANTONIO DE PADUA";2;3;-;-;1;-;1;1;2;1;4;2;3;2;-;-;1;1;2;-;2;2;-;30
"33003 CAMPOS DOS GOYTACAZES";7;6;4;8;13;5;10;4;8;10;3;1;4;4;3;7;6;2;3;6;2;3;3;122
"33004 MACAE";-;-;-;-;-;2;-;-;-;-;-;2;-;2;1;-;-;1;-;1;-;1;-;10
"33005 TRES RIOS";-;-;-;4;3;-;3;4;2;2;1;-;2;1;1;3;1;2;-;-;-;-;-;29
"33006 CANTAGALO-CORDEIRO";-;-;1;-;-;-;-;-;-;1;1;-;-;-;-;1;1;-;1;-;-;-;-;6
"33007 NOVA FRIBURGO";2;1;2;3;2;-;3;2;2;1;1;1;5;-;-;1;1;-;1;1;-;-;-;29
"33008 SANTA MARIA MADALENA";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;2
"33009 BACIA DE SAO JOAO";1;-;-;2;-;-;2;2;1;-;-;-;-;-;-;1;-;-;-;-;-;-;1;10
"33010 LAGOS";-;-;-;-;1;3;-;2;1;2;2;-;-;1;-;-;-;-;1;-;1;-;2;16
"33011 VALE DO PARAIBA FLUMINENSE";2;6;3;4;2;3;4;5;4;6;-;7;4;4;4;4;3;3;4;2;2;1;4;81
"33012 BARRA DO PIRAI";1;1;1;2;-;3;2;1;4;2;-;1;-;1;1;-;-;-;1;1;1;-;2;25
"33013 BAIA DA ILHA GRANDE";-;1;-;2;1;-;-;-;2;1;-;-;-;-;-;-;1;-;-;-;-;-;-;8
"33014 VASSOURAS";-;-;1;-;-;-;2;-;2;-;-;-;-;-;-;-;-;-;1;1;-;1;-;8
"33015 SERRANA";2;5;-;2;1;2;7;2;1;2;-;6;2;4;-;3;1;4;1;1;-;-;1;47
"33016 MACACU-CACERIBU";-;-;-;1;-;-;1;1;-;1;-;1;-;2;1;1;-;-;1;-;1;1;-;12
"33017 ITAGUAI";1;-;-;-;2;-;2;-;2;2;-;-;1;-;2;-;1;-;1;-;-;-;-;14
"33018 RIO DE JANEIRO";4;6;17;13;21;19;17;15;13;21;13;18;15;7;7;8;10;9;7;7;3;6;4;260
"Ignorado - RJ";1;-;-;1;-;-;-;-;2;2;1;2;3;4;-;-;1;-;1;-;-;-;-;18
"24001 MOSSORO";-;-;1;-;-;-;-;1;1;-;1;1;-;-;1;-;1;2;1;-;-;2;-;12
"24004 VALE DO ACU";-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3
"24006 PAU DOS FERROS";-;-;-;-;-;-;1;-;1;1;-;-;1;-;1;-;-;-;-;-;-;-;-;5
"24007 UMARIZAL";-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;1;2;-;-;6
"24009 ANGICOS";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2
"24010 SERRA DE SANTANA";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;2
"24011 SERIDO OCIDENTAL";-;-;-;-;1;1;-;1;-;-;-;-;1;-;-;-;-;2;-;2;-;-;1;9
"24012 SERIDO ORIENTAL";-;-;-;-;-;-;2;-;-;-;-;1;1;1;-;2;1;-;-;-;-;1;2;11
"24013 BAIXA VERDE";-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3
"24014 BORBOREMA POTIGUAR";-;1;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;2;-;-;-;6
"24015 AGRESTE POTIGUAR";-;-;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;4
"24016 LITORAL NORDESTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"24017 MACAIBA";-;-;1;1;4;1;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;10
"24018 NATAL";-;1;4;-;2;-;-;-;1;2;1;-;1;2;1;1;-;1;1;-;-;3;-;21
"24019 LITORAL SUL";1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;5
"11001 PORTO VELHO";1;-;4;1;2;4;1;4;1;-;-;1;6;2;1;2;2;4;5;8;1;2;2;54
"11002 GUAJARA-MIRIM";-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;4
"11003 ARIQUEMES";-;-;-;-;1;1;1;2;1;4;-;2;-;-;1;1;-;3;2;4;-;-;2;25
"11004 JI-PARANA";-;-;1;1;-;1;3;3;1;1;4;3;3;1;4;2;2;-;2;2;7;5;3;49
"11005 ALVORADA D'OESTE";-;-;-;-;1;1;-;-;-;1;1;-;-;1;1;1;-;-;-;-;-;-;1;8
"11006 CACOAL";-;3;-;2;-;3;1;-;-;3;2;3;2;-;3;1;1;3;2;3;5;1;3;41
"11007 VILHENA";-;2;-;-;-;-;-;1;-;2;3;3;2;4;2;1;1;3;3;5;3;1;6;42
"11008 COLORADO DO OESTE";-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;5
"Ignorado - RO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;2;-;-;-;5
"14001 BOA VISTA";6;3;3;1;-;1;-;5;-;3;-;-;-;-;-;-;-;-;1;-;-;-;-;23
"14002 NORDESTE DE RORAIMA";-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"14003 CARACARAI";2;1;1;1;-;-;-;-;-;1;-;-;-;-;-;2;-;-;-;-;-;-;1;9
"14004 SUDESTE DE RORAIMA";-;1;-;1;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;4
"43001 SANTA ROSA";-;1;-;1;-;1;-;-;-;2;3;1;-;-;2;2;-;3;4;2;3;-;1;26
"43002 TRES PASSOS";-;1;1;2;1;-;1;1;1;2;-;-;2;4;2;-;1;-;2;2;3;-;-;26
"43003 FREDERICO WESTPHALEN";-;-;2;3;-;1;2;1;2;-;1;-;1;1;4;2;4;4;4;3;3;4;1;43
"43004 ERECHIM";1;1;1;1;2;-;-;1;1;3;-;1;1;2;1;1;2;1;1;3;3;1;3;31
"43005 SANANDUVA";-;-;-;-;5;1;-;-;-;-;-;1;-;1;-;-;2;1;-;1;2;-;-;14
"43006 CERRO LARGO";-;-;1;-;-;1;2;-;1;3;-;3;-;-;1;-;3;-;2;2;-;-;-;19
"43007 SANTO ANGELO";-;1;-;-;1;3;1;2;4;3;2;-;1;-;3;3;2;1;3;1;-;-;2;33
"43008 IJUI";2;1;-;3;2;-;4;-;-;-;2;3;3;1;-;1;-;1;2;1;3;2;2;33
"43009 CARAZINHO";1;-;3;-;1;3;2;-;1;-;1;1;2;2;1;2;1;2;3;2;1;1;1;31
"43010 PASSO FUNDO";1;5;2;-;3;2;2;5;4;1;-;2;2;2;7;2;3;3;1;4;5;5;6;67
"43011 CRUZ ALTA";1;1;2;1;2;1;1;-;1;-;-;2;2;2;-;-;1;-;2;3;2;1;-;25
"43012 NAO-ME-TOQUE";-;-;-;-;2;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;1;6
"43013 SOLEDADE";-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;1;-;-;7
"43014 GUAPORE";2;-;2;1;1;-;1;-;2;1;3;3;4;3;-;-;-;-;1;1;2;2;4;33
"43015 VACARIA";-;3;3;2;3;1;1;2;4;-;1;5;3;2;1;1;3;2;4;2;4;2;2;51
"43016 CAXIAS DO SUL";6;11;6;14;7;8;7;13;4;7;6;8;10;6;9;3;8;8;9;13;7;7;10;187
"43017 SANTIAGO";1;2;1;1;1;1;-;2;-;-;-;1;-;2;1;-;-;5;-;1;-;2;1;22
"43018 SANTA MARIA";1;2;2;1;3;1;3;1;2;1;3;1;2;3;-;2;5;3;2;3;2;2;3;48
