"Microrregião IBGE";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"Total"
"43019 RESTINGA SECA";2;1;1;3;2;-;2;3;-;-;-;1;3;1;1;1;-;1;-;1;-;1;-;24
"43020 SANTA CRUZ DO SUL";3;2;3;2;-;2;2;3;1;-;1;2;4;2;1;2;3;2;1;4;-;3;2;45
"43021 LAJEADO-ESTRELA";3;3;2;6;3;1;5;4;1;3;4;2;-;4;4;1;5;3;6;1;3;3;1;68
"43022 CACHOEIRA DO SUL";-;-;1;-;-;-;-;-;1;-;2;3;1;-;-;1;3;1;1;5;1;-;-;20
"43023 MONTENEGRO";1;-;1;1;1;1;-;4;1;2;2;1;2;-;4;1;1;4;2;1;2;2;3;37
"43024 GRAMADO-CANELA";-;-;-;-;3;1;-;-;2;-;-;2;1;1;4;1;-;3;3;1;2;2;-;26
"43025 SAO JERONIMO";-;-;1;-;2;-;-;-;2;-;-;2;-;2;-;-;1;1;1;-;1;1;1;15
"43026 PORTO ALEGRE";5;13;14;3;13;5;11;11;11;8;6;9;11;12;4;5;7;12;11;14;7;13;6;211
"43027 OSORIO";1;1;2;-;4;3;2;4;3;3;4;5;3;3;6;2;1;3;1;2;2;4;4;63
"43028 CAMAQUA";2;-;-;1;-;2;1;-;2;1;1;1;1;1;2;2;2;-;1;1;-;-;-;21
"43029 CAMPANHA OCIDENTAL";2;2;2;4;3;3;5;-;3;2;-;4;2;1;2;4;4;3;1;2;-;-;3;52
"43030 CAMPANHA CENTRAL";-;2;2;3;-;-;1;-;-;2;-;-;1;-;1;-;1;3;1;-;2;2;-;21
"43031 CAMPANHA MERIDIONAL";-;-;1;-;5;1;-;-;1;2;1;-;-;-;1;1;-;-;-;1;1;-;1;16
"43032 SERRAS DE SUDESTE";-;1;2;1;-;1;1;-;-;1;1;-;2;2;-;-;3;2;2;1;1;1;-;22
"43033 PELOTAS";2;2;2;1;3;1;3;1;1;6;3;3;4;2;2;2;2;1;3;2;6;2;-;54
"43034 JAGUARAO";1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;1;-;5
"43035 LITORAL LAGUNAR";1;-;1;1;3;2;1;2;2;1;1;1;1;1;2;-;2;-;-;-;2;-;-;24
"42001 SAO MIGUEL DO OESTE";2;3;-;1;5;-;2;-;2;-;-;1;4;6;7;3;2;3;-;2;3;3;1;50
"42002 CHAPECO";3;1;2;3;3;8;9;12;7;6;7;7;8;7;4;6;7;4;8;7;5;10;3;137
"42003 XANXERE";7;3;2;-;7;3;1;9;5;4;4;3;1;2;3;5;1;4;3;3;1;3;3;77
"42004 JOACABA";2;1;4;10;5;7;3;5;6;11;8;10;11;7;9;7;4;1;8;6;3;6;9;143
"42005 CONCORDIA";1;3;2;2;1;1;2;8;1;2;1;9;2;3;4;2;6;4;2;4;1;2;1;64
"42006 CANOINHAS";4;2;1;1;3;1;7;1;3;2;1;2;1;3;2;4;2;5;3;1;7;2;5;63
"42007 SAO BENTO DO SUL";1;-;-;1;2;-;3;2;-;4;-;1;1;2;1;2;1;-;1;2;1;2;1;28
"42008 JOINVILLE";4;3;3;2;3;7;10;5;5;7;2;5;5;5;3;4;5;4;5;1;3;4;2;97
"42009 CURITIBANOS";1;2;1;1;3;2;3;4;-;2;1;-;1;4;4;3;1;5;4;5;3;5;3;58
"42010 CAMPOS DE LAGES";3;4;5;3;4;3;4;4;5;-;1;3;2;2;7;3;3;3;1;-;2;5;2;69
"42011 RIO DO SUL";1;-;3;3;2;2;3;2;1;4;1;1;3;3;1;3;-;5;4;3;1;3;2;51
"42012 BLUMENAU";1;3;2;-;2;2;4;2;6;2;2;1;2;4;5;3;2;3;7;1;4;4;6;68
"42013 ITAJAI";-;1;5;-;1;4;1;3;3;5;4;2;6;2;3;4;1;2;2;6;6;7;8;76
"42014 ITUPORANGA";1;1;-;1;-;2;-;3;-;-;1;1;-;1;-;6;-;-;-;-;-;-;-;17
"42015 TIJUCAS";1;-;-;1;1;-;1;-;-;-;-;1;2;1;1;1;1;-;1;2;3;1;1;19
"42016 FLORIANOPOLIS";3;5;3;-;3;3;3;3;2;2;-;4;5;1;-;4;1;3;6;1;3;-;3;58
"42017 TABULEIRO";-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;3
"42018 TUBARAO";1;2;4;4;5;10;4;8;1;4;2;9;8;4;3;3;6;7;6;5;2;5;6;109
"42019 CRICIUMA";7;1;-;2;3;2;3;5;2;8;3;-;5;4;1;7;3;4;2;5;4;7;4;82
"42020 ARARANGUA";3;1;2;2;7;3;2;2;1;1;1;4;3;2;4;1;1;2;1;-;-;3;4;50
"Ignorado - SC";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
"28001 SERGIPANA DO SERTAO DO SAO FRANCISCO";-;-;-;-;1;1;-;-;-;2;2;1;3;4;1;1;3;-;-;2;2;3;-;26
"28002 CARIRA";-;-;2;-;-;1;-;2;2;-;4;-;2;2;-;1;1;-;1;1;4;-;3;26
"28003 NOSSA SENHORA DAS DORES";2;-;-;-;-;-;1;1;-;1;1;-;-;1;-;-;-;1;1;-;-;-;-;9
"28004 AGRESTE DE ITABAIANA";-;5;1;-;1;2;2;-;3;-;4;6;4;7;6;3;4;5;1;5;1;8;3;71
"28005 TOBIAS BARRETO";-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;2;-;-;-;1;-;-;6
"28006 AGRESTE DE LAGARTO";-;1;1;-;-;1;1;-;1;1;-;1;-;-;1;-;-;-;1;-;-;-;3;12
"28007 PROPRIA";-;-;-;-;-;-;-;-;-;1;1;-;2;-;-;1;-;-;3;-;-;-;-;8
"28008 COTINGUIBA";-;-;1;-;-;2;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;6
"28009 JAPARATUBA";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;5
"28010 BAIXO COTINGUIBA";-;-;1;1;-;-;1;-;-;1;1;-;-;1;-;1;-;-;1;-;-;-;-;8
"28011 ARACAJU";-;-;1;-;2;-;2;4;3;5;3;2;2;4;2;3;2;1;3;2;4;1;3;49
"28012 BOQUIM";-;-;2;1;18;2;2;-;1;2;9;1;5;2;2;1;-;1;1;1;1;2;2;56
"28013 ESTANCIA";-;1;1;1;-;-;1;1;1;1;3;1;2;2;1;1;2;-;-;-;-;1;2;22
"Ignorado - SE";-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;2
"35001 JALES";2;1;-;1;2;-;-;2;1;1;-;5;-;2;1;1;1;1;-;2;3;1;-;27
"35002 FERNANDOPOLIS";-;-;-;1;-;-;2;-;1;-;-;-;1;-;1;-;2;2;-;3;1;-;-;14
"35003 VOTUPORANGA";-;-;-;1;1;1;1;-;2;1;1;2;5;3;1;1;3;1;3;3;1;2;1;34
"35004 SAO JOSE DO RIO PRETO";2;2;-;5;2;2;5;3;5;5;6;6;7;8;6;5;9;2;5;4;5;3;6;103
"35005 CATANDUVA";-;1;1;-;1;1;2;4;-;2;4;4;5;3;2;3;2;2;2;-;1;3;2;45
"35006 AURIFLAMA";-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;4
"35007 NHANDEARA";-;-;-;-;-;-;-;-;-;1;-;-;1;2;1;2;1;1;-;1;-;-;1;11
"35008 NOVO HORIZONTE";1;1;-;-;1;2;-;1;-;1;-;2;4;1;-;1;2;-;-;-;2;-;-;19
"35009 BARRETOS";-;-;-;1;1;-;-;-;1;-;-;3;-;2;2;-;2;1;-;2;-;3;1;19
"35010 SAO JOAQUIM DA BARRA";-;-;1;-;1;-;2;1;-;-;2;-;-;-;1;3;1;1;1;-;2;-;2;18
"35011 ITUVERAVA";-;-;-;-;-;-;1;1;-;-;-;-;1;1;-;3;1;-;1;2;1;-;-;12
"35012 FRANCA";-;-;2;-;-;-;2;3;-;1;3;-;-;1;-;6;1;2;3;-;2;1;5;32
"35013 JABOTICABAL";1;1;1;3;2;1;4;3;2;3;6;4;4;3;6;2;-;1;-;3;1;3;2;56
"35014 RIBEIRAO PRETO";3;2;2;-;-;-;3;3;7;3;8;3;6;1;6;6;4;6;5;6;6;8;5;93
"35015 BATATAIS";1;-;-;-;-;-;2;1;-;2;1;2;-;-;3;3;-;-;-;1;2;-;1;19
"35016 ANDRADINA";-;1;1;-;-;3;1;1;4;1;3;2;4;2;3;2;-;1;4;-;1;2;-;36
"35017 ARACATUBA";-;-;-;2;1;1;3;-;4;1;1;2;3;2;3;2;3;1;1;1;1;-;1;33
"35018 BIRIGUI";-;1;1;-;1;1;1;2;4;-;1;3;2;1;-;4;4;-;2;-;1;1;2;32
"35019 LINS";2;-;1;1;-;-;2;-;1;2;-;2;1;-;1;2;-;1;-;2;2;2;3;25
"35020 BAURU";-;-;1;2;1;-;1;3;3;2;4;4;-;-;3;4;2;2;1;3;3;2;3;44
"35021 JAU";1;2;-;1;1;2;1;1;1;1;4;-;3;3;3;5;-;1;2;2;3;2;4;43
"35022 AVARE";-;-;-;1;-;1;1;-;2;1;2;4;1;-;1;2;2;1;3;-;1;2;1;26
"35023 BOTUCATU";-;-;-;-;1;-;-;1;1;-;-;2;-;4;-;2;1;-;1;1;-;-;1;15
"35024 ARARAQUARA";1;2;-;1;2;6;1;1;3;2;4;4;1;3;2;1;3;7;3;4;4;3;5;63
"35025 SAO CARLOS";-;-;-;-;2;2;3;2;3;2;-;-;2;4;2;1;1;2;-;1;-;1;-;28
"35026 RIO CLARO";1;1;-;2;2;-;1;1;-;-;1;1;-;-;1;1;-;-;-;2;2;1;1;18
"35027 LIMEIRA";-;1;1;-;-;1;5;1;2;1;6;1;5;4;3;2;6;-;3;2;6;2;3;55
"35028 PIRACICABA";-;-;-;-;2;2;1;1;-;2;-;-;3;3;2;1;4;1;1;4;1;3;5;36
"35029 PIRASSUNUNGA";-;1;1;1;1;-;1;3;-;4;1;-;2;3;-;3;1;1;1;-;2;2;1;29
"35030 SAO JOAO DA BOA VISTA";-;2;-;-;2;2;5;3;-;2;1;-;3;3;4;4;2;2;2;1;3;9;1;51
"35031 MOJI MIRIM";-;2;-;4;-;1;-;1;2;-;4;2;-;-;1;-;1;3;1;1;3;4;2;32
"35032 CAMPINAS";2;2;5;1;3;6;6;14;13;7;9;8;11;4;7;9;6;3;2;4;7;11;3;143
"35033 AMPARO";-;-;1;-;-;-;-;-;-;3;1;-;-;1;1;-;-;1;2;-;2;2;2;16
"35034 DRACENA";-;2;-;1;1;1;1;-;2;3;-;1;1;3;-;-;-;-;1;2;1;-;1;21
"35035 ADAMANTINA";1;2;-;-;1;1;1;4;3;3;5;2;-;1;1;3;1;-;1;3;2;1;3;39
"35036 PRESIDENTE PRUDENTE";1;1;1;2;-;5;7;6;2;2;2;6;3;7;5;8;3;4;3;6;4;4;3;85
"35037 TUPA";-;-;-;6;1;-;1;-;3;2;1;1;2;1;3;1;-;3;2;2;2;1;-;32
"35038 MARILIA";1;1;-;1;1;-;-;2;1;6;1;2;2;1;3;1;-;3;1;3;2;2;3;37
"35039 ASSIS";-;-;-;1;-;1;1;4;-;-;-;1;4;1;6;3;-;3;-;1;1;1;-;28
"35040 OURINHOS";-;2;1;2;-;1;3;3;3;1;3;5;3;5;3;3;3;-;1;1;1;3;1;48
"35041 ITAPEVA";-;1;2;2;-;2;5;3;4;-;3;4;2;11;2;3;1;2;3;2;2;1;1;56
"35042 ITAPETININGA";-;-;-;1;-;-;4;6;1;3;4;1;-;1;1;-;5;-;1;1;3;-;-;32
"35043 TATUI";-;1;-;-;1;4;2;4;2;1;2;1;1;1;3;2;2;-;-;1;1;-;2;31
"35044 CAPAO BONITO";-;-;2;-;-;1;3;2;-;1;5;-;4;-;1;1;-;1;-;1;1;-;-;23
"35045 PIEDADE";1;1;2;-;-;1;3;1;1;-;4;2;1;2;2;1;3;-;1;1;1;1;1;30
"35046 SOROCABA";-;-;-;1;5;3;6;3;6;2;4;2;4;3;5;1;-;4;3;1;3;5;8;69
"35047 JUNDIAI";-;-;-;1;-;1;-;1;2;1;-;5;-;5;1;1;1;4;-;3;2;3;4;35
"35048 BRAGANCA PAULISTA";-;1;-;1;-;-;2;-;1;1;1;4;1;-;1;-;3;1;3;1;4;5;2;32
"35049 CAMPOS DO JORDAO";-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"35050 SAO JOSE DOS CAMPOS";1;1;-;2;2;-;-;1;-;3;1;5;4;2;1;5;3;3;2;1;2;3;2;44
"35051 GUARATINGUETA";-;1;2;-;2;1;-;1;-;1;-;2;-;1;2;-;2;1;3;2;2;1;1;25
"35052 BANANAL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"35053 PARAIBUNA/PARAITINGA";-;-;-;-;-;-;-;-;2;1;-;-;-;-;1;-;-;-;-;-;-;-;-;4
"35054 CARAGUATATUBA";-;-;-;-;1;-;-;1;1;-;-;1;-;-;-;-;-;2;1;1;-;-;-;8
"35055 REGISTRO";-;2;1;-;2;1;3;-;-;-;1;1;-;-;-;-;-;1;-;1;1;2;3;19
"35056 ITANHAEM";-;-;-;-;-;1;-;-;1;-;-;1;1;-;-;-;1;1;-;-;1;1;-;8
"35057 OSASCO";-;5;1;2;3;3;3;7;3;6;7;4;1;5;2;1;3;3;2;6;5;4;7;83
"35058 FRANCO DA ROCHA";1;-;-;-;-;-;-;1;-;1;-;-;-;3;1;-;-;2;-;-;-;1;1;11
"35059 GUARULHOS";1;-;1;3;1;2;2;1;9;2;1;5;2;1;5;5;1;2;2;-;4;2;2;54
"35060 ITAPECERICA DA SERRA";-;-;1;-;1;1;1;2;2;-;4;1;1;-;2;-;2;3;-;-;3;-;-;24
"35061 SAO PAULO";3;9;11;13;10;19;26;17;12;13;17;24;25;14;28;11;17;23;17;25;13;25;10;382
"35062 MOGI DAS CRUZES";1;1;-;-;-;1;4;3;1;1;4;4;4;1;4;4;-;7;4;1;3;-;1;49
"35063 SANTOS";-;1;-;-;4;1;1;1;3;1;5;1;1;4;1;1;2;3;1;2;1;11;3;48
"Ignorado - SP";-;-;-;-;1;-;2;1;-;3;1;1;-;1;2;3;1;-;-;2;1;-;4;23
"17001 BICO DO PAPAGAIO";-;1;-;1;2;2;-;1;-;-;4;-;-;-;2;1;3;2;-;1;-;-;1;21
"17002 ARAGUAINA";1;2;2;4;11;1;-;6;2;3;4;1;1;2;6;3;1;3;2;1;1;1;1;59
"17003 MIRACEMA DO TOCANTINS";-;2;2;-;1;-;-;1;-;-;1;-;-;2;1;1;-;1;1;-;-;2;1;16
"17004 RIO FORMOSO";-;1;2;1;2;1;3;2;-;-;3;-;-;-;3;1;2;2;1;1;3;2;1;31
"17005 GURUPI";-;1;-;1;-;1;-;2;2;-;4;2;1;1;-;4;3;4;-;3;-;-;-;29
"17006 PORTO NACIONAL";1;-;4;5;1;2;5;5;-;5;1;4;1;1;-;1;2;2;1;2;4;1;2;50
"17007 JALAPAO";-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;2;4;-;-;-;-;-;-;8
"17008 DIANOPOLIS";1;-;-;1;-;1;-;4;-;-;-;2;-;2;1;-;-;-;1;3;-;1;1;18
"Ignorado - TO";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;-;3
"Total";488;502;550;594;708;732;786;767;718;753;780;848;863;818;838;739;750;861;795;819;751;847;806;17113
