"Microrregião IBGE";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"Total"
"41023 CASCAVEL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"41024 FOZ DO IGUACU";-;-;-;-;-;-;-;-;-;-;1;-;1;1;1;-;-;-;-;-;-;-;-;4
"41025 CAPANEMA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"41026 FRANCISCO BELTRAO";-;-;-;-;-;1;1;-;-;-;2;1;4;1;-;-;1;-;-;-;-;-;-;11
"41027 PATO BRANCO";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;1;-;-;-;-;1;-;5
"41029 GUARAPUAVA";-;-;-;2;-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;5
"41032 IRATI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"41037 CURITIBA";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"41038 PARANAGUA";-;-;-;-;-;-;-;-;-;-;-;2;1;1;-;-;-;-;-;-;-;-;-;4
"33001 ITAPERUNA";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"33003 CAMPOS DOS GOYTACAZES";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"33004 MACAE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"33007 NOVA FRIBURGO";1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"33009 BACIA DE SAO JOAO";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"33011 VALE DO PARAIBA FLUMINENSE";-;-;-;-;-;-;2;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;5
"33013 BAIA DA ILHA GRANDE";-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"33015 SERRANA";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"33016 MACACU-CACERIBU";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"33018 RIO DE JANEIRO";2;1;1;-;2;-;2;1;1;2;3;1;1;1;1;-;2;1;-;1;-;-;-;23
"24001 MOSSORO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"24005 SERRA DE SAO MIGUEL";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"24013 BAIXA VERDE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;2
"24014 BORBOREMA POTIGUAR";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"24015 AGRESTE POTIGUAR";-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;3
"24017 MACAIBA";-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;3
"24018 NATAL";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;3
"Ignorado - RN";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"11001 PORTO VELHO";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;2;-;1;5
"11003 ARIQUEMES";-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;3;-;-;-;-;-;-;-;6
"11004 JI-PARANA";-;-;1;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;1;-;-;-;-;5
"11005 ALVORADA D'OESTE";-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;3
"11006 CACOAL";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2
"11007 VILHENA";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;3
"14001 BOA VISTA";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;3;-;-;-;3;-;1;9
"43001 SANTA ROSA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"43003 FREDERICO WESTPHALEN";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"43007 SANTO ANGELO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"43008 IJUI";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"43015 VACARIA";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"43016 CAXIAS DO SUL";-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;4
"43018 SANTA MARIA";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2
"43020 SANTA CRUZ DO SUL";-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;3
"43021 LAJEADO-ESTRELA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"43022 CACHOEIRA DO SUL";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"43023 MONTENEGRO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"43024 GRAMADO-CANELA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2
"43026 PORTO ALEGRE";1;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;2;6
"43027 OSORIO";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2
"43029 CAMPANHA OCIDENTAL";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;2
"43030 CAMPANHA CENTRAL";-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;3
"43031 CAMPANHA MERIDIONAL";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
"43032 SERRAS DE SUDESTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"43035 LITORAL LAGUNAR";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"42001 SAO MIGUEL DO OESTE";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"42002 CHAPECO";-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;1;-;-;-;-;-;3
"42003 XANXERE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"42004 JOACABA";-;-;-;-;-;-;-;-;1;-;-;2;2;-;-;-;-;-;-;-;-;-;-;5
"42006 CANOINHAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2
"42008 JOINVILLE";-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-;-;-;-;1;-;1;5
"42009 CURITIBANOS";-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;1;-;4
"42010 CAMPOS DE LAGES";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;2
"42011 RIO DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;2
"42012 BLUMENAU";-;1;-;-;-;1;-;-;-;-;1;-;2;1;-;-;-;-;1;-;-;-;-;7
"42013 ITAJAI";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;1;-;-;-;-;4
"42014 ITUPORANGA";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"42016 FLORIANOPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;2
"42018 TUBARAO";-;-;-;1;-;-;-;-;-;-;2;1;-;-;-;1;-;-;-;-;-;-;-;5
"42019 CRICIUMA";-;-;1;1;1;3;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;7
"42020 ARARANGUA";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2
"28004 AGRESTE DE ITABAIANA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"28006 AGRESTE DE LAGARTO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"28009 JAPARATUBA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"28011 ARACAJU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;1;-;-;2;-;-;6
"28013 ESTANCIA";1;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;3
"35001 JALES";-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"35002 FERNANDOPOLIS";-;-;-;-;-;-;1;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;4
"35004 SAO JOSE DO RIO PRETO";-;-;-;-;-;-;-;2;1;1;-;-;-;1;1;-;1;-;-;-;-;1;1;9
"35005 CATANDUVA";-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;2
"35006 AURIFLAMA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"35007 NHANDEARA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"35010 SAO JOAQUIM DA BARRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"35013 JABOTICABAL";-;-;-;-;-;-;-;-;1;-;-;1;1;1;-;-;-;-;-;-;-;-;-;4
"35014 RIBEIRAO PRETO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;2
"35015 BATATAIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"35016 ANDRADINA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"35018 BIRIGUI";-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;3
"35019 LINS";-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"35020 BAURU";-;-;-;-;-;-;1;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;4
"35021 JAU";-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;4;-;-;1;-;7
"35022 AVARE";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"35024 ARARAQUARA";-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;2
"35025 SAO CARLOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;2
"35026 RIO CLARO";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
"35027 LIMEIRA";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;-;1;-;-;4
"35028 PIRACICABA";-;-;-;-;-;-;1;-;1;-;-;-;2;-;1;-;-;-;-;-;-;-;-;5
"35029 PIRASSUNUNGA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"35030 SAO JOAO DA BOA VISTA";-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;1;-;1;-;-;-;1;-;6
"35031 MOJI MIRIM";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;-;1;-;-;-;4
"35032 CAMPINAS";-;-;-;-;-;-;-;-;-;1;2;2;-;3;-;-;-;-;-;-;-;-;-;8
"35033 AMPARO";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"35036 PRESIDENTE PRUDENTE";-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;4
"35038 MARILIA";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"35039 ASSIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;2
"35040 OURINHOS";-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;2
"35041 ITAPEVA";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"35044 CAPAO BONITO";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"35045 PIEDADE";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"35046 SOROCABA";-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;3
"35047 JUNDIAI";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;2
"35048 BRAGANCA PAULISTA";-;-;-;-;-;-;-;-;-;1;1;1;-;1;-;-;-;-;-;-;-;-;-;4
"35049 CAMPOS DO JORDAO";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"35051 GUARATINGUETA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;2
"35054 CARAGUATATUBA";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;2
"35055 REGISTRO";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"35057 OSASCO";-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;3;-;4;1;-;10
"35058 FRANCO DA ROCHA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"35059 GUARULHOS";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;2
"35060 ITAPECERICA DA SERRA";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2
"35061 SAO PAULO";-;1;1;-;-;-;-;-;-;-;3;-;1;-;-;2;-;-;1;-;118;1;-;128
"35062 MOGI DAS CRUZES";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;2
"35063 SANTOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;-;4
"17002 ARAGUAINA";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"17005 GURUPI";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"17006 PORTO NACIONAL";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"17008 DIANOPOLIS";-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"Total";27;30;29;21;25;21;36;40;41;38;69;52;64;57;48;60;49;46;44;33;158;36;32;1056
