"Microrregião IBGE";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"Total"
"31058 SAO JOAO DEL REI";1;8;9;23;22;13;23;21;11;8;9;3;4;2;7;4;3;-;14;3;7;9;5;209
"31059 BARBACENA";6;3;19;20;3;2;7;4;5;9;19;24;26;22;6;12;14;23;4;4;3;8;18;261
"31060 PONTE NOVA";5;5;4;4;1;6;14;15;8;2;7;7;4;3;6;3;3;2;1;1;3;2;6;112
"31061 MANHUACU";5;6;4;1;6;4;5;7;2;5;5;4;6;3;7;1;2;2;2;1;-;2;8;88
"31062 VICOSA";4;3;-;4;6;6;2;7;5;5;12;9;10;12;9;8;7;6;4;2;6;10;10;147
"31063 MURIAE";1;8;2;3;4;1;2;2;12;3;1;2;7;6;1;4;1;7;11;7;10;9;3;107
"31064 UBA";3;3;4;2;8;7;3;6;2;2;16;12;7;11;9;9;8;12;11;16;17;15;24;207
"31065 JUIZ DE FORA";45;27;12;8;3;13;5;6;17;10;19;15;10;32;11;13;26;12;21;7;2;11;15;340
"31066 CATAGUASES";16;23;13;6;7;5;3;2;4;5;11;6;6;6;7;1;6;5;10;10;2;3;7;164
"Ignorado - MG";10;2;3;2;1;5;7;5;8;10;14;6;10;7;5;4;2;-;1;-;-;3;2;107
"50001 BAIXO PANTANAL";-;2;6;3;10;2;3;2;3;4;1;-;1;7;3;2;-;2;1;3;10;5;3;73
"50002 AQUIDAUANA";6;6;8;9;7;3;6;6;9;1;4;1;4;4;4;4;6;3;1;4;5;3;1;105
"50003 ALTO TAQUARI";13;18;13;13;9;8;11;5;11;7;4;9;9;12;6;5;4;4;1;3;16;15;15;211
"50004 CAMPO GRANDE";103;115;132;123;124;51;47;58;38;22;42;19;26;41;23;18;31;16;15;6;14;22;6;1092
"50005 CASSILANDIA";1;4;4;1;5;2;3;3;3;2;2;5;4;6;5;2;3;2;4;2;5;2;2;72
"50006 PARANAIBA";11;14;7;7;12;2;9;1;2;5;8;3;8;2;3;3;-;2;2;2;3;1;2;109
"50007 TRES LAGOAS";10;24;18;21;23;17;6;7;6;3;10;14;4;7;8;1;4;4;3;2;3;2;2;199
"50008 NOVA ANDRADINA";13;15;9;6;7;6;6;3;5;2;5;6;1;1;4;1;2;1;2;5;3;6;4;113
"50009 BODOQUENA";17;9;8;4;13;11;9;6;4;4;4;5;5;6;3;3;4;1;2;4;11;3;4;140
"50010 DOURADOS";45;29;47;31;31;12;17;12;21;13;9;7;17;12;12;9;4;7;2;7;14;16;10;384
"50011 IGUATEMI";18;19;21;11;10;5;11;2;11;3;7;11;8;3;4;1;6;5;1;7;10;13;11;198
"Ignorado - MS";3;9;2;10;5;2;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;33
"51001 ARIPUANA";2;1;5;1;4;5;6;5;3;4;3;3;5;4;7;1;1;7;3;7;5;10;10;102
"51002 ALTA FLORESTA";15;-;2;-;5;8;-;2;5;2;4;2;2;4;9;4;3;2;2;4;3;1;3;82
"51003 COLIDER";7;8;4;3;8;6;5;6;3;4;4;5;3;8;9;8;8;8;11;15;17;16;9;175
"51004 PARECIS";2;1;2;2;6;6;6;6;8;11;5;8;12;8;7;10;10;7;7;18;8;22;10;182
"51005 ARINOS";4;1;1;3;3;5;1;3;4;7;5;3;1;6;1;-;3;3;6;1;7;5;2;75
"51006 ALTO TELES PIRES";11;4;6;3;14;20;3;8;8;5;5;9;11;11;10;8;7;10;3;6;4;7;6;179
"51007 SINOP";12;4;5;12;7;4;5;4;11;10;4;11;8;5;4;15;9;9;4;4;8;16;10;181
"51008 PARANATINGA";4;-;-;-;5;4;3;2;-;3;2;1;6;6;2;1;1;3;4;-;2;6;1;56
"51009 NORTE ARAGUAIA";5;-;4;1;5;4;3;1;10;2;7;3;4;6;6;3;7;10;8;13;15;19;15;151
"51010 CANARANA";7;5;6;3;6;3;7;4;5;2;-;8;5;3;5;3;3;3;1;2;9;9;8;107
"51011 MEDIO ARAGUAIA";9;3;4;3;4;5;4;3;9;5;1;3;1;4;3;2;3;-;4;5;2;5;4;86
"51012 ALTO GUAPORE";4;1;1;5;5;5;1;4;9;7;4;10;-;2;3;4;1;5;-;3;3;10;11;98
"51013 TANGARA DA SERRA";11;2;1;5;10;16;8;9;10;5;12;10;21;17;17;25;21;9;13;10;14;21;27;294
"51014 JAURU";8;6;9;5;5;4;-;3;10;8;5;6;5;2;2;1;3;4;-;9;5;7;4;111
"51015 ALTO PARAGUAI";1;-;1;3;1;3;-;3;-;2;1;4;8;1;2;8;3;3;2;3;6;9;3;67
"51016 ROSARIO OESTE";3;1;-;3;3;2;2;-;2;-;5;2;1;7;8;9;4;6;2;1;5;2;5;73
"51017 CUIABA";39;10;11;14;26;52;35;40;50;46;47;47;27;66;66;44;28;22;23;17;40;30;27;807
"51018 ALTO PANTANAL";6;4;5;3;4;5;2;4;7;8;3;11;4;7;12;3;3;7;6;2;7;10;8;131
"51019 PRIMAVERA DO LESTE";9;5;7;3;12;11;10;8;18;20;29;16;19;18;17;19;11;17;12;14;19;20;14;328
"51020 TESOURO";6;1;4;2;3;1;4;6;12;5;7;1;6;5;6;2;6;4;2;6;6;8;6;109
"51021 RONDONOPOLIS";35;17;17;18;41;29;33;35;43;42;38;41;55;51;48;66;38;39;32;31;42;30;22;843
"51022 ALTO ARAGUAIA";4;-;1;-;3;3;7;9;2;9;2;3;4;1;7;4;2;4;3;1;3;6;4;82
"Ignorado - MT";-;-;-;-;-;1;-;-;-;2;-;-;1;-;-;-;-;-;2;-;-;1;-;7
"15001 OBIDOS";-;-;1;2;2;3;-;3;5;4;3;4;1;1;2;2;4;2;3;3;5;3;9;62
"15002 SANTAREM";8;10;16;27;34;26;34;38;44;7;13;34;7;5;7;5;7;4;7;6;10;7;16;372
"15003 ALMEIRIM";1;1;2;-;1;-;-;-;1;1;-;2;2;1;4;-;1;-;1;-;3;2;-;23
"15004 PORTEL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;1;1;-;5
"15005 FUROS DE BREVES";1;-;-;-;-;-;-;-;1;-;2;1;-;-;-;-;4;1;2;-;-;2;1;15
"15006 ARARI";-;-;1;-;-;-;-;-;1;-;-;-;1;-;2;3;5;2;3;1;2;3;1;25
"15007 BELEM";14;47;19;22;19;14;11;8;23;15;26;15;27;23;93;41;108;28;98;136;124;112;103;1126
"15008 CASTANHAL";14;21;16;4;16;15;15;9;5;10;3;9;12;16;45;24;42;9;16;28;34;38;40;441
"15009 SALGADO";1;3;-;1;1;1;1;4;2;4;5;1;7;9;18;7;12;6;14;16;26;24;22;185
"15010 BRAGANTINA";14;7;10;3;1;5;4;3;12;8;11;6;11;7;26;12;38;12;24;38;47;45;64;408
"15011 CAMETA";1;1;1;2;3;3;1;4;5;11;5;6;8;10;13;29;26;34;26;16;20;16;19;260
"15012 TOME-ACU";5;5;28;8;23;19;15;27;16;7;15;9;16;20;27;30;38;32;39;36;38;51;40;544
"15013 GUAMA";-;4;5;2;1;5;8;6;9;14;18;15;8;12;29;19;52;12;37;47;56;64;75;498
"15014 ITAITUBA";-;-;1;2;2;2;2;5;9;6;5;4;2;5;14;25;13;11;12;8;10;26;36;200
"15015 ALTAMIRA";5;7;6;3;2;3;7;5;4;2;1;3;6;8;6;14;15;14;9;20;18;16;25;199
"15016 TUCURUI";10;3;4;5;8;10;12;16;10;10;10;4;11;47;56;30;58;15;10;36;42;43;36;486
"15017 PARAGOMINAS";16;21;17;7;7;6;14;12;10;19;16;14;22;19;44;43;42;31;16;32;47;43;31;529
"15018 SAO FELIX DO XINGU";4;-;1;1;3;3;5;11;4;9;5;5;14;10;8;16;18;13;8;10;12;22;15;197
"15019 PARAUAPEBAS";3;3;11;9;5;8;6;14;6;16;6;10;19;53;44;55;28;11;12;11;31;18;23;402
"15020 MARABA";9;18;13;15;19;28;25;31;24;18;22;11;5;59;73;86;74;30;16;35;59;57;60;787
"15021 REDENCAO";18;20;14;20;17;17;18;23;16;8;16;10;21;32;43;40;38;40;34;30;47;31;25;578
"15022 CONCEICAO DO ARAGUAIA";1;4;2;2;3;2;4;5;14;6;9;6;4;9;16;18;8;16;15;13;15;18;16;206
"Ignorado - PA";-;-;-;-;-;-;2;1;1;3;3;-;-;3;-;2;-;3;-;4;3;4;3;32
"25001 CATOLE DO ROCHA";3;4;6;6;7;10;8;10;7;19;17;7;7;7;8;8;5;7;7;5;2;4;5;169
"25002 CAJAZEIRAS";2;5;7;6;9;6;6;5;4;9;11;10;7;11;12;7;7;9;5;4;18;9;8;177
"25003 SOUSA";3;2;6;4;8;7;16;10;18;16;18;12;9;17;5;8;15;12;7;3;16;13;4;229
"25004 PATOS";4;1;3;7;8;11;16;7;13;24;22;15;4;8;10;6;4;4;6;2;6;6;3;190
"25005 PIANCO";2;-;2;-;4;-;8;1;5;1;2;4;2;3;4;1;6;2;1;4;1;2;3;58
"25006 ITAPORANGA";3;1;3;3;1;3;3;2;3;5;2;6;8;1;4;6;4;1;4;3;3;5;3;77
"25007 SERRA DO TEIXEIRA";4;-;3;8;12;8;18;7;5;14;9;8;9;7;7;8;7;7;1;4;4;7;4;161
"25008 SERIDO OCIDENTAL PARAIBANO";1;-;-;3;5;1;8;4;7;4;8;7;2;3;1;2;5;-;3;3;4;2;1;74
"25009 SERIDO ORIENTAL PARAIBANO";3;1;5;4;18;9;16;12;10;19;17;12;16;25;13;16;18;15;9;11;10;7;18;284
"25010 CARIRI OCIDENTAL";6;1;2;18;16;10;14;16;11;24;12;15;17;29;20;26;25;29;14;18;14;11;37;385
"25011 CARIRI ORIENTAL";2;2;1;4;11;1;14;16;9;6;9;6;9;10;8;12;7;10;10;10;11;21;10;199
"25012 CURIMATAU OCIDENTAL";6;2;7;9;21;13;24;20;27;18;22;26;41;18;17;24;21;17;25;12;19;33;13;435
"25013 CURIMATAU ORIENTAL";1;1;2;7;4;4;11;5;6;3;13;10;8;11;14;7;5;5;4;3;5;10;-;139
"25014 ESPERANCA";2;2;3;5;10;7;10;11;11;9;15;10;17;13;5;8;11;10;8;9;6;10;7;199
"25015 BREJO PARAIBANO";2;3;8;4;11;5;16;5;7;8;13;9;15;11;19;14;8;8;9;12;9;14;6;216
"25016 GUARABIRA";1;1;8;3;8;16;11;10;12;8;10;5;2;12;11;4;6;5;4;11;9;7;2;166
"25017 CAMPINA GRANDE";51;37;166;89;105;91;104;123;95;60;99;87;86;99;70;81;75;41;57;44;48;54;55;1817
"25018 ITABAIANA";2;2;13;2;16;9;10;12;11;8;10;15;6;13;6;8;4;2;4;4;7;2;3;169
"25019 UMBUZEIRO";1;1;3;-;3;-;7;3;8;9;10;6;9;4;11;8;3;6;3;6;1;3;4;109
"25020 LITORAL NORTE";3;6;6;1;10;13;4;7;7;17;8;9;8;10;8;10;5;8;7;7;12;13;-;179
"25021 SAPE";1;4;6;2;7;10;6;3;13;11;6;6;8;10;12;5;9;9;4;8;8;12;2;162
"25022 JOAO PESSOA";79;116;86;35;64;49;63;52;67;78;68;52;46;51;52;31;39;28;11;28;54;32;6;1187
"25023 LITORAL SUL";-;3;6;2;6;6;4;7;6;11;7;6;1;7;5;6;4;7;3;3;6;5;2;113
"Ignorado - PB";-;1;-;3;-;3;2;-;2;3;2;1;-;2;1;1;1;-;-;1;-;-;1;24
"26001 ARARIPINA";8;5;8;5;9;9;5;9;12;20;16;11;11;8;5;10;1;3;5;8;12;17;5;202
"26002 SALGUEIRO";1;4;4;3;6;1;5;5;7;14;15;3;5;1;3;4;6;3;3;3;1;7;2;106
"26003 PAJEU";4;6;6;8;13;6;12;7;7;7;20;11;18;23;18;24;15;13;18;14;15;14;11;290
"26004 SERTAO DO MOXOTO";2;2;4;5;2;3;4;9;5;6;6;9;10;8;4;5;8;1;3;4;11;7;5;123
"26005 PETROLINA";14;6;12;11;12;26;22;13;11;30;29;19;9;8;10;2;12;8;4;11;9;9;11;298
"26006 ITAPARICA";4;2;1;2;3;2;2;4;7;5;1;7;6;3;6;5;6;2;3;3;5;3;3;85
"26007 VALE DO IPANEMA";8;5;11;5;4;11;8;8;10;8;2;7;13;7;8;14;11;6;4;7;2;4;4;167
"26008 VALE DO IPOJUCA";24;15;28;23;19;16;15;28;30;19;28;17;15;31;18;19;20;13;18;21;21;11;14;463
"26009 ALTO CAPIBARIBE";5;5;7;9;14;5;8;8;9;5;6;4;4;12;7;2;4;4;6;14;11;4;5;158
"26010 MEDIO CAPIBARIBE";3;2;4;5;6;3;6;5;5;6;7;6;4;6;3;7;1;2;5;6;2;4;4;102
"26011 GARANHUNS";64;27;21;21;26;17;24;30;27;35;26;21;25;32;43;45;39;21;17;18;15;6;7;607
"26012 BREJO PERNAMBUCANO";11;6;4;10;3;7;2;6;5;7;4;8;6;5;3;6;5;5;3;11;8;7;-;132
"26013 MATA SETENTRIONAL PERNAMBUCANA";26;24;21;8;14;24;13;15;21;22;23;22;17;19;18;17;13;5;5;11;5;12;10;365
"26014 VITORIA DE SANTO ANTAO";25;23;31;8;8;9;7;2;9;4;3;2;8;5;7;5;4;1;1;8;4;4;2;180
"26015 MATA MERIDIONAL PERNAMBUCANA";31;17;18;33;22;27;18;15;19;18;19;41;42;47;19;21;10;6;11;5;5;5;11;460
"26016 ITAMARACA";7;9;1;2;3;3;5;5;3;6;14;13;12;4;10;9;7;2;-;3;3;2;4;127
"26017 RECIFE";166;193;169;174;108;122;107;139;134;149;159;149;87;117;81;44;42;26;23;33;19;14;28;2283
"26018 SUAPE";4;5;6;2;10;7;9;12;14;10;15;18;13;13;7;13;9;1;1;2;4;2;7;184
"26019 FERNANDO DE NORONHA";1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"Ignorado - PE";7;7;7;5;2;1;3;7;2;7;6;10;4;9;5;1;6;-;1;-;-;1;-;91
"22001 BAIXO PARNAIBA PIAUIENSE";13;9;15;16;13;8;18;10;10;5;7;7;11;21;13;10;9;3;4;6;9;17;12;246
"22002 LITORAL PIAUIENSE";20;11;31;18;24;28;16;13;11;14;9;8;7;13;4;4;5;1;9;20;23;47;19;355
"22003 TERESINA";89;88;114;99;58;70;89;58;62;49;36;56;55;41;66;45;32;26;32;31;54;35;26;1311
"22004 CAMPO MAIOR";17;15;16;10;12;16;13;7;14;7;14;15;7;17;9;8;5;8;3;5;5;3;1;227
"22005 MEDIO PARNAIBA PIAUIENSE";8;4;5;11;7;6;14;9;10;7;6;5;6;8;12;8;4;4;3;2;7;4;4;154
"22006 VALENCA DO PIAUI";3;9;6;9;1;4;7;4;8;4;-;2;4;7;4;6;1;5;1;1;3;5;1;95
"22007 ALTO PARNAIBA PIAUIENSE";2;1;-;3;4;1;2;2;2;1;2;1;1;2;2;3;1;1;1;1;-;1;1;35
"22008 BERTOLINIA";1;-;1;2;4;3;4;2;5;1;1;-;2;2;1;1;2;-;3;1;1;-;1;38
"22009 FLORIANO";11;4;9;4;7;10;14;10;4;9;4;-;4;3;4;3;5;1;1;1;2;2;1;113
"22010 ALTO MEDIO GURGUEIA";7;2;5;5;8;-;14;5;13;1;4;3;-;6;6;2;-;2;1;3;3;1;2;93
"22011 SAO RAIMUNDO NONATO";5;4;3;6;4;8;7;7;10;4;7;6;3;3;5;2;4;2;6;1;1;4;5;107
"22012 CHAPADAS DO EXTREMO SUL PIAUIENSE";5;4;-;4;2;2;6;-;-;1;1;3;3;4;1;2;2;-;2;2;4;2;2;52
"22013 PICOS";19;13;8;15;18;14;21;16;8;7;2;5;6;8;6;6;5;1;2;5;3;6;1;195
"22014 PIO IX";3;8;3;2;4;11;7;5;4;4;-;4;2;3;2;1;2;1;2;2;1;1;-;72
"22015 ALTO MEDIO CANINDE";14;8;4;13;19;12;22;19;16;10;2;12;11;10;12;9;5;2;6;5;9;14;4;238
"Ignorado - PI";-;-;1;-;-;-;-;2;-;1;-;-;-;1;3;1;-;1;3;-;2;2;1;18
"41001 PARANAVAI";11;8;10;13;16;8;13;6;12;10;18;10;16;9;13;9;10;9;8;1;12;11;15;248
"41002 UMUARAMA";7;11;13;7;5;6;6;4;1;2;9;9;15;14;10;15;16;13;1;-;12;16;13;205
"41003 CIANORTE";11;7;5;7;3;7;4;4;-;3;2;10;8;-;4;7;3;4;1;2;4;4;11;111
"41004 GOIOERE";13;4;7;6;13;14;10;3;19;10;8;4;13;4;7;7;4;3;2;1;1;2;6;161
"41005 CAMPO MOURAO";7;17;10;11;19;18;9;12;16;13;6;15;11;8;18;12;4;5;2;4;2;3;2;224
"41006 ASTORGA";6;10;10;13;15;10;9;11;11;15;21;11;22;19;22;21;13;9;5;3;5;2;1;264
"41007 PORECATU";2;-;9;3;3;2;5;4;4;2;7;6;8;3;9;6;4;1;1;1;-;2;1;83
"41008 FLORAI";3;-;1;9;5;1;1;4;6;4;3;5;4;7;2;3;1;-;1;1;-;-;-;61
"41009 MARINGA";29;31;32;23;36;32;21;28;27;30;42;37;56;40;41;23;22;16;7;3;3;5;6;590
"41010 APUCARANA";20;12;6;12;9;5;12;6;11;9;13;8;11;6;11;8;3;8;-;5;2;1;4;182
"41011 LONDRINA";27;10;19;24;24;28;15;18;6;22;40;39;32;17;27;18;12;7;4;3;7;5;5;409
"41012 FAXINAL";2;-;1;-;5;3;3;2;-;6;3;4;7;4;2;2;3;2;1;-;-;-;3;53
"41013 IVAIPORA";7;9;8;8;6;3;4;5;6;8;8;3;6;7;18;9;7;3;3;8;7;4;1;148
"41014 ASSAI";4;2;3;3;2;3;-;2;1;1;6;3;5;5;5;2;6;2;5;2;2;2;-;66
"41015 CORNELIO PROCOPIO";9;2;7;7;10;11;3;7;7;9;14;8;4;10;12;4;8;3;7;1;3;3;2;151
"41016 JACAREZINHO";18;24;16;11;7;2;4;2;-;6;4;3;2;4;3;1;3;-;1;2;2;2;1;118
"41017 IBAITI";8;13;5;2;6;2;4;3;1;2;4;5;7;3;3;5;4;4;-;5;6;4;2;98
"41018 WENCESLAU BRAZ";9;13;17;10;3;-;8;1;6;3;5;4;2;3;-;7;5;1;3;-;1;-;3;104
"41019 TELEMACO BORBA";18;4;10;8;6;7;9;8;4;8;9;6;6;12;8;11;16;2;11;18;31;4;4;220
"41020 JAGUARIAIVA";14;4;6;7;10;7;6;3;8;3;5;10;15;5;5;8;2;2;4;7;10;3;6;150
"41021 PONTA GROSSA";18;22;14;15;23;34;23;24;21;16;33;32;47;30;21;17;10;5;17;19;23;22;11;497
"41022 TOLEDO";47;52;47;71;53;53;69;83;67;80;81;93;56;31;35;32;30;13;3;4;6;8;7;1021
"41023 CASCAVEL";24;10;13;16;18;11;8;14;13;17;16;18;20;13;14;5;2;2;2;2;2;1;1;242
"41024 FOZ DO IGUACU";37;26;24;20;47;64;97;73;80;60;73;60;53;21;24;19;13;15;13;8;12;11;29;879
"41025 CAPANEMA";7;3;4;7;1;2;10;6;11;18;6;13;14;4;17;13;14;4;4;2;3;4;3;170
"41026 FRANCISCO BELTRAO";17;10;17;10;10;8;13;11;9;12;10;20;23;8;19;35;34;11;3;1;7;21;16;325
"41027 PATO BRANCO";26;27;28;20;9;5;8;10;5;4;13;8;10;7;6;11;5;4;4;3;1;1;1;216
"41028 PITANGA";3;9;2;7;10;6;8;3;8;7;11;10;8;15;7;6;10;4;2;-;-;4;4;144
"41029 GUARAPUAVA";31;34;42;36;25;35;22;25;33;28;34;44;42;51;29;29;43;21;10;8;10;20;6;658
"41030 PALMAS";6;9;15;11;9;8;3;4;7;5;8;8;10;3;2;8;4;2;-;1;1;4;-;128
"41031 PRUDENTOPOLIS";7;9;5;6;4;6;12;4;1;13;6;14;9;17;9;5;6;8;4;5;11;6;4;171
"41032 IRATI";-;4;2;3;6;-;1;7;1;3;3;6;5;4;4;3;1;1;2;6;6;4;7;79
"41033 UNIAO DA VITORIA";5;4;5;5;13;7;4;1;5;2;6;2;8;2;5;1;3;1;2;2;3;5;5;96
"41034 SAO MATEUS DO SUL";4;5;8;3;4;3;5;2;3;1;2;3;1;5;6;1;1;3;1;3;2;3;3;72
"41035 CERRO AZUL";2;2;2;1;2;-;3;1;4;3;3;5;4;6;2;1;-;1;2;1;3;1;-;49
"41036 LAPA";9;4;10;11;7;1;2;1;4;5;8;5;15;6;4;6;3;1;5;1;1;2;-;111
"41037 CURITIBA";385;305;368;321;255;136;105;120;98;142;187;202;177;159;131;84;78;60;23;21;39;31;31;3458
"41038 PARANAGUA";12;16;15;13;17;11;16;14;14;20;16;17;15;10;16;17;27;14;9;4;8;12;9;322
"41039 RIO NEGRO";13;10;14;9;20;3;5;9;4;13;13;17;11;10;13;12;4;2;3;2;3;2;2;194
"Ignorado - PR";14;8;2;9;4;2;2;5;8;10;12;11;10;9;3;2;4;3;2;-;4;1;3;128
"33001 ITAPERUNA";10;2;5;3;2;5;3;3;3;2;4;2;8;4;10;2;1;6;5;6;10;5;9;110
"33002 SANTO ANTONIO DE PADUA";12;11;8;4;2;4;1;5;3;6;7;7;3;8;6;4;3;10;7;9;8;4;5;137
"33003 CAMPOS DOS GOYTACAZES";74;62;86;64;17;10;10;14;7;18;28;18;20;32;24;8;21;7;13;25;33;37;20;648
"33004 MACAE";26;28;30;15;9;7;2;5;9;8;12;4;16;14;14;17;15;8;4;10;6;2;5;266
"33005 TRES RIOS";13;13;8;10;13;17;8;10;12;16;7;3;8;8;13;4;6;8;6;5;12;4;11;215
"33006 CANTAGALO-CORDEIRO";5;5;1;2;-;3;2;2;2;3;6;3;2;4;6;3;-;3;4;1;4;3;4;68
"33007 NOVA FRIBURGO";18;10;8;2;6;1;11;7;6;2;4;10;19;13;15;9;9;12;17;15;17;12;16;239
"33008 SANTA MARIA MADALENA";2;1;-;-;-;-;2;3;2;1;2;2;1;4;7;3;1;4;2;2;1;2;2;44
"33009 BACIA DE SAO JOAO";19;10;10;13;7;8;8;5;6;6;7;10;7;14;14;9;13;6;7;2;10;4;8;203
"33010 LAGOS";35;37;35;19;14;12;7;7;7;10;30;16;39;27;32;18;22;16;33;25;46;35;55;577
"33011 VALE DO PARAIBA FLUMINENSE";49;32;18;14;5;13;7;2;2;8;11;9;6;7;9;6;14;10;12;11;9;16;14;284
"33012 BARRA DO PIRAI";8;7;6;6;5;2;4;4;7;6;9;1;2;4;2;4;4;9;8;7;5;2;2;114
"33013 BAIA DA ILHA GRANDE";4;7;2;2;4;2;7;3;8;11;20;9;7;13;13;13;7;12;11;11;13;18;15;212
"33014 VASSOURAS";4;2;13;8;4;5;4;12;13;8;11;5;11;11;6;8;18;12;12;15;5;7;3;197
"33015 SERRANA";26;15;16;13;8;16;12;10;12;12;11;11;13;17;19;4;12;8;5;11;9;21;16;297
"33016 MACACU-CACERIBU";13;11;14;7;7;9;10;11;4;4;7;6;12;13;11;7;10;7;7;4;19;13;21;227
"33017 ITAGUAI";9;3;11;8;9;6;5;1;6;4;14;9;16;18;25;17;23;19;12;18;15;18;22;288
"33018 RIO DE JANEIRO";544;488;413;334;300;281;302;255;181;133;368;401;710;532;714;249;723;464;337;337;443;459;493;9461
"Ignorado - RJ";5;9;7;4;2;3;6;6;3;3;11;16;19;20;11;5;23;58;20;85;7;7;5;335
"24001 MOSSORO";10;5;14;11;13;16;17;10;8;6;15;17;25;19;21;19;19;21;8;19;28;15;16;352
"24002 CHAPADA DO APODI";-;-;3;-;3;4;2;3;1;1;4;6;3;7;2;3;2;4;4;3;6;5;2;68
"24003 MEDIO OESTE";-;-;-;1;2;-;-;1;1;-;2;5;6;5;-;2;1;2;4;-;4;3;2;41
"24004 VALE DO ACU";4;1;3;9;4;7;3;2;1;1;8;7;8;13;6;7;7;4;6;5;8;7;2;123
"24005 SERRA DE SAO MIGUEL";-;-;-;1;-;4;2;2;1;3;4;3;2;1;4;7;6;4;7;8;5;6;3;73
"24006 PAU DOS FERROS";-;2;4;2;1;4;7;4;5;5;10;13;6;15;18;7;15;15;11;16;14;13;10;197
"24007 UMARIZAL";5;2;-;2;1;3;5;3;1;-;7;6;8;7;1;6;6;12;6;4;9;6;5;105
"24008 MACAU";1;-;-;-;1;1;1;-;1;-;-;-;-;-;3;4;3;4;5;2;1;4;2;33
"24009 ANGICOS";-;1;1;1;1;1;-;1;-;1;3;2;2;4;3;2;2;2;3;4;3;3;3;43
"24010 SERRA DE SANTANA";6;2;1;-;-;1;2;1;3;2;2;-;1;2;2;1;-;1;1;1;2;3;3;37
"24011 SERIDO OCIDENTAL";13;4;1;1;1;5;1;1;5;1;1;-;-;1;3;-;-;-;1;1;5;-;2;47
"24012 SERIDO ORIENTAL";17;7;3;2;3;3;7;1;1;6;4;2;4;-;5;3;2;10;1;6;1;3;3;94
"24013 BAIXA VERDE";-;-;2;-;-;1;-;-;1;3;2;-;2;2;2;1;4;4;8;5;4;-;4;45
"24014 BORBOREMA POTIGUAR";4;2;3;1;2;1;1;3;3;6;2;9;4;4;1;2;8;6;12;5;9;5;6;99
"24015 AGRESTE POTIGUAR";-;2;4;4;5;5;-;1;4;8;7;5;9;6;9;9;10;11;14;4;14;13;5;149
"24016 LITORAL NORDESTE";-;-;-;-;3;-;-;1;-;2;2;6;1;2;4;5;5;2;3;2;5;3;3;49
"24017 MACAIBA";3;-;5;6;1;4;4;6;11;9;8;8;16;13;21;11;15;12;12;14;11;13;12;215
"24018 NATAL";17;30;16;12;22;27;4;17;20;34;32;21;30;34;31;38;19;43;46;52;29;31;29;634
"24019 LITORAL SUL";1;4;2;1;1;1;-;3;-;2;3;1;2;-;5;2;1;6;13;2;5;1;1;57
"Ignorado - RN";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"11001 PORTO VELHO";112;81;85;95;107;69;90;93;121;101;137;153;137;51;83;55;42;16;20;18;40;43;54;1803
"11002 GUAJARA-MIRIM";4;5;8;3;4;2;8;3;2;4;6;6;12;3;13;8;4;4;1;1;3;12;5;121
"11003 ARIQUEMES";21;28;27;50;28;18;10;8;40;33;43;46;41;34;30;16;24;13;10;9;12;25;15;581
"11004 JI-PARANA";36;35;39;50;28;37;54;50;54;45;45;15;24;13;25;17;9;17;22;20;25;34;36;730
"11005 ALVORADA D'OESTE";1;4;5;7;4;8;4;4;3;5;6;6;6;8;6;8;11;10;5;1;6;6;8;132
"11006 CACOAL";23;21;11;13;13;17;18;6;11;23;37;18;46;32;21;17;19;14;15;12;16;15;22;440
"11007 VILHENA";13;8;7;23;26;32;27;25;13;10;5;10;11;13;9;6;3;7;7;2;3;8;3;271
"11008 COLORADO DO OESTE";3;2;10;2;11;7;3;3;6;3;3;5;11;1;1;3;1;1;3;1;7;3;1;91
"Ignorado - RO";-;1;-;-;1;-;2;3;1;3;1;3;-;-;-;-;1;-;-;-;-;-;-;16
"14001 BOA VISTA";4;12;31;38;24;17;31;17;16;47;24;21;13;18;13;10;13;3;19;25;19;27;53;495
"14002 NORDESTE DE RORAIMA";-;-;-;2;1;2;3;-;-;5;-;-;-;-;-;1;1;1;-;3;1;-;3;23
"14003 CARACARAI";-;1;3;3;-;-;5;-;-;6;2;4;3;1;2;4;2;-;1;2;3;3;1;46
"14004 SUDESTE DE RORAIMA";-;1;2;3;4;2;1;2;1;1;2;4;2;1;-;2;2;1;-;2;1;3;4;41
"43001 SANTA ROSA";24;10;5;9;9;5;4;7;12;9;7;7;4;4;1;5;2;6;3;4;8;21;7;173
"43002 TRES PASSOS";14;10;4;11;3;6;10;11;9;9;15;8;9;7;3;3;2;1;1;2;1;15;8;162
"43003 FREDERICO WESTPHALEN";22;16;27;18;20;22;19;16;22;23;26;14;16;7;9;8;8;5;4;4;7;14;15;342
"43004 ERECHIM";34;20;8;13;13;7;4;4;4;10;9;8;10;2;3;2;3;8;2;6;8;11;7;196
