"Microrregião IBGE";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"Total"
"43005 SANANDUVA";6;5;7;5;5;2;5;5;4;4;12;12;10;6;11;10;4;1;-;2;1;2;5;124
"43006 CERRO LARGO";7;2;-;4;2;-;1;4;-;1;3;6;-;4;3;3;-;2;1;1;2;8;3;57
"43007 SANTO ANGELO";13;4;8;5;5;7;7;8;6;6;5;7;4;9;1;1;11;7;1;2;1;8;11;137
"43008 IJUI";6;10;12;6;14;13;9;8;9;15;20;10;7;16;7;4;-;1;2;1;2;8;7;187
"43009 CARAZINHO";36;14;17;29;28;19;17;23;22;31;23;30;19;16;16;16;5;5;5;3;4;15;12;405
"43010 PASSO FUNDO";28;32;26;35;33;27;36;35;30;35;47;30;38;40;29;30;7;7;5;5;3;15;14;587
"43011 CRUZ ALTA";12;14;17;11;15;13;16;18;7;12;13;4;7;13;10;8;5;4;2;1;4;9;6;221
"43012 NAO-ME-TOQUE";10;3;7;2;10;7;6;5;6;14;9;6;12;5;6;4;2;1;1;1;-;8;8;133
"43013 SOLEDADE";12;7;13;6;7;8;5;7;4;6;15;9;14;4;6;5;3;2;2;3;-;2;5;145
"43014 GUAPORE";7;6;6;4;7;4;10;8;6;7;11;11;11;5;6;14;1;1;6;1;5;8;3;148
"43015 VACARIA";15;8;9;5;12;8;12;12;8;12;23;16;10;12;15;11;7;4;4;4;3;14;17;241
"43016 CAXIAS DO SUL";13;18;17;16;9;22;27;13;18;20;26;19;11;18;10;12;6;10;4;11;11;15;19;345
"43017 SANTIAGO";7;12;7;8;9;10;7;16;7;5;5;9;3;7;8;5;-;1;1;1;1;2;8;139
"43018 SANTA MARIA";37;46;39;43;39;45;52;45;51;55;67;57;39;41;52;29;7;2;8;2;1;6;5;768
"43019 RESTINGA SECA";11;9;5;5;7;13;13;7;13;13;17;18;8;7;10;2;1;-;-;1;3;2;2;167
"43020 SANTA CRUZ DO SUL";20;17;15;21;13;22;15;24;18;18;39;9;19;12;14;5;8;3;4;5;4;6;3;314
"43021 LAJEADO-ESTRELA";16;9;15;10;15;3;9;6;14;12;15;9;10;4;8;7;13;2;4;2;2;7;6;198
"43022 CACHOEIRA DO SUL";6;3;5;6;4;7;8;6;6;5;5;8;9;7;2;2;3;3;3;1;1;-;1;101
"43023 MONTENEGRO";20;22;23;16;14;10;19;13;15;19;20;8;12;10;10;10;2;5;2;3;1;9;14;277
"43024 GRAMADO-CANELA";23;17;21;20;15;19;27;18;17;18;34;17;15;24;12;4;8;4;3;3;5;19;7;350
"43025 SAO JERONIMO";20;15;12;12;18;7;16;23;27;11;18;6;11;7;5;11;6;6;3;1;-;13;8;256
"43026 PORTO ALEGRE";378;314;353;337;289;278;234;196;220;213;196;178;144;155;158;148;94;81;59;22;20;83;79;4229
"43027 OSORIO";27;20;30;34;31;30;36;26;20;31;29;27;20;20;22;20;22;17;3;11;10;15;6;507
"43028 CAMAQUA";5;8;12;15;9;7;13;11;13;10;12;6;4;4;2;1;-;2;2;2;-;4;4;146
"43029 CAMPANHA OCIDENTAL";15;17;18;12;13;10;16;15;12;15;6;9;6;14;11;12;4;2;4;2;6;6;8;233
"43030 CAMPANHA CENTRAL";4;8;9;3;10;9;10;8;7;8;7;4;4;10;6;13;10;3;4;-;3;6;4;150
"43031 CAMPANHA MERIDIONAL";15;3;4;1;7;3;4;6;2;2;1;1;2;3;2;3;-;1;2;-;4;9;4;79
"43032 SERRAS DE SUDESTE";10;4;10;4;18;7;2;8;12;6;11;7;11;8;6;7;4;6;5;1;4;6;1;158
"43033 PELOTAS";64;49;63;70;62;47;38;42;61;40;62;39;47;38;41;40;27;24;28;7;6;14;8;917
"43034 JAGUARAO";2;2;3;2;5;4;2;1;5;2;2;3;-;2;2;1;1;3;1;-;-;2;1;46
"43035 LITORAL LAGUNAR";36;28;25;14;3;5;4;10;2;3;9;10;5;3;6;3;2;3;2;4;-;1;1;179
"Ignorado - RS";1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;3;-;6
"42001 SAO MIGUEL DO OESTE";13;6;8;9;18;17;14;31;17;20;16;15;4;5;4;8;2;3;3;2;9;10;5;239
"42002 CHAPECO";35;33;46;31;23;29;40;35;34;21;16;12;6;5;4;9;6;2;2;5;6;8;9;417
"42003 XANXERE";6;10;9;8;11;5;13;9;12;3;1;-;8;6;2;2;2;-;3;-;1;4;2;117
"42004 JOACABA";35;29;32;16;23;25;23;18;16;15;15;13;19;10;10;4;4;4;3;3;3;8;9;337
"42005 CONCORDIA";22;8;7;6;3;3;9;8;4;1;2;6;3;-;3;2;1;2;-;-;1;2;2;95
"42006 CANOINHAS";20;11;12;23;23;21;17;15;9;15;11;5;10;15;6;3;4;6;8;2;5;5;6;252
"42007 SAO BENTO DO SUL";11;17;9;2;6;7;4;1;1;3;4;2;4;5;4;2;-;1;3;1;-;7;1;95
"42008 JOINVILLE";33;41;54;37;53;81;65;44;30;22;17;17;36;19;23;13;10;8;5;3;9;15;9;644
"42009 CURITIBANOS";13;14;12;14;12;26;4;7;23;3;6;9;6;11;5;6;5;1;2;4;8;4;1;196
"42010 CAMPOS DE LAGES";14;13;27;16;23;25;20;18;22;14;26;20;19;37;25;20;10;8;2;3;5;5;2;374
"42011 RIO DO SUL";33;23;20;11;14;21;14;16;6;7;6;3;6;1;6;2;4;1;4;2;3;4;11;218
"42012 BLUMENAU";35;42;44;45;56;80;65;65;41;51;25;24;27;21;17;2;7;5;6;2;7;7;8;682
"42013 ITAJAI";41;27;39;39;55;42;28;29;44;43;25;38;22;24;15;8;15;28;14;11;23;46;29;685
"42014 ITUPORANGA";7;4;6;3;6;9;2;3;3;5;8;2;1;5;3;1;-;3;3;2;1;2;-;79
"42015 TIJUCAS";10;5;8;12;17;10;14;25;16;11;5;4;4;4;9;2;2;2;2;1;2;2;6;173
"42016 FLORIANOPOLIS";48;43;58;68;66;99;78;91;114;53;68;43;49;32;28;17;17;11;12;24;17;21;8;1065
"42017 TABULEIRO";2;2;4;1;6;1;7;6;5;-;1;2;2;2;2;-;-;1;1;1;3;2;-;51
"42018 TUBARAO";43;32;33;31;15;16;21;8;10;17;13;7;14;6;2;6;4;5;4;1;3;8;9;308
"42019 CRICIUMA";12;20;20;17;19;21;19;14;10;7;8;10;6;1;5;3;1;3;1;3;2;13;6;221
"42020 ARARANGUA";16;19;26;32;25;20;14;15;27;21;9;11;6;5;3;1;3;2;2;1;11;3;2;274
"Ignorado - SC";-;-;-;2;-;1;-;-;3;-;-;-;1;-;-;-;-;1;-;-;-;-;-;8
"28001 SERGIPANA DO SERTAO DO SAO FRANCISCO";8;2;3;2;4;5;6;7;3;4;1;2;1;5;5;5;3;1;1;-;2;2;1;73
"28002 CARIRA";3;2;3;2;2;4;1;6;-;7;1;1;1;1;1;3;1;1;2;2;-;6;1;51
"28003 NOSSA SENHORA DAS DORES";1;-;-;-;1;1;-;5;-;3;-;-;2;1;2;-;1;1;-;-;1;-;-;19
"28004 AGRESTE DE ITABAIANA";4;5;7;6;8;12;4;17;1;4;2;5;4;3;7;7;6;4;3;2;2;1;2;116
"28005 TOBIAS BARRETO";5;1;1;3;2;1;-;2;1;2;3;-;2;2;-;1;2;2;1;1;2;1;-;35
"28006 AGRESTE DE LAGARTO";1;2;2;-;1;1;3;2;3;5;-;-;2;1;-;1;1;1;-;2;1;-;-;29
"28007 PROPRIA";7;2;2;5;2;4;1;5;-;3;2;-;-;3;2;3;1;1;1;-;-;-;1;45
"28008 COTINGUIBA";2;1;1;-;2;1;4;3;2;1;1;-;1;-;-;-;-;-;1;-;2;2;1;25
"28009 JAPARATUBA";1;-;-;-;-;2;2;2;1;-;3;1;1;1;-;2;1;-;1;-;-;-;-;18
"28010 BAIXO COTINGUIBA";-;2;3;1;1;1;-;4;3;1;-;2;1;-;5;1;2;2;-;1;2;-;-;32
"28011 ARACAJU";13;5;11;6;12;15;7;22;4;7;16;9;3;6;6;14;8;3;1;2;1;3;4;178
"28012 BOQUIM";7;4;7;4;1;4;2;9;2;2;2;2;3;3;5;-;-;3;3;-;1;2;-;66
"28013 ESTANCIA";1;5;2;1;6;5;3;2;-;3;3;1;-;4;1;3;3;1;-;1;2;-;1;48
"Ignorado - SE";2;-;1;-;2;1;-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;-;-;9
"35001 JALES";20;24;20;19;36;27;7;6;8;5;17;26;26;23;48;27;24;23;22;25;26;25;21;505
"35002 FERNANDOPOLIS";17;12;12;17;18;22;5;2;4;10;4;11;13;19;6;9;5;1;4;5;5;6;8;215
"35003 VOTUPORANGA";37;29;20;23;34;13;7;4;7;7;5;4;3;4;6;6;3;-;5;7;3;6;6;239
"35004 SAO JOSE DO RIO PRETO";115;106;128;115;98;118;88;82;99;90;110;88;80;56;101;70;69;43;38;53;18;35;18;1818
"35005 CATANDUVA";31;24;22;17;25;18;14;12;14;5;3;11;10;14;7;6;4;3;-;1;4;2;5;252
"35006 AURIFLAMA";7;4;8;9;13;5;3;2;7;6;3;6;6;3;4;-;2;1;3;-;4;-;-;96
"35007 NHANDEARA";20;20;24;11;21;15;9;6;8;7;10;6;7;2;8;11;12;10;6;4;2;2;3;224
"35008 NOVO HORIZONTE";18;12;9;12;10;12;2;4;3;4;3;5;3;3;1;1;-;-;1;2;3;2;1;111
"35009 BARRETOS";20;28;19;15;14;10;4;2;7;-;4;3;4;7;1;-;3;-;1;3;1;-;-;146
"35010 SAO JOAQUIM DA BARRA";19;17;27;25;27;15;12;8;8;11;11;8;9;7;13;9;15;6;8;6;3;7;-;271
"35011 ITUVERAVA";6;8;14;8;10;10;3;2;3;6;8;2;6;1;2;8;4;2;2;2;-;5;2;114
"35012 FRANCA";53;32;47;50;42;75;5;9;18;15;8;13;9;3;5;3;4;2;4;5;3;12;2;419
"35013 JABOTICABAL";49;39;61;31;51;44;12;8;16;21;9;18;7;13;5;8;4;4;8;19;-;8;16;451
"35014 RIBEIRAO PRETO";110;106;121;110;102;110;36;22;24;25;39;22;26;24;37;26;32;21;14;34;7;11;16;1075
"35015 BATATAIS";11;13;21;9;17;14;6;8;4;7;6;6;7;3;4;3;5;1;4;2;-;4;1;156
"35016 ANDRADINA";10;8;16;8;12;12;8;5;13;18;5;9;11;13;11;1;3;3;6;5;4;4;3;188
"35017 ARACATUBA";19;29;22;35;24;38;24;30;28;35;42;40;18;10;7;3;2;3;2;1;2;1;-;415
"35018 BIRIGUI";28;25;23;32;19;37;13;17;21;31;25;22;25;16;19;4;2;-;3;7;5;3;5;382
"35019 LINS";8;12;17;18;16;9;9;7;3;6;10;6;5;5;5;4;5;1;2;1;2;1;2;154
"35020 BAURU";60;40;41;30;30;32;21;21;32;19;20;19;50;53;28;12;9;11;25;18;29;21;14;635
"35021 JAU";41;50;35;32;47;58;18;15;13;13;18;14;11;24;23;2;3;2;4;5;20;8;4;460
"35022 AVARE";12;7;11;12;9;17;4;1;8;2;3;3;7;5;4;1;4;-;5;4;7;24;16;166
"35023 BOTUCATU";24;16;10;9;14;20;6;9;5;9;6;11;5;8;11;1;4;1;1;2;3;2;4;181
"35024 ARARAQUARA";46;46;54;35;48;33;8;9;17;23;5;11;15;8;7;2;6;1;6;9;13;25;30;457
"35025 SAO CARLOS";42;29;32;40;30;33;23;12;9;27;26;19;47;28;24;4;2;8;18;12;11;17;15;508
"35026 RIO CLARO";26;18;26;13;14;14;10;15;8;13;16;12;19;14;10;12;10;5;6;3;6;6;4;280
"35027 LIMEIRA";88;78;62;64;62;61;24;17;15;21;15;16;34;22;24;39;57;30;11;8;11;9;8;776
"35028 PIRACICABA";54;58;93;49;64;68;41;47;41;17;40;34;23;12;20;20;12;24;31;8;10;14;14;794
"35029 PIRASSUNUNGA";42;29;21;21;14;20;17;23;29;24;19;16;21;11;9;9;8;5;12;8;4;9;12;383
"35030 SAO JOAO DA BOA VISTA";60;50;51;36;30;46;25;28;20;20;35;33;32;17;24;21;26;17;21;15;18;22;21;668
"35031 MOJI MIRIM";83;50;65;73;63;55;56;60;42;30;47;42;37;51;45;63;51;43;29;13;17;14;9;1038
"35032 CAMPINAS";272;250;222;216;219;210;117;147;122;103;100;96;73;33;55;63;52;32;36;43;33;36;46;2576
"35033 AMPARO";22;30;27;29;28;24;12;15;19;19;19;15;14;14;6;11;4;7;2;2;10;2;1;332
"35034 DRACENA";7;2;7;2;7;2;2;6;-;7;4;3;2;4;1;1;-;1;5;1;3;2;-;69
"35035 ADAMANTINA";26;16;19;9;16;10;5;5;14;19;8;24;18;12;18;8;8;9;7;1;4;5;-;261
"35036 PRESIDENTE PRUDENTE";48;38;33;42;39;64;8;8;8;10;9;17;15;15;8;8;5;5;3;4;13;8;5;413
"35037 TUPA";14;11;10;7;7;9;4;6;7;7;3;12;12;8;14;8;6;12;3;2;4;9;1;176
"35038 MARILIA";39;28;41;30;26;26;9;6;9;22;8;10;22;19;32;27;19;19;17;9;22;20;15;475
"35039 ASSIS";42;30;43;34;39;45;19;20;38;20;20;24;32;18;26;18;7;22;25;11;21;26;25;605
"35040 OURINHOS";36;36;34;28;25;23;11;14;12;7;7;5;17;20;15;21;21;12;9;4;10;11;17;395
"35041 ITAPEVA";22;20;24;16;22;27;4;8;7;3;7;5;1;2;8;5;10;4;3;4;11;14;11;238
"35042 ITAPETININGA";39;25;32;25;22;20;2;4;3;5;9;13;7;14;11;2;5;2;1;4;3;3;1;252
"35043 TATUI";15;23;23;22;20;28;11;9;11;5;6;8;4;7;6;21;10;7;12;5;5;5;9;272
"35044 CAPAO BONITO";12;16;11;8;15;9;2;4;2;-;3;5;6;5;2;5;5;1;2;3;7;4;1;128
"35045 PIEDADE";20;30;30;35;32;23;9;11;20;6;14;5;8;9;11;28;21;22;13;9;6;4;2;368
"35046 SOROCABA";105;122;146;134;153;92;80;71;67;33;41;50;41;62;44;89;64;79;53;27;20;22;13;1608
"35047 JUNDIAI";64;70;58;75;61;50;40;23;14;20;17;17;15;13;7;4;11;7;9;7;7;4;8;601
"35048 BRAGANCA PAULISTA";45;70;78;76;77;79;28;33;44;39;44;26;21;18;9;5;5;10;8;9;12;18;9;763
"35049 CAMPOS DO JORDAO";2;6;5;8;3;6;1;4;6;7;2;6;3;3;3;4;-;1;2;-;3;-;3;78
"35050 SAO JOSE DOS CAMPOS";148;141;142;140;122;145;140;139;155;111;87;137;116;102;90;82;71;47;86;69;50;50;34;2404
"35051 GUARATINGUETA";33;30;32;30;27;30;15;26;23;19;18;26;29;14;8;11;4;2;2;3;7;7;6;402
"35052 BANANAL";-;1;-;1;-;2;2;1;1;1;1;2;-;5;2;1;1;2;-;-;-;2;2;27
"35053 PARAIBUNA/PARAITINGA";11;7;9;13;8;7;10;6;7;4;3;1;2;2;-;4;2;1;4;2;1;1;2;107
"35054 CARAGUATATUBA";24;27;32;19;31;24;26;24;26;8;14;30;19;18;21;16;25;13;10;6;18;16;13;460
"35055 REGISTRO";40;35;41;43;39;57;5;5;9;26;47;55;65;59;50;33;25;26;7;4;2;1;2;676
"35056 ITANHAEM";16;19;28;31;35;41;34;9;17;18;16;18;9;19;16;18;18;9;1;9;3;3;2;389
"35057 OSASCO";71;88;86;96;67;85;49;54;76;34;75;65;56;64;82;68;71;79;26;30;18;31;42;1413
"35058 FRANCO DA ROCHA";48;35;33;34;38;19;25;20;13;8;13;17;12;11;12;11;17;17;9;10;8;6;7;423
"35059 GUARULHOS";119;116;115;109;75;87;59;85;64;51;48;40;42;43;66;34;29;36;41;27;40;64;47;1437
"35060 ITAPECERICA DA SERRA";110;133;87;114;94;102;67;66;60;86;58;54;54;42;29;39;26;28;25;18;15;29;27;1363
"35061 SAO PAULO";669;865;678;815;683;703;222;512;335;209;223;191;186;190;163;135;149;198;175;80;67;124;213;7785
"35062 MOGI DAS CRUZES";93;75;80;68;67;57;37;64;88;57;46;56;62;58;45;37;37;35;26;24;18;12;21;1163
"35063 SANTOS";105;109;114;125;149;131;166;166;154;121;96;94;97;99;88;81;88;39;23;35;20;14;9;2123
"Ignorado - SP";75;55;38;79;49;38;16;15;22;11;23;32;23;23;23;28;16;12;9;5;7;3;6;608
"17001 BICO DO PAPAGAIO";3;6;7;1;5;4;4;11;21;11;13;16;12;21;15;11;13;18;9;13;23;32;31;300
"17002 ARAGUAINA";4;7;2;12;10;11;8;11;5;11;18;10;31;28;12;2;18;35;38;18;33;29;16;369
"17003 MIRACEMA DO TOCANTINS";2;6;2;-;5;9;3;6;8;10;17;17;13;9;11;9;7;13;12;13;15;13;8;208
"17004 RIO FORMOSO";4;1;3;3;7;6;2;5;4;11;19;14;11;5;10;13;3;2;15;13;19;19;9;198
"17005 GURUPI";7;7;8;4;5;5;1;1;4;2;3;10;1;3;1;3;2;8;3;6;3;9;8;104
"17006 PORTO NACIONAL";7;6;4;6;2;7;3;7;15;41;48;37;29;10;24;10;11;5;4;12;13;13;10;324
"17007 JALAPAO";1;1;1;1;6;1;1;1;2;2;3;5;6;6;5;2;4;7;8;2;14;6;7;92
"17008 DIANOPOLIS";6;3;6;4;5;3;1;2;5;8;3;7;6;3;8;6;7;12;3;1;10;3;12;124
"Ignorado - TO";-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;1;4;-;-;-;1;-;-;10
"Total";10961;10024;10594;10206;10096;9917;8430;8760;8961;8548;10152;9898;10376;9583;10203;8083;8011;5862;5282;5473;6384;6848;6598;199250
