"Microrregião IBGE";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"Total"
"43004 ERECHIM";-;2;5;-;4;4;7;5;8;14;8;9;5;8;8;6;9;9;9;5;6;6;9;146
"43005 SANANDUVA";-;-;-;-;-;1;-;2;2;1;1;1;-;-;1;-;3;1;4;3;2;1;3;26
"43006 CERRO LARGO";1;-;-;1;4;-;-;3;6;3;7;5;4;2;2;2;2;5;2;3;9;3;6;70
"43007 SANTO ANGELO";2;5;5;7;5;11;6;12;18;9;15;10;7;9;9;7;7;9;5;6;6;6;8;184
"43008 IJUI";1;4;5;4;2;4;5;4;6;7;5;10;7;5;2;4;4;3;9;7;4;10;8;120
"43009 CARAZINHO";2;-;2;1;2;5;3;4;5;5;5;3;8;5;10;4;6;11;9;6;10;2;6;114
"43010 PASSO FUNDO";2;2;4;3;7;5;5;13;10;5;9;3;18;9;22;7;10;14;14;12;12;13;14;213
"43011 CRUZ ALTA";-;2;1;1;1;-;1;3;3;2;3;5;1;3;7;5;4;3;6;3;6;5;6;71
"43012 NAO-ME-TOQUE";-;-;1;2;1;1;2;2;-;-;1;2;2;1;2;-;2;-;-;2;3;1;-;25
"43013 SOLEDADE";-;-;1;-;1;-;-;-;1;1;-;1;1;1;1;1;4;1;1;3;3;3;1;25
"43014 GUAPORE";1;1;1;2;7;1;7;1;3;1;4;3;8;4;6;2;2;3;3;2;4;4;9;79
"43015 VACARIA";1;3;2;3;5;1;1;2;-;1;1;3;5;2;4;-;2;4;5;5;4;1;3;58
"43016 CAXIAS DO SUL";14;12;25;22;25;37;31;27;24;40;45;38;46;35;31;20;24;39;26;39;41;38;22;701
"43017 SANTIAGO";-;-;-;-;3;2;1;1;-;3;1;1;5;2;3;2;1;3;-;2;6;3;2;41
"43018 SANTA MARIA";3;5;-;1;-;-;1;2;-;1;1;3;-;3;1;14;13;13;14;8;5;12;12;112
"43019 RESTINGA SECA";-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;3;3;3;3;1;4;2;1;22
"43020 SANTA CRUZ DO SUL";7;18;15;16;19;14;21;21;20;12;22;36;24;22;23;11;20;23;28;26;21;16;20;455
"43021 LAJEADO-ESTRELA";9;17;16;16;29;24;23;24;26;37;27;24;18;29;27;18;20;24;22;19;28;25;21;523
"43022 CACHOEIRA DO SUL";2;3;2;-;7;4;6;4;4;8;7;2;5;7;4;6;3;11;8;3;7;9;13;125
"43023 MONTENEGRO";4;5;5;7;6;11;13;13;9;10;12;13;17;9;6;15;14;12;11;12;16;13;7;240
"43024 GRAMADO-CANELA";3;2;7;2;4;5;12;10;10;4;9;18;26;10;17;9;14;15;17;21;13;10;9;247
"43025 SAO JERONIMO";1;-;-;-;1;3;2;-;2;-;-;3;4;4;6;7;6;4;8;7;4;-;3;65
"43026 PORTO ALEGRE";26;27;38;46;53;36;64;71;60;78;79;82;81;102;100;74;80;95;87;105;97;91;111;1683
"43027 OSORIO";-;2;2;3;7;10;7;15;14;13;26;14;18;25;22;14;15;18;19;9;12;12;7;284
"43028 CAMAQUA";-;-;1;4;-;3;1;1;3;2;4;14;7;6;10;8;3;10;5;9;11;5;5;112
"43029 CAMPANHA OCIDENTAL";7;-;12;11;10;10;4;11;14;17;12;16;13;12;8;2;12;13;7;5;7;13;14;230
"43030 CAMPANHA CENTRAL";2;2;1;1;2;3;3;2;5;2;6;3;9;2;5;5;5;7;7;5;7;1;5;90
"43031 CAMPANHA MERIDIONAL";-;4;2;4;1;7;8;6;5;8;7;3;6;5;3;2;5;10;4;7;5;4;9;115
"43032 SERRAS DE SUDESTE";-;-;-;2;2;3;-;5;1;3;4;2;3;5;5;5;10;6;3;7;3;5;2;76
"43033 PELOTAS";6;5;3;7;9;13;16;13;13;26;14;25;25;19;20;17;24;14;17;28;23;15;28;380
"43034 JAGUARAO";1;-;-;-;1;1;-;1;1;1;-;-;1;1;-;-;1;5;-;-;1;1;2;18
"43035 LITORAL LAGUNAR";1;1;3;8;12;21;19;10;18;18;19;15;20;24;24;18;11;15;9;11;17;8;8;310
"42001 SAO MIGUEL DO OESTE";2;3;6;6;3;4;3;5;11;7;6;12;11;10;14;13;11;13;14;13;7;15;12;201
"42002 CHAPECO";11;6;10;11;12;27;20;18;21;36;28;41;33;37;45;38;34;40;33;21;28;30;33;613
"42003 XANXERE";-;1;7;4;9;6;8;11;7;8;9;9;14;13;12;9;11;12;9;9;12;7;13;200
"42004 JOACABA";3;10;6;9;10;16;18;26;15;24;16;20;18;8;20;18;17;19;19;24;17;25;14;372
"42005 CONCORDIA";1;1;5;8;11;5;8;9;13;10;10;13;8;8;8;11;11;11;5;13;12;8;8;197
"42006 CANOINHAS";3;4;4;10;3;13;15;14;27;22;28;15;25;12;22;10;18;13;13;18;11;15;12;327
"42007 SAO BENTO DO SUL";1;5;4;6;5;14;7;7;11;9;8;13;13;14;7;7;8;6;6;4;19;4;10;188
"42008 JOINVILLE";19;53;41;49;43;52;74;71;76;78;82;86;81;81;76;76;64;63;58;51;53;69;68;1464
"42009 CURITIBANOS";-;2;-;2;3;4;7;8;5;6;3;5;9;5;11;5;5;8;4;4;5;7;6;114
"42010 CAMPOS DE LAGES";-;2;5;4;3;7;6;4;6;9;11;9;11;17;21;18;12;11;18;18;16;16;14;238
"42011 RIO DO SUL";6;10;13;16;18;19;32;36;19;28;22;27;25;13;19;18;25;21;24;21;25;15;18;470
"42012 BLUMENAU";34;32;31;48;59;48;75;71;81;68;108;110;79;79;89;81;60;73;54;83;54;49;72;1538
"42013 ITAJAI";25;17;19;32;31;35;44;55;52;70;61;60;58;60;64;54;52;49;43;67;34;34;46;1062
"42014 ITUPORANGA";1;1;-;3;4;8;5;6;8;2;5;7;4;7;4;3;7;5;7;8;6;5;5;111
"42015 TIJUCAS";7;3;5;6;3;10;9;9;13;16;13;14;11;8;13;10;18;9;6;7;9;7;6;212
"42016 FLORIANOPOLIS";24;33;30;29;31;42;68;39;30;64;54;61;66;62;70;51;55;66;52;44;44;51;57;1123
"42017 TABULEIRO";1;3;6;1;3;-;3;-;2;3;1;1;2;5;3;9;2;3;6;2;2;1;1;60
"42018 TUBARAO";5;13;18;35;58;42;38;64;43;57;52;52;61;46;40;30;45;42;32;35;38;37;33;916
"42019 CRICIUMA";13;24;34;36;39;32;32;25;37;25;26;37;26;22;36;26;36;36;23;23;20;24;21;653
"42020 ARARANGUA";16;7;8;8;14;15;15;14;20;15;18;21;20;15;23;12;12;16;8;11;18;11;13;330
"Ignorado - SC";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;2
"28001 SERGIPANA DO SERTAO DO SAO FRANCISCO";-;5;7;7;10;9;12;14;22;29;29;31;50;37;41;42;39;30;22;30;36;37;30;569
"28002 CARIRA";4;4;2;2;3;6;7;5;5;10;17;11;14;12;7;18;8;9;12;12;17;17;18;220
"28003 NOSSA SENHORA DAS DORES";2;1;2;2;4;3;3;7;6;6;13;9;16;16;11;12;16;6;15;4;5;5;7;171
"28004 AGRESTE DE ITABAIANA";3;5;15;15;14;16;16;15;16;23;23;36;34;35;26;49;33;29;36;22;23;29;35;548
"28005 TOBIAS BARRETO";1;3;3;5;13;5;15;9;19;11;13;15;32;20;17;13;13;15;14;22;8;15;15;296
"28006 AGRESTE DE LAGARTO";2;7;6;7;11;11;7;10;9;18;24;18;23;34;9;22;12;16;13;19;13;22;20;333
"28007 PROPRIA";6;3;6;5;5;6;9;5;4;13;10;17;26;16;27;16;19;22;14;26;18;14;15;302
"28008 COTINGUIBA";-;-;-;4;2;1;5;8;7;5;5;5;14;9;13;4;8;6;7;3;9;6;3;124
"28009 JAPARATUBA";-;-;2;3;3;2;3;7;2;9;7;7;8;20;8;10;7;10;8;4;7;7;6;140
"28010 BAIXO COTINGUIBA";-;3;2;1;1;2;5;8;2;6;10;13;15;17;15;4;11;8;5;4;9;5;6;152
"28011 ARACAJU";12;12;13;20;27;24;30;38;53;70;73;76;79;82;63;54;43;42;46;47;41;49;56;1050
"28012 BOQUIM";3;3;4;14;7;5;9;14;14;22;25;24;39;19;24;32;29;26;28;21;37;26;20;445
"28013 ESTANCIA";2;3;4;10;8;6;5;9;13;13;18;21;26;18;19;14;15;10;12;14;25;10;12;287
"Ignorado - SE";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"35001 JALES";1;2;2;4;-;1;2;4;1;7;4;5;6;7;3;2;2;2;2;3;4;2;4;70
"35002 FERNANDOPOLIS";-;-;-;-;1;-;-;1;2;4;7;4;1;2;3;3;4;12;6;6;5;3;7;71
"35003 VOTUPORANGA";1;1;1;2;-;-;-;2;2;2;3;2;4;6;12;6;8;11;7;10;8;13;11;112
"35004 SAO JOSE DO RIO PRETO";10;10;5;7;18;16;19;18;10;15;17;25;19;34;25;20;38;53;39;42;46;46;48;580
"35005 CATANDUVA";-;-;3;6;12;14;9;11;14;16;14;16;16;8;12;25;9;11;11;17;10;13;13;260
"35006 AURIFLAMA";-;1;1;-;-;1;4;2;6;1;2;3;1;2;2;2;4;5;-;1;2;2;-;42
"35007 NHANDEARA";-;1;-;-;-;1;1;2;3;2;1;2;1;1;2;4;-;2;-;4;-;3;5;35
"35008 NOVO HORIZONTE";-;-;1;2;1;-;1;2;3;2;3;2;2;4;5;3;4;3;6;6;6;4;5;65
"35009 BARRETOS";1;4;1;2;3;2;7;1;10;5;5;5;5;8;3;4;6;3;2;12;6;4;6;105
"35010 SAO JOAQUIM DA BARRA";4;3;1;2;3;4;6;3;8;8;11;8;16;4;3;4;6;6;5;8;8;11;4;136
"35011 ITUVERAVA";-;-;1;1;-;1;-;3;1;2;1;4;-;1;1;3;1;3;2;3;2;7;2;39
"35012 FRANCA";4;7;6;8;6;4;9;19;17;22;21;21;12;14;18;8;25;23;22;19;27;24;16;352
"35013 JABOTICABAL";4;10;8;4;6;10;14;18;19;18;20;7;33;18;12;14;13;20;22;19;22;10;16;337
"35014 RIBEIRAO PRETO";9;11;5;10;15;14;45;44;50;55;67;52;60;72;64;51;45;65;51;48;61;69;57;1020
"35015 BATATAIS";-;-;1;1;2;-;2;-;-;1;3;3;4;2;1;1;1;4;1;2;6;6;2;43
"35016 ANDRADINA";2;3;3;2;-;2;4;10;6;5;7;11;7;9;10;8;3;6;3;4;6;5;8;124
"35017 ARACATUBA";4;5;6;14;8;6;5;8;3;3;4;14;15;17;21;10;13;11;20;14;21;11;20;253
"35018 BIRIGUI";2;2;1;4;7;9;12;5;8;8;13;14;14;15;17;17;14;12;18;15;21;23;16;267
"35019 LINS";-;2;-;-;1;-;7;9;6;10;13;8;6;10;6;5;8;8;7;9;7;10;19;151
"35020 BAURU";-;1;2;5;8;7;11;22;23;33;28;23;17;16;30;15;38;31;19;14;18;19;19;399
"35021 JAU";-;-;2;3;2;-;11;19;20;23;25;24;21;18;15;13;17;19;28;18;28;23;15;344
"35022 AVARE";1;-;2;4;1;1;5;12;5;2;10;10;9;9;7;4;7;5;4;4;6;3;2;113
"35023 BOTUCATU";-;1;2;2;1;7;5;6;5;5;9;16;16;12;10;4;12;8;7;8;14;9;7;166
"35024 ARARAQUARA";9;16;9;9;7;10;29;36;33;25;39;42;38;35;28;29;28;16;29;32;26;33;23;581
"35025 SAO CARLOS";4;2;-;2;3;1;6;17;17;7;9;7;5;12;11;12;9;13;8;16;17;20;12;210
"35026 RIO CLARO";7;9;4;6;13;14;14;11;15;13;19;14;16;7;12;12;13;9;12;12;14;22;19;287
"35027 LIMEIRA";2;3;3;2;5;9;4;8;5;4;6;3;8;11;20;15;15;21;25;26;38;38;45;316
"35028 PIRACICABA";8;6;11;3;5;18;22;21;20;26;21;25;22;24;39;30;26;28;19;27;24;25;33;483
"35029 PIRASSUNUNGA";1;1;4;3;1;5;1;9;1;3;3;7;8;4;6;5;2;10;10;7;14;7;9;121
"35030 SAO JOAO DA BOA VISTA";6;5;7;10;7;7;21;14;20;13;16;21;13;13;18;18;12;15;20;19;14;21;21;331
"35031 MOJI MIRIM";4;2;1;4;2;5;4;4;4;4;9;11;4;8;21;8;8;8;20;21;36;29;32;249
"35032 CAMPINAS";25;25;23;33;61;66;114;120;185;129;148;184;136;139;138;110;135;147;111;120;140;161;153;2603
"35033 AMPARO";-;1;3;3;1;5;8;10;9;6;6;17;13;12;8;11;17;21;17;14;13;27;19;241
"35034 DRACENA";7;2;4;1;2;3;3;5;13;6;11;6;2;6;3;5;11;4;3;3;4;5;9;118
"35035 ADAMANTINA";1;1;-;2;-;5;-;4;10;5;7;5;5;4;1;3;2;3;5;6;8;5;5;87
"35036 PRESIDENTE PRUDENTE";8;7;7;5;10;5;11;8;26;18;28;22;23;23;32;36;30;22;22;28;20;37;34;462
"35037 TUPA";1;2;3;2;1;6;7;2;9;2;5;9;6;4;7;1;1;10;3;6;4;9;11;111
"35038 MARILIA";3;4;4;3;5;5;12;15;23;26;14;15;23;7;6;10;9;10;7;9;9;7;8;234
"35039 ASSIS";2;1;1;-;-;3;3;1;-;1;5;4;10;16;17;8;12;10;7;10;6;9;7;133
"35040 OURINHOS";1;4;4;5;8;7;14;6;9;11;7;13;4;10;20;11;14;9;8;8;20;14;8;215
"35041 ITAPEVA";2;6;5;7;11;8;9;11;8;15;10;9;15;12;11;10;11;19;7;8;8;7;16;225
"35042 ITAPETININGA";4;3;4;4;7;5;7;10;13;9;3;11;14;13;13;9;7;10;6;16;12;7;10;197
"35043 TATUI";1;3;2;7;4;12;12;17;18;14;20;17;20;27;14;10;13;11;14;14;14;22;16;302
"35044 CAPAO BONITO";-;-;2;1;5;-;2;8;4;10;9;9;8;16;8;3;10;5;5;4;6;8;11;134
"35045 PIEDADE";-;4;6;2;3;3;8;16;13;14;19;17;15;18;23;10;16;12;8;16;13;14;16;266
"35046 SOROCABA";11;13;13;20;16;34;64;78;70;75;70;88;81;91;71;62;52;47;63;71;82;79;95;1346
"35047 JUNDIAI";2;2;4;10;17;17;30;29;28;30;29;34;37;52;45;37;29;44;33;34;39;48;56;686
"35048 BRAGANCA PAULISTA";4;2;1;2;4;4;20;23;23;25;32;28;41;35;48;39;30;33;44;48;36;41;52;615
"35049 CAMPOS DO JORDAO";1;1;-;-;1;-;4;3;2;-;3;1;2;-;1;1;1;2;6;3;3;-;2;37
"35050 SAO JOSE DOS CAMPOS";7;12;12;9;11;9;21;15;20;9;27;22;28;27;31;27;32;30;25;34;34;38;57;537
"35051 GUARATINGUETA";2;5;5;4;10;8;2;9;9;5;8;13;16;13;13;20;9;14;12;13;12;11;11;224
"35052 BANANAL";-;-;1;-;1;-;-;1;-;-;2;2;1;1;-;-;1;-;1;-;1;1;-;13
"35053 PARAIBUNA/PARAITINGA";-;-;-;1;-;-;-;2;3;-;4;7;4;1;1;1;3;6;3;2;-;8;1;47
"35054 CARAGUATATUBA";7;2;7;8;7;14;9;18;13;23;19;12;23;19;22;12;15;12;11;13;9;20;7;302
"35055 REGISTRO";2;2;2;4;4;8;-;4;9;11;8;4;5;4;6;10;3;17;6;5;7;7;8;136
"35056 ITANHAEM";-;2;4;-;1;1;-;4;1;10;6;12;11;8;6;6;9;9;9;8;13;16;12;148
"35057 OSASCO";11;18;18;16;22;34;62;73;74;65;71;52;73;48;65;58;52;60;64;63;76;89;79;1243
"35058 FRANCO DA ROCHA";1;8;9;3;9;18;15;10;27;27;22;27;23;26;27;23;12;20;21;24;27;20;18;417
"35059 GUARULHOS";11;14;14;10;19;22;21;28;41;42;43;56;50;34;48;34;39;35;26;31;21;36;37;712
"35060 ITAPECERICA DA SERRA";3;9;3;8;13;14;22;22;33;32;40;22;28;25;28;32;41;25;28;35;35;47;41;586
"35061 SAO PAULO";36;142;51;135;153;182;389;358;453;453;502;537;475;419;470;426;394;240;114;353;401;366;126;7175
"35062 MOGI DAS CRUZES";6;8;7;9;11;12;15;30;37;35;37;38;45;39;45;37;36;34;39;24;48;39;31;662
"35063 SANTOS";8;8;15;16;21;26;48;51;65;45;53;70;70;54;43;49;55;61;62;54;89;70;78;1111
"Ignorado - SP";-;-;-;-;2;-;-;-;1;3;2;2;2;1;1;12;5;3;1;4;1;4;7;51
"17001 BICO DO PAPAGAIO";3;7;9;10;10;10;9;11;15;13;25;25;26;27;28;21;27;40;19;19;23;23;25;425
"17002 ARAGUAINA";22;24;13;22;25;30;18;26;35;42;34;42;39;38;45;41;48;46;46;58;29;54;69;846
"17003 MIRACEMA DO TOCANTINS";3;4;12;9;21;12;7;18;20;9;16;29;25;23;22;20;30;26;20;24;18;24;27;419
"17004 RIO FORMOSO";4;7;11;10;9;15;8;14;17;14;15;14;13;19;19;27;18;18;16;21;18;13;20;340
"17005 GURUPI";3;1;3;5;11;7;11;11;13;12;10;8;13;23;18;26;30;30;25;19;17;23;36;355
"17006 PORTO NACIONAL";9;22;26;29;18;24;32;37;32;30;29;44;35;47;45;60;60;65;63;54;50;57;69;937
"17007 JALAPAO";4;1;1;1;5;2;1;4;2;7;10;6;10;10;15;10;14;10;12;15;17;13;19;189
"17008 DIANOPOLIS";-;1;1;5;4;7;9;5;14;15;12;6;13;16;15;15;29;23;15;10;8;11;13;247
"Ignorado - TO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;1;-;-;4
"Total";2465;3100;3744;4271;5042;5974;7162;8078;8898;9268;10825;11433;12480;11983;12604;12066;12036;12154;11435;11182;11853;11942;12058;212053
