"Microrregião IBGE";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"Total"
"31056 ITAJUBA";3;1;2;2;3;7;1;7;9;4;3;12;10;12;6;7;8;7;8;5;13;9;5;144
"31057 LAVRAS";1;2;4;-;2;7;2;2;6;5;13;9;11;4;8;9;9;3;5;9;4;4;9;128
"31058 SAO JOAO DEL REI";1;-;2;1;1;1;-;8;5;8;2;5;3;8;9;7;14;15;7;8;9;9;8;131
"31059 BARBACENA";4;4;1;2;2;6;3;3;2;3;2;4;13;12;9;15;13;10;8;6;13;7;5;147
"31060 PONTE NOVA";1;-;-;1;1;2;3;4;8;8;5;6;13;13;13;5;9;19;17;12;10;9;5;164
"31061 MANHUACU";6;1;4;2;9;7;11;16;25;9;16;24;24;25;32;24;12;39;29;15;24;22;23;399
"31062 VICOSA";2;4;2;4;2;4;5;5;9;8;8;15;8;10;16;19;14;14;16;10;13;19;15;222
"31063 MURIAE";-;-;2;4;-;6;3;5;7;10;8;10;17;16;13;20;16;18;19;15;15;9;13;226
"31064 UBA";2;1;-;6;3;6;13;9;9;19;22;22;18;18;21;27;22;19;20;16;17;14;22;326
"31065 JUIZ DE FORA";9;10;9;13;7;11;16;17;15;14;24;26;23;26;23;32;20;27;21;14;22;14;13;406
"31066 CATAGUASES";1;4;3;3;6;3;1;5;1;1;4;6;15;7;7;10;6;6;7;6;4;12;5;123
"Ignorado - MG";-;-;-;-;-;-;2;-;1;3;1;-;-;3;1;1;2;-;-;1;-;-;-;15
"50001 BAIXO PANTANAL";-;1;1;2;2;4;5;4;10;10;5;4;11;5;8;2;7;7;7;10;6;4;3;118
"50002 AQUIDAUANA";1;-;2;3;2;1;4;4;3;8;4;6;8;8;7;9;8;8;3;9;7;10;8;123
"50003 ALTO TAQUARI";1;4;3;2;5;10;10;10;10;10;14;22;11;16;9;13;13;16;9;11;1;11;9;220
"50004 CAMPO GRANDE";16;10;14;19;16;53;41;62;86;76;80;100;92;75;93;92;80;58;66;79;89;92;75;1464
"50005 CASSILANDIA";1;-;3;3;6;3;5;5;5;6;7;11;7;8;16;4;3;4;9;6;9;6;11;138
"50006 PARANAIBA";-;1;3;3;3;1;5;3;10;6;6;8;13;7;12;10;4;6;8;7;7;7;11;141
"50007 TRES LAGOAS";-;-;4;3;3;14;14;10;8;10;22;28;17;16;17;9;18;11;19;12;16;13;15;279
"50008 NOVA ANDRADINA";-;-;3;5;-;8;6;11;3;8;17;8;14;9;11;13;7;16;6;9;8;5;5;172
"50009 BODOQUENA";1;2;2;2;2;5;6;6;9;11;7;10;9;15;6;7;7;9;9;15;3;7;8;158
"50010 DOURADOS";10;15;26;24;24;35;45;41;39;50;68;65;74;79;84;56;60;55;58;69;71;89;64;1201
"50011 IGUATEMI";3;3;8;11;11;18;23;29;20;23;29;23;34;28;36;24;22;21;20;32;33;20;24;495
"Ignorado - MS";-;-;1;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"51001 ARIPUANA";4;7;12;13;13;12;9;11;22;21;20;23;26;19;34;23;26;24;22;25;21;26;22;435
"51002 ALTA FLORESTA";3;11;4;8;8;8;10;7;15;13;22;19;16;25;29;12;21;11;23;11;30;38;21;365
"51003 COLIDER";6;4;7;8;20;15;15;10;11;15;17;13;17;21;15;14;17;13;22;25;31;41;23;380
"51004 PARECIS";5;5;6;6;8;8;3;5;13;19;15;13;15;25;17;15;13;7;11;10;15;10;16;260
"51005 ARINOS";3;6;5;9;6;6;7;8;9;12;13;6;8;6;12;10;8;6;12;9;15;20;12;208
"51006 ALTO TELES PIRES";7;3;6;9;11;3;12;20;17;36;33;35;36;36;26;33;38;25;46;42;51;43;50;618
"51007 SINOP";9;8;11;7;15;10;14;29;13;35;20;33;31;30;32;29;35;44;48;32;47;45;55;632
"51008 PARANATINGA";1;3;2;-;2;3;2;7;-;1;7;3;2;4;6;5;3;8;2;3;5;3;6;78
"51009 NORTE ARAGUAIA";4;7;7;6;12;11;6;10;10;14;10;16;19;13;17;28;16;16;18;20;17;18;15;310
"51010 CANARANA";1;8;6;5;3;7;6;9;8;18;13;8;21;13;22;16;22;15;14;20;26;17;26;304
"51011 MEDIO ARAGUAIA";1;3;7;4;2;1;3;6;5;11;6;4;8;8;8;9;7;14;13;11;12;9;7;159
"51012 ALTO GUAPORE";2;7;1;1;2;7;9;9;7;10;11;12;10;18;7;8;6;16;13;14;12;13;17;212
"51013 TANGARA DA SERRA";5;-;8;9;7;7;10;16;15;17;16;17;13;16;15;16;21;28;20;23;18;19;7;323
"51014 JAURU";9;3;7;7;6;11;6;7;20;18;18;18;12;27;17;13;14;12;12;13;14;11;18;293
"51015 ALTO PARAGUAI";-;-;2;2;-;4;1;-;2;4;5;2;6;4;6;3;5;6;5;7;4;5;3;76
"51016 ROSARIO OESTE";-;1;-;-;1;1;1;1;3;6;4;5;1;2;2;3;5;2;1;-;1;2;5;47
"51017 CUIABA";28;33;30;30;27;37;40;55;68;60;80;76;73;80;67;95;91;106;91;72;96;92;81;1508
"51018 ALTO PANTANAL";3;2;7;3;5;7;13;16;11;12;13;9;18;17;18;15;12;19;20;10;16;26;18;290
"51019 PRIMAVERA DO LESTE";5;3;3;6;9;7;8;5;15;8;7;7;9;11;12;11;10;11;10;9;11;7;12;196
"51020 TESOURO";2;4;1;1;1;2;3;4;7;9;4;6;8;5;1;5;6;2;1;4;4;2;5;87
"51021 RONDONOPOLIS";14;11;12;22;19;25;37;32;34;29;43;27;41;31;25;29;32;24;30;29;33;50;47;676
"51022 ALTO ARAGUAIA";-;2;1;2;3;5;3;4;6;2;8;3;1;6;5;3;4;1;4;2;4;2;1;72
"Ignorado - MT";-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;1;-;-;-;-;-;-;4
"15001 OBIDOS";1;1;-;2;2;-;2;4;5;7;4;2;5;13;10;12;12;11;13;9;12;12;14;153
"15002 SANTAREM";-;2;-;2;1;3;3;-;2;8;11;16;10;11;22;16;32;32;36;77;70;32;49;435
"15003 ALMEIRIM";-;-;-;1;-;1;1;-;-;1;5;2;1;7;2;3;2;2;4;2;1;2;2;39
"15004 PORTEL";-;-;-;1;1;-;1;-;-;-;1;2;1;2;1;2;3;1;1;2;-;3;3;25
"15005 FUROS DE BREVES";-;1;-;-;1;4;-;-;1;2;-;1;2;2;-;3;2;2;-;4;5;4;4;38
"15006 ARARI";-;-;-;1;-;2;-;1;3;4;2;3;7;8;5;6;6;6;11;5;6;8;6;90
"15007 BELEM";2;4;4;10;10;15;15;16;19;15;28;41;29;28;30;51;26;40;38;36;33;51;71;612
"15008 CASTANHAL";1;4;-;3;2;6;6;5;9;12;10;23;20;12;23;21;28;21;22;19;28;9;24;308
"15009 SALGADO";1;-;-;1;-;3;5;5;8;4;9;9;12;13;11;6;14;19;10;15;14;10;13;182
"15010 BRAGANTINA";3;2;2;2;3;3;6;5;2;2;12;8;17;19;10;20;17;18;23;14;26;20;14;248
"15011 CAMETA";-;1;-;-;2;2;5;6;3;5;9;7;9;17;8;12;13;11;9;13;12;17;17;178
"15012 TOME-ACU";6;8;5;7;6;6;4;4;10;6;14;14;17;26;18;23;17;11;20;11;26;21;30;310
"15013 GUAMA";4;1;1;5;3;5;9;8;9;8;19;17;26;26;33;34;34;26;33;16;28;18;16;379
"15014 ITAITUBA";2;2;6;10;7;5;2;16;9;20;17;26;16;28;17;21;34;34;41;34;48;33;27;455
"15015 ALTAMIRA";3;4;7;16;24;15;18;22;28;41;47;49;71;77;88;87;92;68;56;50;55;47;47;1012
"15016 TUCURUI";10;15;11;28;30;31;25;25;28;28;29;49;31;28;11;18;18;43;52;17;27;27;37;618
"15017 PARAGOMINAS";9;6;8;9;11;14;23;30;21;12;21;37;25;20;19;25;30;45;32;15;17;20;14;463
"15018 SAO FELIX DO XINGU";1;15;17;13;19;23;18;22;24;23;41;26;26;42;35;27;43;42;43;38;43;36;37;654
"15019 PARAUAPEBAS";4;11;11;20;21;25;27;21;22;17;25;36;50;60;46;50;33;51;38;39;38;46;40;731
"15020 MARABA";7;12;9;10;12;9;5;17;11;17;23;20;39;23;11;14;5;45;48;30;29;18;20;434
"15021 REDENCAO";14;9;20;18;14;18;16;25;24;32;50;34;39;44;32;24;41;29;36;27;44;35;39;664
"15022 CONCEICAO DO ARAGUAIA";4;4;5;13;11;9;13;9;9;20;24;19;24;28;30;23;22;27;28;20;26;19;30;417
"Ignorado - PA";-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;1;-;-;1;-;2;6
"25001 CATOLE DO ROCHA";1;3;7;3;5;11;12;13;13;9;10;11;15;9;12;11;11;13;9;5;9;15;10;217
"25002 CAJAZEIRAS";4;7;10;5;8;7;11;11;13;24;18;18;19;21;18;18;15;12;17;18;13;24;29;340
"25003 SOUSA";3;1;2;2;3;9;11;19;21;16;20;23;27;20;25;9;11;18;16;21;11;12;24;324
"25004 PATOS";2;1;1;1;1;6;1;5;6;3;8;10;7;3;10;11;8;13;15;2;8;11;6;139
"25005 PIANCO";-;3;5;2;-;1;5;1;5;8;5;3;8;8;4;3;5;6;3;4;7;6;10;102
"25006 ITAPORANGA";-;-;2;2;-;4;1;2;3;3;6;9;7;7;8;5;7;4;3;9;6;9;4;101
"25007 SERRA DO TEIXEIRA";1;1;4;3;2;4;4;5;7;9;7;10;15;10;17;13;4;16;9;6;11;13;10;181
"25008 SERIDO OCIDENTAL PARAIBANO";-;-;1;-;2;1;1;1;2;2;2;3;4;2;3;2;3;3;2;4;-;3;2;43
"25009 SERIDO ORIENTAL PARAIBANO";1;-;-;4;1;4;2;7;14;4;7;4;13;10;11;15;9;14;17;13;11;10;13;184
"25010 CARIRI OCIDENTAL";3;1;5;1;5;6;4;2;12;6;4;7;14;16;19;23;18;23;15;18;22;21;20;265
"25011 CARIRI ORIENTAL";-;-;-;-;1;1;3;5;6;5;3;2;7;10;11;10;11;8;9;11;11;5;4;123
"25012 CURIMATAU OCIDENTAL";2;-;2;2;12;6;2;7;3;6;3;5;13;15;11;23;23;14;16;15;9;11;13;213
"25013 CURIMATAU ORIENTAL";-;-;1;1;1;8;5;5;8;4;9;17;5;13;16;13;23;16;10;15;9;8;14;201
"25014 ESPERANCA";-;2;1;-;2;3;1;-;2;3;3;3;7;2;7;8;8;6;4;1;3;4;4;74
"25015 BREJO PARAIBANO";-;-;-;-;1;1;3;7;7;9;5;14;14;17;22;11;17;9;9;12;19;14;19;210
"25016 GUARABIRA";-;1;-;2;4;3;6;5;1;10;8;11;13;20;17;20;29;21;19;20;6;20;18;254
"25017 CAMPINA GRANDE";3;-;1;2;5;7;5;27;40;31;18;25;38;34;33;44;45;46;37;37;38;35;38;589
"25018 ITABAIANA";-;1;3;-;3;9;1;5;4;3;2;8;4;12;12;10;14;21;10;12;11;11;10;166
"25019 UMBUZEIRO";-;-;-;1;1;1;-;3;7;1;3;-;5;2;6;8;4;4;4;6;7;3;7;73
"25020 LITORAL NORTE";-;2;1;1;3;8;7;9;15;6;20;10;16;22;13;24;26;20;18;22;10;17;16;286
"25021 SAPE";1;-;3;-;2;5;2;3;11;6;9;8;11;23;11;20;23;19;19;19;19;15;13;242
"25022 JOAO PESSOA";3;3;22;5;21;26;16;31;31;41;44;47;70;68;61;72;91;77;79;67;54;62;44;1035
"25023 LITORAL SUL";-;3;2;1;2;1;2;3;10;4;6;10;13;8;11;15;13;15;13;6;13;12;4;167
"Ignorado - PB";-;-;-;-;-;1;-;-;-;1;-;-;2;2;1;-;-;-;1;2;2;1;2;15
"26001 ARARIPINA";10;11;16;20;20;22;24;25;46;48;59;62;81;81;94;64;73;77;79;51;84;64;67;1178
"26002 SALGUEIRO";10;8;6;8;8;9;2;9;5;4;18;31;28;24;28;23;23;27;17;16;20;27;22;373
"26003 PAJEU";11;14;18;14;9;16;18;17;26;36;42;41;42;46;44;37;49;43;38;33;54;51;37;736
"26004 SERTAO DO MOXOTO";13;1;7;9;15;10;11;12;20;16;29;26;14;29;16;28;39;29;27;30;22;27;34;464
"26005 PETROLINA";16;22;24;18;3;15;19;11;26;27;25;59;68;80;67;76;91;65;63;78;65;66;68;1052
"26006 ITAPARICA";3;3;10;8;3;7;5;8;10;14;10;11;13;9;15;15;16;11;17;20;15;26;19;268
"26007 VALE DO IPANEMA";5;1;7;10;7;7;12;7;16;15;15;20;26;22;15;22;16;25;31;15;17;19;21;351
"26008 VALE DO IPOJUCA";30;30;25;39;38;51;58;64;52;61;97;103;132;89;106;105;104;96;96;87;102;106;99;1770
"26009 ALTO CAPIBARIBE";9;8;7;11;6;14;21;13;9;29;34;44;45;38;39;34;48;48;30;36;37;44;32;636
"26010 MEDIO CAPIBARIBE";3;-;10;7;9;16;12;9;14;16;24;24;24;17;32;27;25;40;30;24;31;33;27;454
"26011 GARANHUNS";9;9;21;22;14;22;25;29;29;44;41;52;70;52;60;61;70;55;63;64;72;57;72;1013
"26012 BREJO PERNAMBUCANO";7;5;4;8;15;11;18;14;12;18;21;23;37;26;29;38;34;31;31;18;25;24;29;478
"26013 MATA SETENTRIONAL PERNAMBUCANA";15;9;10;19;17;16;15;16;24;44;47;71;57;46;58;50;44;53;59;44;55;41;41;851
"26014 VITORIA DE SANTO ANTAO";2;3;4;12;16;8;18;10;6;14;13;18;20;20;11;22;14;22;21;14;16;22;15;321
"26015 MATA MERIDIONAL PERNAMBUCANA";5;10;12;14;10;13;16;19;18;27;27;42;41;34;42;50;57;41;47;38;49;40;53;705
"26016 ITAMARACA";1;1;1;1;1;-;-;4;-;3;1;7;6;7;7;13;8;14;6;7;4;4;9;105
"26017 RECIFE";21;23;30;38;64;48;51;66;50;81;118;125;139;100;138;145;150;128;86;60;91;89;80;1921
"26018 SUAPE";1;1;-;1;7;7;8;7;8;7;13;18;10;14;15;22;27;21;17;14;17;10;8;253
"Ignorado - PE";-;-;-;-;-;-;-;-;1;-;-;2;6;7;3;4;1;1;3;1;-;-;-;29
"22001 BAIXO PARNAIBA PIAUIENSE";13;13;10;15;19;23;35;24;39;44;58;62;68;70;81;80;70;76;68;71;72;64;64;1139
"22002 LITORAL PIAUIENSE";1;8;11;14;20;13;21;19;26;14;26;25;30;43;65;63;55;60;68;43;52;51;40;768
"22003 TERESINA";16;20;32;25;50;45;46;58;72;99;125;150;150;146;146;154;153;132;149;138;122;116;113;2257
"22004 CAMPO MAIOR";7;9;7;10;13;23;21;21;21;31;34;46;48;57;76;61;65;57;50;50;53;46;51;857
"22005 MEDIO PARNAIBA PIAUIENSE";2;2;2;9;3;6;13;13;18;16;39;24;41;31;38;40;41;28;24;34;22;26;32;504
"22006 VALENCA DO PIAUI";1;4;6;4;7;10;9;14;12;21;32;24;30;29;31;21;29;22;22;24;23;23;14;412
"22007 ALTO PARNAIBA PIAUIENSE";-;2;2;2;3;3;2;2;4;9;8;11;15;10;8;10;14;15;8;6;21;17;19;191
"22008 BERTOLINIA";1;1;1;2;3;2;5;2;5;3;10;7;11;11;12;13;13;7;14;8;10;16;12;169
"22009 FLORIANO";1;3;2;8;5;7;6;13;9;10;22;16;27;21;36;20;26;22;27;21;30;19;30;381
"22010 ALTO MEDIO GURGUEIA";-;2;2;2;3;2;7;6;9;13;20;13;25;25;17;24;19;14;14;15;14;16;15;277
"22011 SAO RAIMUNDO NONATO";-;2;11;4;6;10;13;8;12;19;17;27;28;33;30;28;26;25;33;36;25;34;35;462
"22012 CHAPADAS DO EXTREMO SUL PIAUIENSE";-;-;4;2;6;3;5;13;9;14;9;18;9;12;15;11;17;19;9;16;26;9;13;239
"22013 PICOS";10;8;13;13;21;26;34;36;49;45;51;69;68;51;64;58;57;52;47;50;50;53;71;996
"22014 PIO IX";-;-;4;2;5;6;8;9;12;12;16;14;17;15;20;21;22;21;12;10;16;10;22;274
"22015 ALTO MEDIO CANINDE";9;2;7;6;8;21;21;22;37;41;40;51;79;60;80;82;88;79;68;65;71;49;72;1058
"Ignorado - PI";-;-;-;-;-;-;-;2;-;-;1;-;-;-;1;2;-;2;1;-;3;2;1;15
"41001 PARANAVAI";11;9;11;12;17;5;21;37;15;29;34;33;37;34;37;28;24;17;34;34;34;26;31;570
"41002 UMUARAMA";13;13;13;17;18;21;23;41;32;27;37;40;45;35;24;33;21;21;20;32;29;24;21;600
"41003 CIANORTE";3;3;10;4;13;10;19;22;19;18;22;13;18;8;20;19;13;12;13;17;7;21;10;314
"41004 GOIOERE";2;6;6;6;2;5;6;5;7;8;11;18;15;12;15;8;13;11;8;9;16;19;5;213
"41005 CAMPO MOURAO";4;6;12;10;10;12;12;19;14;19;23;27;38;25;25;25;26;34;23;29;37;18;20;468
"41006 ASTORGA";6;4;4;7;11;11;16;12;12;5;13;12;15;14;12;16;14;7;20;13;15;15;14;268
"41007 PORECATU";2;4;4;5;6;1;3;2;6;9;7;5;5;4;5;3;8;6;2;8;4;8;6;113
"41008 FLORAI";-;1;-;3;3;1;3;2;2;1;-;1;4;6;4;4;1;2;2;4;1;2;6;53
"41009 MARINGA";15;22;18;28;31;29;28;35;46;30;50;35;45;35;53;49;49;44;48;55;63;54;63;925
"41010 APUCARANA";6;15;16;16;16;20;30;29;33;28;25;35;53;21;34;34;23;22;33;24;35;31;37;616
"41011 LONDRINA";43;39;37;34;47;47;60;77;58;53;59;64;95;56;65;73;50;48;70;56;59;44;48;1282
"41012 FAXINAL";1;1;1;1;1;1;6;4;8;7;10;4;8;2;4;5;5;2;6;6;2;3;3;91
"41013 IVAIPORA";2;1;7;8;5;6;3;13;12;11;9;22;13;15;9;12;7;16;13;10;12;13;12;231
"41014 ASSAI";1;-;4;3;4;5;6;3;7;5;14;1;12;7;4;5;8;4;2;4;8;8;10;125
"41015 CORNELIO PROCOPIO";7;5;5;7;6;9;7;19;14;6;10;8;17;16;10;17;9;10;12;5;10;15;18;242
"41016 JACAREZINHO";4;4;4;5;3;3;2;6;8;11;6;15;9;8;10;6;4;9;10;12;14;10;13;176
"41017 IBAITI";1;2;2;3;5;1;2;3;4;4;9;11;7;8;5;7;6;7;6;8;6;8;8;123
"41018 WENCESLAU BRAZ";3;3;1;-;6;1;3;3;6;11;5;11;10;14;6;7;11;8;9;14;14;18;12;176
"41019 TELEMACO BORBA";-;3;6;1;11;10;9;10;12;12;15;19;9;9;14;13;18;13;14;6;10;8;14;236
"41020 JAGUARIAIVA";2;2;3;6;1;1;2;2;5;4;10;6;10;11;11;3;6;11;2;4;2;4;6;114
"41021 PONTA GROSSA";4;4;3;4;8;14;9;9;13;15;27;19;16;26;17;15;13;22;18;18;13;20;26;333
"41022 TOLEDO";5;7;8;6;9;19;19;19;23;18;24;23;39;38;32;35;20;36;35;40;36;58;47;596
"41023 CASCAVEL";19;25;17;17;35;40;45;53;55;47;61;42;58;48;26;35;39;29;38;27;46;39;27;868
"41024 FOZ DO IGUACU";19;13;13;17;19;14;9;11;21;20;25;41;53;32;45;32;29;39;31;32;28;37;26;606
"41025 CAPANEMA";-;7;2;-;7;5;6;6;11;10;15;12;16;8;9;2;9;13;7;9;6;10;18;188
"41026 FRANCISCO BELTRAO";4;2;6;7;13;15;20;17;13;23;37;19;26;23;28;12;15;10;9;16;7;18;26;366
"41027 PATO BRANCO";1;1;-;3;3;5;3;9;5;4;8;13;15;8;7;11;8;15;11;9;16;13;16;184
"41028 PITANGA";-;1;-;1;1;1;1;6;1;5;3;7;3;8;6;4;4;3;5;3;7;7;6;83
"41029 GUARAPUAVA";4;8;7;6;3;10;12;13;19;17;10;17;21;19;25;6;18;14;22;22;30;19;19;341
"41030 PALMAS";1;-;1;-;1;4;3;5;-;4;2;5;3;2;4;1;5;6;4;6;4;3;5;69
"41031 PRUDENTOPOLIS";5;3;2;5;6;5;10;9;5;13;14;9;6;10;9;4;3;10;9;11;5;7;10;170
"41032 IRATI";3;1;3;1;5;1;5;7;10;4;2;6;2;2;9;3;5;4;4;1;3;10;5;96
"41033 UNIAO DA VITORIA";5;1;-;3;7;4;5;7;10;2;9;6;13;9;11;5;6;2;7;5;10;6;8;141
"41034 SAO MATEUS DO SUL";1;-;1;3;3;3;5;6;2;4;3;5;8;7;2;3;2;8;3;6;3;5;2;85
"41035 CERRO AZUL";-;-;-;-;-;-;1;1;2;-;2;-;-;1;-;1;3;1;2;2;-;-;2;18
"41036 LAPA";-;1;-;-;-;1;-;-;2;3;6;5;1;1;3;-;4;2;4;3;2;3;5;46
"41037 CURITIBA";26;38;23;53;64;150;139;167;178;143;122;135;112;119;125;105;134;129;140;132;137;195;157;2723
"41038 PARANAGUA";4;3;12;11;7;7;12;16;15;9;19;13;24;12;13;15;12;8;17;23;17;11;15;295
"41039 RIO NEGRO";1;5;2;1;1;6;2;5;10;4;3;1;6;6;5;5;4;1;5;6;10;11;6;106
"Ignorado - PR";-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;3
"33001 ITAPERUNA";7;4;11;9;8;10;12;13;15;13;20;20;20;22;16;24;20;21;16;13;10;16;14;334
"33002 SANTO ANTONIO DE PADUA";13;6;10;9;15;12;14;14;22;17;12;18;11;15;20;24;15;18;18;10;14;24;6;337
"33003 CAMPOS DOS GOYTACAZES";32;15;25;45;48;54;66;85;84;74;84;84;85;81;94;86;69;76;58;53;58;51;55;1462
"33004 MACAE";4;9;9;11;9;14;23;20;25;20;13;22;18;18;15;7;4;7;10;9;5;6;12;290
"33005 TRES RIOS";1;2;4;4;5;2;10;6;6;3;5;9;7;6;7;4;5;7;10;4;3;6;5;121
"33006 CANTAGALO-CORDEIRO";1;1;2;-;5;2;2;2;2;6;7;1;3;-;1;4;1;6;5;1;1;7;1;61
"33007 NOVA FRIBURGO";3;7;3;4;12;10;8;12;13;14;20;17;13;5;7;15;11;9;7;6;9;15;2;222
"33008 SANTA MARIA MADALENA";-;-;1;2;1;-;1;-;-;1;2;2;-;3;5;1;4;-;-;-;-;-;4;27
"33009 BACIA DE SAO JOAO";3;2;3;3;2;6;7;9;6;4;8;6;5;3;6;5;5;2;3;1;-;2;2;93
"33010 LAGOS";2;1;7;17;19;28;34;42;49;33;33;29;17;22;19;23;15;15;11;6;6;17;10;455
"33011 VALE DO PARAIBA FLUMINENSE";7;13;13;13;18;23;24;27;31;35;26;31;25;26;15;27;17;28;14;19;17;20;22;491
"33012 BARRA DO PIRAI";2;3;2;5;6;6;4;11;1;11;11;8;9;12;8;5;3;3;5;2;4;4;5;130
"33013 BAIA DA ILHA GRANDE";-;3;8;5;4;12;8;7;12;7;13;13;25;9;15;15;9;13;9;8;6;7;11;219
"33014 VASSOURAS";1;5;5;3;8;10;8;9;7;9;10;16;20;14;13;8;1;3;6;2;8;5;7;178
"33015 SERRANA";10;15;20;26;14;21;18;22;17;23;29;19;19;20;22;29;43;35;22;16;27;25;16;508
"33016 MACACU-CACERIBU";1;-;4;2;5;1;-;3;6;6;8;5;-;6;5;8;5;4;4;3;4;7;3;90
"33017 ITAGUAI";-;4;5;4;3;1;4;6;5;10;7;4;3;14;11;6;6;6;-;2;2;4;3;110
"33018 RIO DE JANEIRO";30;65;105;135;149;192;276;241;292;268;248;190;168;206;227;268;148;185;197;125;176;177;217;4285
"Ignorado - RJ";-;1;-;-;-;-;-;2;-;-;2;-;3;2;2;-;-;2;-;-;-;-;-;14
"24001 MOSSORO";29;19;16;18;29;20;26;36;38;47;45;40;40;42;38;41;54;34;37;21;18;35;27;750
"24002 CHAPADA DO APODI";5;3;1;4;3;4;7;11;10;8;14;16;10;17;12;11;13;7;10;12;6;8;11;203
"24003 MEDIO OESTE";-;2;3;6;5;3;4;4;5;4;4;2;9;3;4;7;11;1;9;6;4;2;4;102
"24004 VALE DO ACU";4;8;8;3;2;14;14;13;21;23;32;9;35;29;28;30;23;8;15;12;11;15;10;367
"24005 SERRA DE SAO MIGUEL";2;-;2;3;2;7;8;13;12;15;8;7;9;16;9;12;12;10;11;3;7;6;8;182
"24006 PAU DOS FERROS";9;8;3;8;9;17;14;16;10;19;17;13;21;16;17;13;15;16;17;13;11;13;7;302
"24007 UMARIZAL";2;7;3;4;3;5;13;12;17;13;10;15;7;8;11;14;11;9;3;11;7;9;1;195
"24008 MACAU";2;1;2;3;2;2;-;1;4;4;4;-;9;3;4;8;5;2;2;2;4;2;4;70
"24009 ANGICOS";1;-;-;2;-;2;-;-;4;5;3;4;5;3;7;5;5;4;2;4;3;2;4;65
"24010 SERRA DE SANTANA";-;-;3;6;5;3;3;5;-;5;11;10;14;8;9;9;10;5;12;9;7;2;5;141
"24011 SERIDO OCIDENTAL";3;7;17;11;4;3;9;3;6;13;17;10;7;7;12;11;13;8;3;7;4;6;11;192
"24012 SERIDO ORIENTAL";2;7;5;7;8;10;5;4;1;7;6;12;6;13;14;10;6;8;11;8;11;14;9;184
"24013 BAIXA VERDE";3;1;1;3;1;1;1;1;-;2;7;6;9;5;5;4;7;7;5;4;6;4;9;92
"24014 BORBOREMA POTIGUAR";5;12;5;1;-;3;5;9;11;10;14;14;13;15;16;16;11;7;12;13;6;16;8;222
"24015 AGRESTE POTIGUAR";4;4;5;5;6;6;13;7;2;11;21;19;13;23;25;12;26;22;18;25;23;11;23;324
"24016 LITORAL NORDESTE";-;1;-;4;2;1;2;1;2;2;8;6;-;2;5;2;2;2;3;6;5;5;5;66
"24017 MACAIBA";2;7;2;3;2;5;8;6;5;4;16;20;15;18;14;16;30;19;21;15;13;9;9;259
"24018 NATAL";9;7;9;18;10;7;13;12;19;30;22;30;30;39;25;22;28;24;35;24;17;11;21;462
"24019 LITORAL SUL";3;-;2;2;1;3;4;6;1;6;7;12;13;14;8;16;5;13;5;11;9;8;8;157
"11001 PORTO VELHO";7;15;15;12;6;13;20;21;23;31;40;42;54;75;53;55;64;63;47;50;39;46;57;848
"11002 GUAJARA-MIRIM";1;1;1;-;-;-;5;4;8;8;4;6;8;5;4;16;3;11;4;6;6;7;7;115
"11003 ARIQUEMES";3;6;11;2;6;10;32;14;9;10;4;17;15;15;18;30;22;23;23;25;24;22;23;364
"11004 JI-PARANA";-;4;9;11;15;13;18;12;34;27;22;35;32;27;35;29;35;58;25;29;22;22;25;539
"11005 ALVORADA D'OESTE";1;1;2;2;3;5;3;4;8;10;9;7;8;11;14;8;21;12;8;9;11;13;10;180
"11006 CACOAL";3;12;19;13;25;13;20;13;19;35;35;23;31;27;36;27;27;49;24;22;40;46;41;600
"11007 VILHENA";5;6;1;5;8;3;3;8;4;12;16;19;22;17;11;22;34;28;7;17;19;27;29;323
"11008 COLORADO DO OESTE";1;2;3;-;3;2;1;3;1;10;9;5;4;6;12;13;3;8;4;5;11;7;11;124
"Ignorado - RO";-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2
"14001 BOA VISTA";27;34;35;7;6;19;20;37;38;21;44;36;54;39;36;53;31;47;18;24;27;12;34;699
"14002 NORDESTE DE RORAIMA";2;-;-;-;3;3;3;1;4;2;2;6;1;3;7;7;3;9;6;5;3;2;7;79
"14003 CARACARAI";1;2;4;5;3;4;4;3;5;1;2;4;10;13;5;5;-;3;3;5;5;7;8;102
"14004 SUDESTE DE RORAIMA";4;6;3;3;3;4;2;5;2;5;9;5;14;15;15;11;2;5;6;7;4;9;3;142
"Ignorado - RR";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"43001 SANTA ROSA";3;2;5;5;11;8;6;6;9;4;10;9;18;6;14;7;4;10;7;6;12;7;7;176
"43002 TRES PASSOS";4;3;7;7;3;1;-;1;3;3;5;8;11;2;9;5;4;10;6;6;12;5;7;122
"43003 FREDERICO WESTPHALEN";-;3;4;3;5;10;6;2;4;6;7;6;17;19;9;6;11;16;16;9;13;7;11;190
