"Microrregião IBGE";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"Total"
"31059 BARBACENA";5;12;9;13;20;21;12;18;18;19;13;11;11;20;13;8;10;11;7;6;9;5;8;279
"31060 PONTE NOVA";2;2;4;5;4;4;2;6;3;2;4;7;11;6;6;12;5;5;2;5;1;3;4;105
"31061 MANHUACU";5;12;7;12;14;8;6;7;12;12;8;12;12;10;11;5;4;4;6;8;9;7;9;200
"31062 VICOSA";3;3;7;3;8;4;6;6;8;3;6;15;9;3;6;3;6;8;4;6;1;2;3;123
"31063 MURIAE";3;5;6;1;7;2;4;9;1;3;4;2;1;1;8;8;4;3;3;6;1;2;4;88
"31064 UBA";1;3;6;11;8;9;12;6;10;15;12;10;11;15;11;4;20;6;6;9;12;7;4;208
"31065 JUIZ DE FORA";36;43;35;27;38;38;58;45;43;34;41;34;29;27;29;39;23;39;39;30;27;24;24;802
"31066 CATAGUASES";10;6;5;6;3;5;8;3;2;2;5;8;1;2;3;5;3;6;4;2;1;4;1;95
"Ignorado - MG";9;3;14;5;6;9;12;12;15;15;8;14;18;11;18;12;10;13;5;9;11;15;16;260
"50001 BAIXO PANTANAL";1;9;4;5;5;4;4;9;5;-;4;3;4;3;3;3;2;3;6;6;4;-;-;87
"50002 AQUIDAUANA";2;4;5;2;3;7;4;4;-;-;2;3;4;2;5;-;1;2;3;3;3;3;3;65
"50003 ALTO TAQUARI";4;6;5;5;13;2;4;4;7;3;6;6;5;2;5;10;3;3;3;3;1;4;4;108
"50004 CAMPO GRANDE";22;30;30;36;44;55;53;27;36;39;32;34;22;27;19;21;26;24;32;24;28;26;27;714
"50005 CASSILANDIA";-;6;3;4;1;3;3;2;5;2;4;6;1;2;6;1;1;2;4;4;-;-;2;62
"50006 PARANAIBA";3;3;7;7;7;7;3;3;8;2;6;5;1;2;3;4;2;2;-;3;5;2;3;88
"50007 TRES LAGOAS";7;3;7;7;7;5;7;7;15;8;6;5;9;6;5;6;1;4;2;3;2;2;5;129
"50008 NOVA ANDRADINA";-;2;4;1;5;2;5;7;-;2;4;3;1;2;2;1;7;2;4;2;3;4;-;63
"50009 BODOQUENA";2;4;2;3;6;5;4;3;6;10;5;5;4;3;1;4;2;1;3;3;1;2;5;84
"50010 DOURADOS";27;22;35;24;27;35;36;31;41;25;34;40;26;30;35;34;26;17;21;28;14;21;24;653
"50011 IGUATEMI";5;25;16;12;22;14;9;11;14;14;12;16;15;15;12;11;13;12;10;9;15;6;14;302
"Ignorado - MS";3;5;8;6;13;4;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;42
"51001 ARIPUANA";6;4;3;2;3;4;1;2;3;7;6;2;3;6;7;1;2;2;1;4;2;2;4;77
"51002 ALTA FLORESTA";7;3;3;5;8;7;2;4;2;4;2;2;2;4;6;4;4;5;3;2;-;1;-;80
"51003 COLIDER";8;7;5;5;3;1;6;3;7;5;2;2;1;4;2;2;-;2;4;2;4;2;2;79
"51004 PARECIS";5;9;4;5;2;7;3;6;4;6;1;6;4;5;5;3;4;3;2;4;2;4;4;98
"51005 ARINOS";7;4;2;-;7;4;1;-;4;2;2;4;2;2;1;1;2;1;1;-;2;2;2;53
"51006 ALTO TELES PIRES";11;8;9;6;6;7;1;6;5;4;3;5;6;7;4;6;8;7;8;3;7;6;8;141
"51007 SINOP";16;12;9;3;9;6;6;3;8;8;10;9;7;12;5;6;10;8;5;9;8;9;6;184
"51008 PARANATINGA";1;2;1;3;2;-;-;-;1;1;-;3;-;-;-;-;-;-;1;2;-;-;-;17
"51009 NORTE ARAGUAIA";4;2;3;3;3;2;8;3;4;3;4;1;4;3;2;-;-;3;4;-;3;4;5;68
"51010 CANARANA";2;5;2;3;3;3;2;5;4;2;4;1;4;4;2;3;4;3;4;5;1;2;5;73
"51011 MEDIO ARAGUAIA";5;3;3;5;4;4;-;6;1;3;5;1;5;2;5;2;2;3;2;2;2;1;4;70
"51012 ALTO GUAPORE";4;1;5;3;4;1;2;5;8;5;4;4;3;-;2;1;2;3;3;4;3;2;3;72
"51013 TANGARA DA SERRA";7;7;4;4;6;12;5;4;4;3;5;4;4;4;7;-;3;4;4;2;5;2;4;104
"51014 JAURU";4;3;3;6;3;3;3;1;-;3;5;2;-;4;2;3;-;3;1;3;2;1;3;58
"51015 ALTO PARAGUAI";-;-;1;-;1;2;4;1;2;1;-;1;1;2;1;-;-;-;-;2;1;-;-;20
"51016 ROSARIO OESTE";1;1;3;2;1;-;5;1;3;1;2;1;4;2;2;3;2;-;1;1;2;-;3;41
"51017 CUIABA";57;42;78;59;49;45;49;50;53;47;55;53;41;35;43;24;32;37;43;27;31;19;32;1001
"51018 ALTO PANTANAL";8;13;9;6;10;5;2;6;2;5;5;2;10;5;6;6;4;6;5;5;2;2;4;128
"51019 PRIMAVERA DO LESTE";3;4;7;4;3;6;3;5;2;6;3;2;3;1;1;2;3;1;1;1;-;1;1;63
"51020 TESOURO";1;2;3;1;-;-;4;2;4;-;3;2;1;3;3;3;1;3;2;1;1;2;1;43
"51021 RONDONOPOLIS";10;10;16;19;17;16;22;17;14;19;19;16;15;12;16;11;11;15;10;7;8;6;8;314
"51022 ALTO ARAGUAIA";-;-;2;-;1;1;2;-;2;3;-;-;2;3;2;1;1;1;2;2;1;-;1;27
"Ignorado - MT";-;1;-;1;4;2;2;2;2;7;3;2;1;2;-;-;-;-;2;-;1;-;-;32
"15001 OBIDOS";3;3;1;-;1;2;1;-;2;2;1;3;2;4;3;7;3;2;1;2;3;6;1;53
"15002 SANTAREM";1;3;1;9;7;3;4;4;6;5;10;5;5;2;7;9;8;15;3;14;15;4;19;159
"15003 ALMEIRIM";1;-;1;-;-;1;2;1;-;-;-;4;1;1;2;-;-;1;1;-;-;-;-;16
"15004 PORTEL";-;-;-;-;-;-;-;1;-;-;-;1;2;-;1;-;1;1;-;1;1;-;3;12
"15005 FUROS DE BREVES";-;2;1;1;2;2;2;1;-;-;-;1;2;2;2;1;2;2;-;-;-;-;3;26
"15006 ARARI";-;1;-;-;-;3;3;2;5;2;3;2;1;1;3;3;1;7;-;1;1;-;1;40
"15007 BELEM";174;170;245;237;189;217;232;180;212;189;252;269;279;234;154;193;98;175;107;78;100;77;91;4152
"15008 CASTANHAL";24;27;17;23;20;26;26;46;32;31;57;45;41;40;20;35;9;16;8;9;9;11;12;584
"15009 SALGADO";9;6;10;9;6;24;12;11;15;18;19;23;18;25;10;18;11;22;6;2;8;10;6;298
"15010 BRAGANTINA";12;9;19;7;10;9;28;12;25;14;25;25;39;31;29;18;19;12;10;11;7;5;13;389
"15011 CAMETA";2;8;6;11;8;10;10;6;19;8;16;17;22;25;4;18;11;11;6;6;2;6;6;238
"15012 TOME-ACU";9;5;8;33;24;25;11;16;21;13;19;20;24;25;16;18;6;17;7;4;3;2;1;327
"15013 GUAMA";6;6;8;11;11;12;30;22;23;14;30;21;31;30;23;17;17;20;11;10;6;5;8;372
"15014 ITAITUBA";4;7;10;7;-;8;7;4;3;8;8;6;9;7;5;6;3;7;6;4;5;4;3;131
"15015 ALTAMIRA";7;6;14;11;11;10;11;10;7;8;12;11;12;13;14;13;9;7;11;1;7;2;1;208
"15016 TUCURUI";13;18;25;27;14;23;14;9;22;13;22;20;17;9;15;11;3;8;4;1;4;-;1;293
"15017 PARAGOMINAS";19;15;8;18;19;15;22;14;15;5;26;14;13;13;10;11;9;2;4;6;6;5;5;274
"15018 SAO FELIX DO XINGU";6;1;1;5;2;4;6;4;1;6;6;4;4;3;5;2;1;4;4;1;1;-;2;73
"15019 PARAUAPEBAS";7;5;7;8;11;13;18;11;13;15;12;22;16;11;14;8;4;3;4;7;6;10;11;236
"15020 MARABA";29;21;45;25;29;33;34;48;55;35;37;49;41;17;11;8;8;3;12;10;6;3;9;568
"15021 REDENCAO";6;11;9;1;6;2;9;9;5;5;10;8;3;3;2;4;6;6;7;3;5;5;9;134
"15022 CONCEICAO DO ARAGUAIA";2;4;1;2;7;3;6;4;1;5;7;3;-;3;5;1;4;2;-;1;2;-;5;68
"Ignorado - PA";-;3;1;2;1;-;1;1;-;-;4;4;1;4;-;2;2;3;8;3;1;2;5;48
"25001 CATOLE DO ROCHA";1;2;-;1;3;5;2;2;-;2;1;1;-;2;1;1;1;1;1;1;1;1;3;33
"25002 CAJAZEIRAS";2;3;3;4;-;6;2;-;4;4;2;3;2;2;4;3;4;3;4;4;1;1;3;64
"25003 SOUSA";3;2;4;3;5;3;4;3;1;2;5;2;3;4;3;5;-;5;1;2;-;1;3;64
"25004 PATOS";3;7;5;1;4;7;-;-;3;2;-;1;2;-;6;2;1;2;3;1;4;2;3;59
"25005 PIANCO";-;3;3;-;-;1;-;-;1;1;1;-;2;1;4;1;-;1;1;2;-;-;-;22
"25006 ITAPORANGA";2;2;1;1;1;2;1;-;2;-;-;2;-;2;1;1;2;2;2;-;1;1;3;29
"25007 SERRA DO TEIXEIRA";5;4;2;3;4;2;1;-;-;2;-;-;2;1;6;1;2;2;1;1;3;-;1;43
"25008 SERIDO OCIDENTAL PARAIBANO";3;2;1;1;-;-;-;-;-;-;-;-;1;1;1;-;1;1;1;-;1;1;1;16
"25009 SERIDO ORIENTAL PARAIBANO";2;4;5;-;-;-;1;-;-;1;-;-;-;-;1;-;-;-;1;-;-;-;1;16
"25010 CARIRI OCIDENTAL";1;1;2;1;1;1;2;-;2;-;1;-;-;-;1;-;-;2;1;-;-;-;2;18
"25011 CARIRI ORIENTAL";2;2;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;10
"25012 CURIMATAU OCIDENTAL";1;3;-;2;-;3;1;-;1;-;1;-;-;-;-;-;-;-;-;1;1;1;1;16
"25013 CURIMATAU ORIENTAL";-;3;1;2;4;4;1;-;4;1;2;1;1;3;2;2;3;3;2;4;-;2;1;46
"25014 ESPERANCA";1;1;10;3;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18
"25015 BREJO PARAIBANO";3;2;4;1;2;6;-;1;2;-;-;2;1;2;-;1;4;3;-;1;-;1;3;39
"25016 GUARABIRA";1;11;4;4;6;6;6;5;4;4;9;5;8;3;6;2;7;3;2;4;1;3;2;106
"25017 CAMPINA GRANDE";6;31;36;4;1;1;2;-;3;1;1;-;-;2;1;1;2;-;-;1;-;-;3;96
"25018 ITABAIANA";1;2;3;1;3;5;3;4;-;2;3;7;3;2;4;4;4;1;2;-;1;2;3;60
"25019 UMBUZEIRO";-;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;4
"25020 LITORAL NORTE";1;2;3;2;5;5;2;11;9;2;9;4;9;8;7;4;11;8;3;6;3;1;2;117
"25021 SAPE";2;3;6;12;5;6;2;4;4;6;3;5;10;7;5;3;-;6;6;5;3;-;4;107
"25022 JOAO PESSOA";34;40;78;74;56;86;71;63;69;36;56;43;59;57;40;45;39;52;41;38;24;23;27;1151
"25023 LITORAL SUL";1;3;7;3;2;4;3;6;5;4;5;6;4;3;5;2;2;1;1;3;2;2;1;75
"Ignorado - PB";-;-;3;3;5;-;5;1;-;2;-;1;-;1;3;1;1;-;2;2;1;-;-;31
"26001 ARARIPINA";18;2;16;13;16;7;9;14;12;11;17;21;19;12;13;16;8;9;15;15;9;4;5;281
"26002 SALGUEIRO";10;9;13;4;8;6;6;7;5;8;4;8;6;5;4;3;7;6;3;8;2;4;3;139
"26003 PAJEU";10;14;9;13;5;14;9;12;11;13;14;12;11;9;12;8;15;7;7;7;5;5;7;229
"26004 SERTAO DO MOXOTO";2;6;10;4;9;7;6;8;7;7;9;7;7;4;8;6;7;8;2;3;9;5;7;148
"26005 PETROLINA";26;17;20;22;17;14;13;4;15;17;21;23;20;16;10;8;23;20;8;17;15;8;13;367
"26006 ITAPARICA";1;4;2;8;4;3;5;3;4;-;5;2;4;4;9;4;2;1;2;3;1;2;1;74
"26007 VALE DO IPANEMA";3;-;4;7;2;8;5;3;10;4;7;12;8;8;2;2;4;8;5;3;3;8;-;116
"26008 VALE DO IPOJUCA";45;39;54;46;48;50;60;49;44;53;62;67;52;52;45;51;39;35;26;41;27;34;40;1059
"26009 ALTO CAPIBARIBE";13;15;13;8;12;10;17;8;5;13;20;14;14;11;13;6;10;7;10;3;10;7;6;245
"26010 MEDIO CAPIBARIBE";8;15;20;8;11;9;11;16;12;16;13;10;10;6;9;10;4;7;9;5;6;4;10;229
"26011 GARANHUNS";25;24;21;31;31;23;22;20;22;17;27;21;30;19;11;16;16;18;12;19;13;15;21;474
"26012 BREJO PERNAMBUCANO";11;8;10;13;11;10;18;9;10;16;6;8;10;6;5;3;14;9;5;7;2;8;9;208
"26013 MATA SETENTRIONAL PERNAMBUCANA";25;29;25;41;28;18;28;26;22;30;31;17;25;17;25;20;20;13;29;17;17;11;12;526
"26014 VITORIA DE SANTO ANTAO";7;14;14;13;23;16;15;15;13;17;10;7;9;18;6;12;14;11;14;10;12;10;3;283
"26015 MATA MERIDIONAL PERNAMBUCANA";27;37;30;25;24;24;42;34;35;28;31;18;20;28;26;11;12;14;15;16;19;9;9;534
"26016 ITAMARACA";11;5;11;4;13;9;11;6;12;15;12;5;9;3;4;7;11;13;13;7;10;8;6;205
"26017 RECIFE";216;168;194;186;225;205;210;165;183;192;187;116;116;130;166;128;119;130;119;113;111;95;86;3560
"26018 SUAPE";33;44;45;45;29;37;24;19;12;25;27;30;19;14;11;13;13;10;10;12;11;14;16;513
"Ignorado - PE";24;21;19;16;20;9;10;14;10;8;6;9;7;8;7;10;12;12;9;11;14;13;16;285
"22001 BAIXO PARNAIBA PIAUIENSE";5;7;11;6;5;9;9;3;9;12;18;13;15;9;14;8;8;9;11;5;5;8;8;207
"22002 LITORAL PIAUIENSE";13;10;9;9;5;9;9;18;27;12;23;19;14;11;15;15;6;8;11;9;7;4;4;267
"22003 TERESINA";47;48;47;53;50;58;56;47;62;56;65;52;50;50;49;41;32;34;40;29;20;27;23;1036
"22004 CAMPO MAIOR";4;6;3;6;3;6;5;8;6;11;3;10;7;5;7;8;7;1;5;1;5;6;4;127
"22005 MEDIO PARNAIBA PIAUIENSE";2;5;5;4;5;3;6;5;5;5;4;5;4;7;7;9;1;5;4;2;6;6;-;105
"22006 VALENCA DO PIAUI";1;2;-;3;1;6;2;5;3;3;6;4;5;1;2;6;4;2;2;2;-;1;1;62
"22007 ALTO PARNAIBA PIAUIENSE";1;1;-;1;1;1;3;2;-;2;3;-;3;-;-;1;3;1;1;-;1;-;2;27
"22008 BERTOLINIA";-;-;2;-;3;2;1;2;2;-;2;1;3;3;-;1;2;2;-;3;2;1;3;35
"22009 FLORIANO";1;2;3;3;2;2;3;5;5;3;7;3;2;5;5;2;3;5;3;6;2;1;3;76
"22010 ALTO MEDIO GURGUEIA";3;1;3;2;2;3;6;5;7;5;5;5;1;5;6;4;3;1;1;5;3;-;1;77
"22011 SAO RAIMUNDO NONATO";-;2;1;-;4;4;2;2;3;5;4;7;7;3;6;3;5;5;2;3;3;4;3;78
"22012 CHAPADAS DO EXTREMO SUL PIAUIENSE";3;-;3;-;1;-;1;2;1;3;5;3;3;4;4;6;-;-;-;2;1;3;2;47
"22013 PICOS";10;8;5;6;11;6;8;12;7;17;19;9;15;7;8;11;6;8;12;7;7;9;3;211
"22014 PIO IX";1;2;-;4;1;1;3;2;3;2;4;2;1;-;4;1;2;3;3;-;2;-;3;44
"22015 ALTO MEDIO CANINDE";5;1;1;4;6;7;4;8;3;3;4;5;9;11;7;7;6;4;7;3;9;8;8;130
"Ignorado - PI";-;-;1;1;-;1;-;-;-;1;-;-;-;-;1;-;1;-;1;-;1;2;2;12
"41001 PARANAVAI";14;12;11;17;10;6;6;18;15;9;11;14;9;8;7;13;6;4;7;8;5;8;8;226
"41002 UMUARAMA";17;13;15;19;18;17;14;18;20;12;13;17;12;15;12;16;5;8;9;11;7;9;13;310
"41003 CIANORTE";6;9;7;7;6;7;3;9;7;6;7;12;7;5;2;4;4;3;3;7;5;9;4;139
"41004 GOIOERE";7;7;7;7;4;7;6;9;3;8;6;6;6;8;3;6;4;7;5;1;1;5;5;128
"41005 CAMPO MOURAO";10;12;15;14;12;14;21;7;24;10;18;9;19;15;16;16;13;13;7;17;8;8;7;305
"41006 ASTORGA";9;13;12;8;8;9;8;10;10;11;9;15;8;7;6;7;14;7;5;7;7;6;8;204
"41007 PORECATU";1;4;3;6;3;4;4;2;9;7;7;3;3;2;1;4;3;5;1;2;3;2;1;80
"41008 FLORAI";2;1;1;1;1;4;2;3;2;2;3;2;1;1;-;2;-;3;4;1;1;-;1;38
"41009 MARINGA";40;40;52;39;44;46;43;38;54;43;49;42;40;28;32;18;25;27;27;26;24;21;24;822
"41010 APUCARANA";29;10;16;17;29;20;21;26;19;15;27;26;16;23;21;20;11;21;22;16;12;14;11;442
"41011 LONDRINA";40;60;54;37;47;53;51;49;54;51;54;53;40;56;36;48;35;36;39;29;33;31;27;1013
"41012 FAXINAL";2;1;2;-;2;3;-;3;2;3;3;4;1;5;2;2;3;2;2;3;1;4;3;53
"41013 IVAIPORA";5;6;6;5;4;10;4;4;13;11;13;10;5;12;5;7;13;5;9;5;3;7;7;169
"41014 ASSAI";2;3;4;2;5;4;3;4;4;6;4;5;3;7;2;4;4;1;2;4;4;5;3;85
"41015 CORNELIO PROCOPIO";7;9;8;13;11;6;7;12;8;12;8;7;11;11;2;3;6;5;8;6;5;7;5;177
"41016 JACAREZINHO";8;4;6;4;3;3;8;5;5;3;5;2;8;3;3;6;5;3;3;2;2;7;-;98
"41017 IBAITI";5;1;5;8;5;5;7;1;5;4;4;8;7;4;8;3;4;2;6;7;1;2;7;109
"41018 WENCESLAU BRAZ";6;4;3;4;5;7;6;6;10;6;7;4;2;5;4;3;2;5;4;6;7;3;4;113
"41019 TELEMACO BORBA";9;11;11;5;14;13;7;13;11;9;10;15;7;13;6;4;8;7;5;4;8;5;11;206
"41020 JAGUARIAIVA";8;14;10;9;4;9;5;2;6;4;6;11;8;6;4;3;4;2;3;6;-;7;11;142
"41021 PONTA GROSSA";35;54;46;49;48;30;42;42;58;42;40;37;30;28;38;32;21;31;15;27;20;20;26;811
"41022 TOLEDO";19;23;29;18;26;15;19;12;20;15;13;12;22;25;16;14;19;10;12;9;16;24;17;405
"41023 CASCAVEL";42;47;51;67;54;35;55;51;32;35;33;32;38;29;21;26;26;29;19;26;18;19;21;806
"41024 FOZ DO IGUACU";41;46;35;63;37;44;46;25;31;27;26;31;32;30;31;32;18;33;23;18;16;22;23;730
"41025 CAPANEMA";5;5;7;8;6;2;4;6;5;6;3;5;2;4;2;7;4;3;1;3;2;1;8;99
"41026 FRANCISCO BELTRAO";17;10;21;15;10;20;19;14;19;15;17;13;13;11;15;15;9;8;5;7;7;8;10;298
"41027 PATO BRANCO";5;10;12;16;18;14;3;12;17;7;12;12;9;6;5;13;7;5;7;4;5;7;7;213
"41028 PITANGA";4;6;5;4;6;4;2;2;8;3;5;1;11;6;8;1;2;6;8;3;1;3;3;102
"41029 GUARAPUAVA";40;42;50;49;44;42;37;35;25;35;49;40;42;29;24;35;30;24;26;32;31;27;33;821
"41030 PALMAS";5;7;9;9;13;11;8;3;6;7;4;2;8;5;8;5;3;3;4;6;7;6;2;141
"41031 PRUDENTOPOLIS";9;9;5;9;13;4;10;14;4;10;13;11;9;7;10;10;5;7;6;4;1;5;5;180
"41032 IRATI";5;-;4;2;4;5;4;4;7;5;9;5;5;8;4;5;3;3;2;5;1;2;5;97
"41033 UNIAO DA VITORIA";5;9;5;5;6;9;14;9;8;7;2;2;7;4;4;4;4;3;2;9;5;3;5;131
"41034 SAO MATEUS DO SUL";3;4;1;4;6;6;-;2;7;1;9;4;4;3;3;2;3;5;3;1;2;4;1;78
"41035 CERRO AZUL";-;-;2;1;2;-;2;3;-;4;1;1;-;-;1;-;1;1;1;-;-;1;1;22
"41036 LAPA";2;-;3;4;2;5;-;7;4;-;4;6;4;2;-;3;5;2;-;4;1;1;1;60
"41037 CURITIBA";142;172;176;168;229;279;229;246;267;222;184;162;166;146;161;120;119;128;131;134;133;126;122;3962
"41038 PARANAGUA";26;36;21;29;27;28;26;15;28;24;21;17;17;17;16;13;15;20;17;12;13;8;18;464
"41039 RIO NEGRO";7;1;5;8;7;4;7;8;7;5;5;-;9;3;2;-;4;8;7;6;2;2;3;110
"Ignorado - PR";8;12;5;6;8;4;4;13;12;15;13;17;11;11;7;7;11;9;13;11;7;8;9;221
"33001 ITAPERUNA";5;7;5;14;9;10;19;10;7;8;5;6;6;4;10;5;4;5;6;6;3;1;4;159
"33002 SANTO ANTONIO DE PADUA";13;5;4;3;5;4;6;4;5;7;5;13;2;6;5;3;4;2;2;3;1;5;-;107
"33003 CAMPOS DOS GOYTACAZES";70;86;65;53;49;41;41;38;44;42;34;35;36;33;31;34;26;22;28;20;19;15;22;884
"33004 MACAE";11;21;13;20;13;10;9;20;22;9;9;13;9;11;14;10;4;3;7;2;1;4;5;240
"33005 TRES RIOS";13;12;9;14;12;18;8;10;14;14;11;21;19;8;13;8;7;7;12;9;4;6;8;257
"33006 CANTAGALO-CORDEIRO";4;2;2;1;5;2;1;3;6;1;2;4;1;2;1;1;4;1;1;-;2;2;-;48
"33007 NOVA FRIBURGO";17;15;15;20;14;13;11;14;6;15;19;6;11;8;8;10;8;8;12;8;4;9;5;256
"33008 SANTA MARIA MADALENA";-;2;3;-;1;2;1;3;-;-;2;-;1;-;1;-;1;-;-;-;-;2;1;20
"33009 BACIA DE SAO JOAO";6;13;8;8;10;7;12;5;8;8;5;9;4;3;6;5;3;5;5;3;1;4;5;143
"33010 LAGOS";43;35;43;43;33;28;44;20;28;36;18;27;21;22;25;19;17;13;15;4;12;12;17;575
"33011 VALE DO PARAIBA FLUMINENSE";63;63;50;42;49;50;40;35;53;38;52;46;47;45;35;30;22;36;34;36;24;21;16;927
"33012 BARRA DO PIRAI";14;15;17;8;14;13;16;9;14;15;10;10;8;3;6;11;8;4;12;10;2;3;1;223
"33013 BAIA DA ILHA GRANDE";9;12;13;17;13;17;9;14;10;8;11;11;7;13;11;6;9;5;9;1;3;11;10;229
"33014 VASSOURAS";11;11;11;14;13;10;8;9;9;8;6;6;5;7;7;5;5;6;8;3;6;3;5;176
"33015 SERRANA";33;47;45;38;36;34;27;37;29;25;27;31;33;19;27;24;19;29;24;17;17;10;22;650
"33016 MACACU-CACERIBU";17;24;12;14;9;12;4;7;14;8;7;5;4;3;6;4;4;4;2;5;4;6;2;177
"33017 ITAGUAI";21;15;27;28;17;22;20;18;24;10;19;24;23;18;18;23;12;13;26;5;9;18;24;434
"33018 RIO DE JANEIRO";934;925;998;937;997;952;1013;730;679;641;925;802;707;591;634;490;328;423;532;219;409;426;420;15712
"Ignorado - RJ";23;79;40;48;53;26;31;25;39;43;55;51;54;47;62;40;24;26;53;10;27;31;21;908
"24001 MOSSORO";18;26;16;15;15;16;28;20;8;14;19;8;4;11;8;13;8;10;9;7;8;4;6;291
"24002 CHAPADA DO APODI";3;5;2;1;2;4;2;4;3;4;1;-;2;4;2;2;1;-;-;1;-;-;2;45
"24003 MEDIO OESTE";2;1;-;2;2;-;1;2;1;4;-;-;1;1;-;-;1;1;-;1;2;-;1;23
"24004 VALE DO ACU";7;5;4;6;7;3;11;9;6;3;4;4;5;7;3;1;-;3;2;-;1;-;-;91
"24005 SERRA DE SAO MIGUEL";-;1;-;1;-;-;-;1;1;1;2;-;4;-;-;-;1;1;1;-;-;2;1;17
"24006 PAU DOS FERROS";2;4;1;1;-;4;2;3;-;2;4;1;3;3;1;5;2;3;2;1;1;3;-;48
"24007 UMARIZAL";6;2;-;2;3;1;-;1;1;2;1;1;1;-;-;-;2;1;1;1;1;-;-;27
"24008 MACAU";2;3;-;-;-;-;1;1;-;1;2;1;-;-;1;1;-;-;-;-;-;-;-;13
"24009 ANGICOS";3;2;1;2;-;-;1;1;2;-;2;2;-;-;2;1;-;-;1;-;1;1;-;22
"24010 SERRA DE SANTANA";-;-;-;1;1;1;1;-;-;1;-;3;1;2;1;-;2;-;1;1;1;-;-;17
"24011 SERIDO OCIDENTAL";5;2;1;4;5;3;5;1;2;2;3;1;-;-;2;2;1;-;-;-;2;2;-;43
"24012 SERIDO ORIENTAL";-;1;3;4;4;4;4;2;2;4;5;-;2;2;2;3;1;1;1;-;1;5;-;51
"24013 BAIXA VERDE";3;1;6;2;2;2;1;2;1;2;2;-;3;1;-;-;2;2;2;1;1;-;-;36
"24014 BORBOREMA POTIGUAR";8;10;4;3;7;2;4;3;-;3;8;4;2;4;1;3;1;1;4;3;3;1;2;81
"24015 AGRESTE POTIGUAR";8;11;12;12;8;2;6;10;5;5;7;7;6;6;7;1;3;6;4;2;1;2;6;137
"24016 LITORAL NORDESTE";2;1;3;1;1;2;1;1;-;-;2;3;1;4;1;-;3;2;-;1;1;2;1;33
"24017 MACAIBA";28;12;14;10;10;7;10;9;8;9;14;12;4;18;6;10;7;12;7;5;7;4;5;228
"24018 NATAL";27;30;32;27;33;28;12;18;17;12;27;25;23;14;17;16;17;23;10;15;15;21;15;474
"24019 LITORAL SUL";15;7;3;8;8;4;5;4;2;1;2;7;7;5;1;3;3;2;4;1;1;1;2;96
"Ignorado - RN";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;2
"11001 PORTO VELHO";1;3;13;6;2;6;5;10;3;14;27;9;19;21;22;21;16;15;17;8;16;9;14;277
"11002 GUAJARA-MIRIM";7;1;3;-;5;2;1;3;-;2;3;1;3;2;2;-;5;1;2;1;1;-;1;46
"11003 ARIQUEMES";-;-;-;1;1;3;5;3;-;-;1;4;4;12;3;7;7;5;10;8;6;4;9;93
"11004 JI-PARANA";6;17;11;10;2;7;7;15;9;16;13;24;8;8;9;4;5;6;5;15;4;11;9;221
"11005 ALVORADA D'OESTE";1;-;-;-;-;1;1;1;2;3;2;1;3;1;1;3;2;2;1;4;-;-;1;30
"11006 CACOAL";5;6;4;7;3;3;13;4;8;8;8;8;9;6;4;6;10;8;3;2;3;4;7;139
"11007 VILHENA";-;4;4;1;3;3;1;1;-;3;4;3;1;4;1;7;8;1;7;5;4;7;1;73
"11008 COLORADO DO OESTE";-;-;2;1;2;3;2;-;2;-;4;2;3;1;4;3;2;2;3;3;1;1;-;41
"Ignorado - RO";-;-;-;1;-;-;-;-;1;2;-;-;1;1;-;-;2;1;1;1;-;-;-;11
"14001 BOA VISTA";14;22;11;2;6;12;12;17;7;4;8;9;8;15;27;8;11;14;8;9;4;11;3;242
"14002 NORDESTE DE RORAIMA";-;-;-;-;-;-;-;2;-;1;2;1;1;1;-;3;1;4;3;1;1;1;4;26
"14003 CARACARAI";2;-;2;1;-;2;-;1;-;2;-;1;3;2;4;1;2;2;2;1;2;2;1;33
"14004 SUDESTE DE RORAIMA";3;1;-;1;-;1;3;2;2;2;3;1;1;-;1;2;1;2;1;4;-;4;-;35
"43001 SANTA ROSA";4;8;1;6;5;9;8;7;7;3;6;4;2;3;4;6;4;5;5;8;3;3;4;115
"43002 TRES PASSOS";6;4;7;4;8;11;5;9;3;10;5;2;2;3;5;1;4;8;7;4;2;5;5;120
"43003 FREDERICO WESTPHALEN";10;9;12;8;9;6;13;7;7;2;10;8;5;5;2;12;9;10;6;6;5;7;2;170
"43004 ERECHIM";10;6;6;8;11;9;11;13;9;7;13;10;7;5;6;8;8;9;4;9;4;7;5;185
"43005 SANANDUVA";1;2;2;1;5;3;4;3;2;1;2;2;-;3;3;2;1;1;2;3;4;1;2;50
"43006 CERRO LARGO";3;1;1;1;2;3;2;4;3;4;3;2;2;1;2;-;3;1;-;-;3;2;2;45
