"Microrregião IBGE";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"Total"
"15002 SANTAREM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;5;7
"15005 FUROS DE BREVES";-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;2
"15007 BELEM";1;2;1;-;-;1;2;1;1;2;2;2;13;5;-;-;-;-;1;2;-;8;3;47
"15009 SALGADO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;2
"15010 BRAGANTINA";-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;1;-;3
"15011 CAMETA";-;-;-;-;-;1;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;5
"15012 TOME-ACU";-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;1;-;1;1;5
"15013 GUAMA";-;-;1;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;1;-;5
"15014 ITAITUBA";-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;2;8;-;-;-;-;-;-;13
"15015 ALTAMIRA";1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;5
"15016 TUCURUI";-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"15017 PARAGOMINAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;3
"15018 SAO FELIX DO XINGU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2
"15019 PARAUAPEBAS";-;-;-;-;-;-;-;1;-;-;-;1;4;-;-;1;-;-;-;-;-;-;-;7
"15020 MARABA";-;-;-;1;2;-;-;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;1;7
"15021 REDENCAO";1;-;-;-;-;-;-;-;1;-;-;4;-;-;-;-;-;-;-;-;-;-;1;7
"15022 CONCEICAO DO ARAGUAIA";-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;2;5
"Ignorado - PA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;-;4
"25001 CATOLE DO ROCHA";-;-;-;-;-;-;-;-;-;4;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"25002 CAJAZEIRAS";-;1;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;2;-;-;-;-;6
"25003 SOUSA";-;-;1;-;1;1;-;-;-;4;-;-;1;-;-;-;1;-;-;-;-;-;-;9
"25004 PATOS";-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"25006 ITAPORANGA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;2
"25007 SERRA DO TEIXEIRA";1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;5
"25010 CARIRI OCIDENTAL";-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"25013 CURIMATAU ORIENTAL";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"25014 ESPERANCA";-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;2
"25016 GUARABIRA";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"25017 CAMPINA GRANDE";-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;1;-;-;-;-;4
"25021 SAPE";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"25022 JOAO PESSOA";1;-;-;-;1;-;-;-;1;-;-;-;-;3;1;-;-;-;-;-;-;-;-;7
"25023 LITORAL SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"26001 ARARIPINA";-;1;1;-;3;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;8
"26003 PAJEU";-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2
"26004 SERTAO DO MOXOTO";2;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;1;-;-;7
"26006 ITAPARICA";-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"26007 VALE DO IPANEMA";-;-;-;-;-;-;-;1;-;-;-;10;-;-;-;2;1;-;-;-;-;-;-;14
"26008 VALE DO IPOJUCA";2;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;3;7
"26009 ALTO CAPIBARIBE";-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;3
"26010 MEDIO CAPIBARIBE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"26011 GARANHUNS";-;-;-;-;-;-;-;1;-;-;2;-;-;-;1;-;-;-;-;1;1;-;-;6
"26012 BREJO PERNAMBUCANO";-;-;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;4
"26013 MATA SETENTRIONAL PERNAMBUCANA";1;-;-;-;1;1;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"26014 VITORIA DE SANTO ANTAO";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2
"26015 MATA MERIDIONAL PERNAMBUCANA";1;3;-;-;-;1;1;-;10;-;1;-;-;1;-;-;-;-;1;1;-;2;-;22
"26016 ITAMARACA";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"26017 RECIFE";2;-;6;3;3;1;2;4;8;6;4;2;1;-;2;4;2;1;4;2;1;4;3;65
"26018 SUAPE";-;-;4;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;6
"Ignorado - PE";-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"22001 BAIXO PARNAIBA PIAUIENSE";-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;1;4
"22002 LITORAL PIAUIENSE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"22003 TERESINA";1;-;-;-;-;-;1;4;-;-;4;1;1;1;-;-;2;-;2;1;-;1;-;19
"22004 CAMPO MAIOR";-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3
"22006 VALENCA DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;3
"22007 ALTO PARNAIBA PIAUIENSE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;3
"22008 BERTOLINIA";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"22009 FLORIANO";-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;1;3
"22010 ALTO MEDIO GURGUEIA";-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;2;1;-;-;-;1;6
"22011 SAO RAIMUNDO NONATO";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;2
"22013 PICOS";-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;4
"22014 PIO IX";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;2
"22015 ALTO MEDIO CANINDE";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;5
"41001 PARANAVAI";-;-;-;-;-;1;-;1;1;-;-;1;-;1;-;-;2;-;-;-;-;-;-;7
"41002 UMUARAMA";-;-;1;-;1;-;2;-;1;-;3;-;1;-;-;-;19;-;1;1;-;2;-;32
"41003 CIANORTE";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;1;-;-;-;-;4
"41004 GOIOERE";-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3
"41005 CAMPO MOURAO";-;-;-;1;1;-;-;-;1;-;2;-;-;-;1;-;7;1;2;-;1;-;-;17
"41006 ASTORGA";-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;2;-;1;-;-;-;-;-;6
"41007 PORECATU";-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;1;-;-;-;10;-;-;14
"41008 FLORAI";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"41009 MARINGA";2;-;-;-;8;-;1;-;-;1;-;-;-;1;-;1;2;6;-;-;-;-;2;24
"41010 APUCARANA";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;-;-;-;-;-;3
"41011 LONDRINA";-;-;-;-;-;-;2;1;-;1;2;1;1;2;4;1;1;3;1;2;1;-;4;27
"41012 FAXINAL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"41013 IVAIPORA";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;2;-;-;-;-;-;4
"41014 ASSAI";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2
"41015 CORNELIO PROCOPIO";-;-;1;-;2;-;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;6
"41016 JACAREZINHO";-;-;-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;6;10
"41017 IBAITI";-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;2
"41018 WENCESLAU BRAZ";-;-;1;-;-;-;-;-;1;3;-;-;-;-;-;1;-;-;-;-;-;-;-;6
"41019 TELEMACO BORBA";-;-;-;-;-;-;1;-;-;-;-;1;3;-;-;1;2;-;-;-;-;-;-;8
"41020 JAGUARIAIVA";1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;4
"41021 PONTA GROSSA";-;-;1;-;-;1;-;1;-;1;-;-;-;-;-;1;1;-;-;1;-;-;-;7
"41022 TOLEDO";-;-;-;-;-;-;-;2;-;-;1;3;-;1;-;-;-;1;-;-;-;1;-;9
"41023 CASCAVEL";-;1;-;2;-;1;1;2;-;-;1;-;1;-;1;-;-;-;-;1;-;-;-;11
"41024 FOZ DO IGUACU";-;1;-;2;-;1;-;1;-;-;-;-;-;8;-;-;-;3;1;-;-;-;-;17
"41025 CAPANEMA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"41026 FRANCISCO BELTRAO";-;-;-;-;-;-;1;-;1;2;-;1;-;-;1;-;1;-;7;-;-;-;1;15
"41027 PATO BRANCO";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;3
"41029 GUARAPUAVA";-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;1;-;-;-;1;1;-;6
"41030 PALMAS";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"41031 PRUDENTOPOLIS";-;-;1;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"41032 IRATI";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"41033 UNIAO DA VITORIA";-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;34;-;-;-;-;-;-;-;36
"41035 CERRO AZUL";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"41037 CURITIBA";14;-;1;1;1;-;-;-;-;10;5;2;2;10;2;7;3;2;4;-;2;1;1;68
"41038 PARANAGUA";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"Ignorado - PR";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;4
"33001 ITAPERUNA";-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;-;-;-;-;1;-;-;-;5
"33002 SANTO ANTONIO DE PADUA";1;-;-;-;-;-;-;-;-;-;-;1;2;1;-;-;-;-;-;-;-;-;-;5
"33003 CAMPOS DOS GOYTACAZES";-;-;-;4;1;2;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;10
"33004 MACAE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"33005 TRES RIOS";-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"33006 CANTAGALO-CORDEIRO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"33007 NOVA FRIBURGO";-;-;-;1;-;2;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;6
"33009 BACIA DE SAO JOAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"33010 LAGOS";1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;3
"33011 VALE DO PARAIBA FLUMINENSE";1;2;-;1;-;-;3;1;-;2;-;-;-;2;1;1;1;1;1;1;-;-;-;18
"33012 BARRA DO PIRAI";-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;3
"33013 BAIA DA ILHA GRANDE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;2
"33014 VASSOURAS";-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"33015 SERRANA";1;-;-;-;-;1;-;1;-;-;-;-;1;1;-;1;-;-;-;-;-;-;-;6
"33017 ITAGUAI";-;-;-;-;-;-;-;1;-;1;-;-;-;4;-;-;-;-;-;-;-;-;-;6
"33018 RIO DE JANEIRO";2;2;9;8;12;12;21;7;16;11;11;6;13;12;10;28;7;11;2;3;7;5;4;219
"Ignorado - RJ";-;-;-;-;-;-;-;1;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;4
"24001 MOSSORO";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"24002 CHAPADA DO APODI";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"24006 PAU DOS FERROS";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"24010 SERRA DE SANTANA";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2
"24012 SERIDO ORIENTAL";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2
"24014 BORBOREMA POTIGUAR";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"24015 AGRESTE POTIGUAR";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"24017 MACAIBA";-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;5
"24018 NATAL";-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;1;-;-;-;-;-;-;4
"24019 LITORAL SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"11001 PORTO VELHO";3;-;1;-;-;-;-;-;10;1;-;-;1;1;-;-;-;-;-;-;1;3;-;21
"11002 GUAJARA-MIRIM";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;-;3
"11003 ARIQUEMES";-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;4
"11004 JI-PARANA";-;-;-;-;1;1;-;-;3;1;2;2;1;-;-;4;-;2;-;-;-;1;1;19
"11005 ALVORADA D'OESTE";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;3
"11006 CACOAL";-;-;-;-;-;1;-;-;-;-;-;1;-;2;1;-;-;-;-;-;1;-;-;6
"11007 VILHENA";-;-;-;-;-;-;2;1;-;-;1;-;-;-;1;-;-;-;-;1;-;1;-;7
"14001 BOA VISTA";3;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"14004 SUDESTE DE RORAIMA";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"43001 SANTA ROSA";-;-;-;-;-;-;-;1;2;-;-;23;-;-;-;-;-;-;-;-;-;-;-;26
"43002 TRES PASSOS";-;-;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;4
"43003 FREDERICO WESTPHALEN";-;-;-;-;1;-;-;-;1;-;-;-;-;6;-;-;-;-;1;-;-;-;-;9
"43004 ERECHIM";3;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;1;8
"43005 SANANDUVA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;2
"43007 SANTO ANGELO";-;-;-;1;-;-;-;-;-;-;-;2;1;-;-;1;-;-;-;-;-;-;-;5
"43008 IJUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"43009 CARAZINHO";-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;1;2;-;-;-;-;-;-;6
"43010 PASSO FUNDO";-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;3;-;-;3;1;-;-;-;10
"43011 CRUZ ALTA";-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"43013 SOLEDADE";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;3
"43014 GUAPORE";-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;1;-;-;-;-;-;-;4
"43015 VACARIA";-;1;-;-;-;2;-;-;-;-;-;-;1;1;-;-;-;-;-;1;-;1;-;7
"43016 CAXIAS DO SUL";1;-;-;1;2;-;-;-;2;2;-;-;1;4;-;1;-;1;-;1;1;-;-;17
"43017 SANTIAGO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;6
"43018 SANTA MARIA";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;1;-;-;-;-;1;5
"43020 SANTA CRUZ DO SUL";-;1;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;4
"43021 LAJEADO-ESTRELA";2;-;-;2;-;1;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;3;13
"43022 CACHOEIRA DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;2
"43023 MONTENEGRO";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;2
"43024 GRAMADO-CANELA";-;1;1;-;-;-;-;-;2;-;-;-;1;1;-;-;-;-;-;-;-;-;-;6
"43025 SAO JERONIMO";-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"43026 PORTO ALEGRE";1;1;2;-;2;-;1;3;3;-;3;1;2;2;1;5;7;1;-;1;-;1;2;39
"43027 OSORIO";-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;3;-;-;-;-;-;-;-;5
"43029 CAMPANHA OCIDENTAL";-;10;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"43030 CAMPANHA CENTRAL";-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;1;-;1;-;2;7
"43031 CAMPANHA MERIDIONAL";-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"43032 SERRAS DE SUDESTE";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"43033 PELOTAS";1;-;-;-;1;-;-;-;-;4;-;2;-;-;-;3;-;-;-;-;-;-;-;11
"43034 JAGUARAO";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;2
"43035 LITORAL LAGUNAR";-;-;-;-;-;-;-;-;8;1;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"42001 SAO MIGUEL DO OESTE";-;-;1;-;-;-;2;10;-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;16
"42002 CHAPECO";1;2;1;-;-;4;2;1;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;14
"42003 XANXERE";-;-;-;-;-;1;-;4;1;1;-;-;-;-;-;1;-;3;-;1;-;-;-;12
"42004 JOACABA";-;-;-;1;-;10;-;1;1;3;-;-;1;-;-;1;-;-;-;-;-;1;-;19
"42005 CONCORDIA";1;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"42006 CANOINHAS";-;1;-;1;1;-;-;-;1;-;-;-;2;1;-;13;-;1;-;-;-;-;-;21
"42007 SAO BENTO DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;2
"42008 JOINVILLE";-;1;-;-;1;-;1;1;-;1;-;-;1;1;-;-;-;1;-;1;-;-;-;9
"42009 CURITIBANOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;2
"42010 CAMPOS DE LAGES";-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;1;-;4;-;-;-;8
"42011 RIO DO SUL";1;-;-;3;-;-;-;-;-;1;-;1;-;-;-;-;1;-;-;1;-;-;-;8
"42012 BLUMENAU";-;-;2;3;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;10
"42013 ITAJAI";-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;5
"42014 ITUPORANGA";-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"42016 FLORIANOPOLIS";1;-;-;1;1;-;-;-;-;-;-;1;-;-;1;2;-;-;-;-;-;-;-;7
"42018 TUBARAO";-;-;1;1;1;-;1;-;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;7
"42019 CRICIUMA";2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;6
"42020 ARARANGUA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
"28001 SERGIPANA DO SERTAO DO SAO FRANCISCO";1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"28002 CARIRA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"28003 NOSSA SENHORA DAS DORES";-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"28004 AGRESTE DE ITABAIANA";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"28007 PROPRIA";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"28008 COTINGUIBA";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;3
"28010 BAIXO COTINGUIBA";-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"28011 ARACAJU";-;-;23;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;1;1;-;-;1;29
"28012 BOQUIM";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"28013 ESTANCIA";-;-;9;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"Ignorado - SE";2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"35001 JALES";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"35003 VOTUPORANGA";-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"35004 SAO JOSE DO RIO PRETO";-;-;-;-;1;-;6;1;-;1;-;1;-;1;2;1;1;-;-;2;-;-;-;17
"35005 CATANDUVA";-;-;-;-;-;2;-;2;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"35006 AURIFLAMA";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"35007 NHANDEARA";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"35009 BARRETOS";-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;3
"35010 SAO JOAQUIM DA BARRA";-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;1;-;4
"35011 ITUVERAVA";-;-;-;-;-;-;-;-;-;1;-;-;-;-;3;-;-;-;-;-;-;-;-;4
"35013 JABOTICABAL";-;-;-;-;11;1;-;-;-;-;-;-;1;-;7;-;-;-;-;-;-;-;-;20
"35014 RIBEIRAO PRETO";-;-;-;-;-;2;-;2;-;1;-;4;-;1;1;-;-;-;2;-;-;-;-;13
"35015 BATATAIS";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;1;-;-;4
"35016 ANDRADINA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;2;5
"35017 ARACATUBA";-;-;-;2;-;-;1;-;-;-;2;-;-;-;1;-;-;3;-;-;-;-;-;9
"35018 BIRIGUI";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;4;1;-;1;-;-;-;7
"35019 LINS";-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"35020 BAURU";-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;8
"35021 JAU";-;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4
"35022 AVARE";-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;28
"35024 ARARAQUARA";-;-;1;-;-;-;1;-;-;-;1;-;-;2;13;-;-;-;-;-;-;-;-;18
"35025 SAO CARLOS";-;-;-;-;-;-;1;-;1;-;-;-;-;6;-;-;-;-;-;-;-;-;-;8
"35026 RIO CLARO";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"35027 LIMEIRA";-;-;-;-;-;1;4;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;8
"35028 PIRACICABA";-;-;-;-;2;1;-;-;1;1;-;1;-;-;-;-;-;-;-;-;1;-;-;7
"35029 PIRASSUNUNGA";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;4
"35030 SAO JOAO DA BOA VISTA";-;-;-;-;1;1;-;3;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;7
"35031 MOJI MIRIM";-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;3
"35032 CAMPINAS";-;-;-;-;1;1;15;1;2;2;13;2;3;2;4;1;-;-;3;1;-;3;-;54
"35034 DRACENA";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"35035 ADAMANTINA";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;2
